"city","latitude","longitude","population","country","province"
"Longview",32.50053428,-94.74027429,75658,"United States of America","Texas"
"San Angelo",31.4640084,-100.4366966,87297.5,"United States of America","Texas"
"Alta Floresta",-9.900030091,-55.90998295,40466,"Brazil","Mato Grosso"
"San Ignacio",-16.36960936,-60.96001062,24480,"Bolivia","Santa Cruz"
"Skelleftea",64.77207867,20.95002844,31075,"Sweden","Västerbotten"
"Ongole",15.56037966,80.05003861,187866,"India","Andhra Pradesh"
"Point Hope",68.34772605,-166.8080201,461,"United States of America","Alaska"
"Ludhiana",30.92776206,75.87225745,1597184,"India","Punjab"
"Jinja",0.44042401,33.19992672,195659.5,"Uganda","Jinja"
"Musan",42.23043133,129.2303959,50942.5,"North Korea","Hamgyong-bukto"
"Kayunga",0.7025,32.8886111,21704,"Uganda","Kayunga"
"Rouen",49.43040529,1.079975137,321417.5,"France","Haute-Normandie"
"Chinandega",12.63037762,-87.13004114,132705,"Nicaragua","Chinandega"
"Sukhothai",17.01186729,99.7515234,10276,"Thailand","Sukhothai"
"Ligonha",-15.17567706,37.74001135,3310.5,"Mozambique","Nampula"
"Bila Tserkva",49.77431195,30.13091508,192418.5,"Ukraine","Kiev"
"Palmer",61.59971417,-149.1126919,9848,"United States of America","Alaska"
"Ust' Ordynskiy",52.83299713,104.6999977,14538,"Russia","Ust-Orda Buryat"
"Hulin",45.76902671,132.9922334,42559,"China","Heilongjiang"
"Vatican City",41.90001223,12.44780839,832,"Vatican (Holy Sea)","Lazio"
"Ariquemes",-9.939614239,-63.07998458,58096,"Brazil","Rondônia"
"Tartus",34.88463448,35.88658405,139374.5,"Syria","Tartus"
"Utica",43.10117922,-75.23306706,81870,"United States of America","New York"
"Baku",40.39527203,49.86221716,2007150,"Azerbaijan","Baki"
"Cantwell",63.39159446,-148.9507896,222,"United States of America","Alaska"
"Gaya",24.79997072,85.00002071,423692,"India","Bihar"
"Wawa",48.00041506,-84.78333683,2174,"Canada","Ontario"
"Sapporo",43.07497927,141.3400443,2202893,"Japan","Hokkaido"
"Arctic Bay",73.03330568,-85.16662093,604,"Canada","Nunavut"
"Pinrang",-3.785726299,119.6522208,182731,"Indonesia","Sulawesi Selatan"
"Armenia",4.534282653,-75.68112757,314797.5,"Colombia","Quindío"
"Libertador General San Martin",-23.81954222,-64.78998356,47559,"Argentina","Jujuy"
"Guangshui",31.62038129,114.0000077,145885.5,"China","Hubei"
"Yuci",37.68039899,112.7300077,537964.5,"China","Shanxi"
"Vilnius",54.68336631,25.31663529,524697.5,"Lithuania","Vilniaus"
"Ancona",43.60037355,13.49994055,95599,"Italy","Marche"
"Aomori",40.82503908,140.7100052,281571.5,"Japan","Aomori"
"Kashmar",35.18143007,58.45146033,126643,"Iran","Razavi Khorasan"
"Bastia",42.70316734,9.450006875,40558.5,"France","Corse"
"Dushanbe",38.56003522,68.77387935,882822,"Tajikistan","Tadzhikistan Territories"
"Jaipur",26.92113324,75.80998734,2814379,"India","Rajasthan"
"Williston",48.15678794,-103.6280005,12767.5,"United States of America","North Dakota"
"Iwo",7.629959329,4.179992634,208688.5,"Nigeria","Osun"
"Qingdao",36.08997927,120.3300089,2254122.5,"China","Shandong"
"Ayacucho",-13.17502399,-74.2199506,153173.5,"Peru","Ayacucho"
"Goyang",37.65273586,126.8372485,903000,"South Korea","Gyeonggi-do"
