"city","latitude","longitude","population","country","province"
"Bilbao",43.24998151,-2.929986818,614369.5,"Spain","País Vasco"
"Phetchabun",16.41899707,101.1590017,50656,"Thailand","Phetchabun"
"La Rioja",-29.40995034,-66.84996118,147130,"Argentina","La Rioja"
"Uyuni",-20.46000568,-66.82998824,11616,"Bolivia","Potosí"
"Cabanatuan",15.50208864,120.9617016,220250,"Philippines","Nueva Ecija"
"Mahalapye",-23.09999957,26.82000606,47607.5,"Botswana","Central"
"Mbale",1.090410175,34.1699967,247084,"Uganda","Bungokho"
"Kaluga",54.52037884,36.27002356,313733.5,"Russia","Kaluga"
"Kasongo-Lunda",-6.479618715,16.82996985,18748,"Congo (Kinshasa)","Bandundu"
"Chonchi",-42.61002317,-73.80994979,381,"Chile","Los Lagos"
"Evensk",61.94997703,159.2333191,2024,"Russia","Maga Buryatdan"
"Dundalk",54.00041058,-6.416673219,38884,"Ireland","Louth"
"Moshi",-3.339603659,37.33998409,463873,"Tanzania","Kilimanjaro"
"Kodinskiy",58.69805666,99.17765662,15670,"Russia","Krasnoyarsk"
"Pinheiro",-2.519602032,-45.0899974,24912,"Brazil","Maranhão"
"Bartlesville",36.74720013,-95.98058618,24935,"United States of America","Oklahoma"
"Shar",49.6003174,81.05493852,5124.5,"Kazakhstan","East Kazakhstan"
"Sallyan",28.35000004,82.18330255,15000,"Nepal","Rapti"
"Memphis",35.1199868,-89.99999516,753843.5,"United States of America","Tennessee"
"Mackay",-21.14389158,149.1500069,66053.5,"Australia","Queensland"
"Uttaradit",17.63162274,100.0971871,67471.5,"Thailand","Uttaradit"
"Nakhodka",67.75039817,77.51996049,159551,"Russia","Yamal-Nenets"
"Wangaratta",-36.36001707,146.3,11369.5,"Australia","Victoria"
"Ajaccio",41.92706484,8.728293822,46905,"France","Corse"
"Zanzibar",-6.159999981,39.20002559,388439,"Tanzania","Zanzibar West"
"Vratsa",43.20998395,23.56253048,68287,"Bulgaria","Vratsa"
"Klintsy",52.7652405,32.24484289,60885,"Russia","Bryansk"
"Jatai",-17.87959471,-51.75000431,57135,"Brazil","Goiás"
"General Guemes",-24.6666223,-65.04996769,19828,"Argentina","Salta"
"Myeik",12.45408347,98.61148962,220009,"Myanmar","Tanintharyi"
"Orodara",10.97399705,-4.907996452,18632,"Burkina Faso","Kénédougou"
"Houma",35.61998212,111.2099971,102400,"China","Shanxi"
"Khon Kaen",16.42004295,102.8300435,199317.5,"Thailand","Khon Kaen"
"Yilan",24.75,121.75,122915.5,"Taiwan","Yilan"
"Bontang",0.133259297,117.5000008,101691,"Indonesia","Kalimantan Timur"
"Hubli",15.35997845,75.12501623,841402,"India","Karnataka"
"Giurgiu",43.92999911,25.8399995,69067,"Romania","Giurgiu"
"Gaoual",11.75400014,-13.21299843,7461,"Guinea","Boke"
"Kayes",14.44998232,-11.44001001,77207,"Mali","Kayes"
"Asadabad",34.86600004,71.15000459,48400,"Afghanistan","Kunar"
"Newark",40.70042137,-74.17000533,280123,"United States of America","New Jersey"
"Tasiilaq",65.60186934,-37.6337371,1829,"Greenland",""
"Saraburi",14.53036501,100.8799816,70769,"Thailand","Saraburi"
"Taibao",23.45,120.3333333,34665,"Taiwan","Chiayi"
"Alexandroupoli",40.84861937,25.87440978,48711.5,"Greece","Anatoliki Makedonia kai Thraki"
"Ocumare del Tuy",10.11998822,-66.77999129,130824,"Venezuela","Miranda"
"Bourges",47.08372683,2.399997923,70163.5,"France","Centre"
"Baotou",40.65220725,109.8220198,1229664.5,"China","Nei Mongol"
"Cuttack",20.47000246,85.88994055,580000,"India","Orissa"
"Narvik",68.38315025,17.28999345,19236.5,"Norway","Nordland"
"Moorhead",46.87430808,-96.74219344,34332.5,"United States of America","Minnesota"
"Puerto Berrio",6.480442931,-74.42001591,33194,"Colombia","Antioquia"
"Moab",38.57370363,-109.5491895,5309,"United States of America","Utah"
"Nyagan",62.14652834,65.38142493,46238.5,"Russia","Khanty-Mansiy"
"Modesto",37.65541343,-120.9899899,269697,"United States of America","California"
"Barinas",8.59997764,-70.25001205,261405.5,"Venezuela","Barinas"
"At Tafilah",30.83333404,35.60000464,25429,"Jordan","Tafilah"
"Malakal",9.536897195,31.65598995,160765,"South Sudan","Upper Nile"
"Teller",65.26359906,-166.3607864,83,"United States of America","Alaska"
"Zenica",44.21997398,17.91998083,151388,"Bosnia and Herzegovina","Zenica-Doboj"
"Linjiang",41.83634686,126.9359623,76732,"China","Jilin"
"Topeka",39.05000531,-95.66998499,126830.5,"United States of America","Kansas"
"Obuasi",6.190408955,-1.659986818,158986.5,"Ghana","Ashanti"
"Colon",22.71958091,-80.90579574,40677,"Cuba","Matanzas"
"Teluk Intan",4.01185976,101.0314453,82506,"Malaysia","Perak"
"Hue",16.46998822,107.5800378,645000,"Vietnam","Thừa Thiên–Huế "
"Dibrugarh",27.48332115,94.8999849,144260.5,"India","Assam"
"Tauranga",-37.69642129,176.1536299,84730,"New Zealand","Bay of Plenty"
"Malang",-7.97999225,112.610015,775858,"Indonesia","Jawa Timur"
"Uthai Thani",15.38186342,100.026442,19233,"Thailand","Uthai Thani"
"Baishan",41.90001223,126.4299983,330000,"China","Jilin"
"Barletta",41.31999595,16.27000403,99962,"Italy","Apulia"
"Alexandria",38.82043276,-77.09998153,127273,"United States of America","Virginia"
"Belfast",54.60001223,-5.960034425,362588,"United Kingdom","Belfast"
"St. Louis",38.63501772,-90.23998051,1259958,"United States of America","Missouri"
"Kyakhta",50.35267458,106.4526648,12368,"Russia","Buryat"
"Tatabanya",47.54999718,18.43299957,70541,"Hungary","Komárom-Esztergom"
"Tarma",-11.41001544,-75.72998763,25906,"Peru","Junín"
"Esquel",-42.90003131,-71.31661361,20048,"Argentina","Chubut"
"Havre",48.54523968,-109.6776829,10266.5,"United States of America","Montana"
"Donetsk",48.00000165,37.82998002,874137.5,"Ukraine","Donets'k"
"Lubumbashi",-11.6800248,27.48001745,1114317,"Congo (Kinshasa)","Katanga"
"Djambala",-2.539600811,14.74999345,9650.5,"Congo (Brazzaville)","Plateaux"
"Bhusawal",21.01999473,75.8300378,177683.5,"India","Maharashtra"
"Jackson",32.29881533,-90.18499679,213799,"United States of America","Mississippi"
"Bulandshahr",28.4103705,77.84841589,198612,"India","Uttar Pradesh"
"Kumbakonam",10.98047833,79.40000077,139264,"India","Tamil Nadu"
"Mayumba",-3.416601543,10.65003699,3996,"Gabon","Nyanga"
"Halmstad",56.67177207,12.85558712,55433,"Sweden","Halland"
