"city","latitude","longitude","population","country","province"
"Dalnegorsk",44.5372156,135.5172473,8123,"Russia","Primor'ye"
"Vitsyebsk",55.18871014,30.18533036,333318.5,"Belarus","Vitsyebsk"
"Quebec",46.83996909,-71.24561019,576386,"Canada","Québec"
"Ajdabiya",30.76999392,20.21999548,139095.5,"Libya","Ajdabiya"
"Fuyang",30.0533333,119.9519444,771000,"China","Zhejiang"
"Melun",48.53330243,2.666648314,144192.5,"France","Île-de-France"
"Dilolo",-10.69961953,22.33330318,7854,"Congo (Kinshasa)","Katanga"
"Chattanooga",35.06998985,-85.25000086,206571.5,"United States of America","Tennessee"
"Taxco",18.57037681,-99.6199506,53217,"Mexico","Guerrero"
"Koyuk",64.94026874,-161.1574717,254,"United States of America","Alaska"
"Tocache",-8.179618308,-76.52001693,15822.5,"Peru","San Martín"
"Modesto",37.65541343,-120.9899899,269697,"United States of America","California"
"Kennewick",46.21137697,-119.1360979,82331,"United States of America","Washington"
"Pyay",18.81645998,95.21143876,124833.5,"Myanmar","Bago"
"Ilave",-16.07960122,-69.66999577,16033,"Peru","Callao"
"Montgomery",32.36160219,-86.27918868,194491.5,"United States of America","Alabama"
"Palmer",61.59971417,-149.1126919,9848,"United States of America","Alaska"
"Compostela",21.23042116,-104.8999901,15192,"Mexico","Nayarit"
"Kendu Bay",-0.359578838,34.63999385,91248,"Kenya","Nyanza"
"Hapur",28.74365765,77.76278804,242920,"India","Uttar Pradesh"
"Hamadan",34.79602724,48.51501257,264293,"Iran","Hamadan"
"Tirunelveli",8.730408955,77.68997595,489022,"India","Tamil Nadu"
"Arendal",58.46475606,8.766000553,30916,"Norway","Aust-Agder"
"Whitehorse",60.71671897,-135.0499844,23274,"Canada","Yukon"
"Katwe",-0.129618715,29.92002356,1957,"Uganda","Kasese"
"Chicoutimi",48.43330853,-71.06670638,53940,"Canada","Québec"
"El Tur",28.239389,33.61479726,21300,"Egypt","Janub Sina'"
"Borlange",60.48332237,15.4166711,38974.5,"Sweden","Dalarna"
"Grand Turk",21.46642743,-71.13597864,4760.5,"Turks and Caicos Islands",""
"Qasigiannguit",68.81927014,-51.17851854,1341,"Greenland","Qaasuitsup Kommunia"
"Firozabad",27.14998232,78.39494584,306409,"India","Uttar Pradesh"
"Tessalit",20.20138837,1.088811807,5869.5,"Mali","Kidal"
"Puerto Baquerizo Moreno",-0.900010967,-89.5999679,5122,"Ecuador","Galápagos"
"Vigo",42.22001853,-8.729994549,335848.5,"Spain","Galicia"
"Guantanamo",20.1452936,-75.20614364,245069.5,"Cuba","Guantánamo"
"Alto Rio Sanguer",-45.03328611,-70.83328394,1548,"Argentina","Chubut"
