"city","latitude","longitude","population","country","province"
"Udon Thani",17.4047632,102.7893225,239192,"Thailand","Udon Thani"
"San Juan De Los Morros",9.900999019,-67.35400159,87739,"Venezuela","Guárico"
"Rostov",47.23464785,39.7126558,1032567,"Russia","Rostov"
"El Agheila",30.25702781,19.20000606,100,"Libya","Ajdabiya"
"Mistassini",50.41706341,-73.86658716,2645,"Canada","Québec"
"Chauk",20.90847699,94.8230387,85016.5,"Myanmar","Magway"
"Kinkala",-4.355999897,14.76199861,13882,"Congo (Brazzaville)","Pool"
"Tobolsk",58.1997925,68.26481482,87877.5,"Russia","Tyumen'"
"Mae Hong Son",19.30100405,97.96899665,9109,"Thailand","Mae Hong Son"
"Yokohama",35.32002626,139.5800484,3697894,"Japan","Kanagawa"
"San Angelo",31.4640084,-100.4366966,87297.5,"United States of America","Texas"
"Jinzhou",41.12036989,121.1000394,780134.5,"China","Liaoning"
"Jaboatao",-8.110010153,-35.02004358,681214,"Brazil","Pernambuco"
"Nizhneudinsk",54.89766848,99.02769161,41024.5,"Russia","Irkutsk"
"Las Palmas",28.09997601,-15.42999902,364718,"Spain",""
"Yuma",32.68527753,-114.6236084,88402.5,"United States of America","Arizona"
"Orlu",5.783715433,7.033306843,9351,"Nigeria","Imo"
"Kimbe",-5.55000289,150.1430137,18847,"Papua New Guinea","West New Britain"
"Yueyang",29.38005292,113.1000109,826000,"China","Hunan"
"Kassala",15.45997235,36.39001623,370499,"Sudan","Kassala"
"Yeosu",34.73678021,127.7458353,302142,"South Korea","Gwangju"
"Cuito Caunavale",-15.15960569,19.16998205,149,"Angola","Cuando Cubango"
"Bellary",15.15004295,76.91503617,391034.5,"India","Karnataka"
"Garissa",-0.439625632,39.67002274,65948,"Kenya","North-Eastern"
"Savetskaya Gavan",48.96989077,140.2748897,27882,"Russia","Khabarovsk"
"Szekesfehervar",47.19467613,18.40806474,122959.5,"Hungary","Fejér"
"San Juan de Nicaragua",10.92040448,-83.69999211,863,"Nicaragua","Nicaragua"
"Kolomna",55.07998293,38.78496049,130324.5,"Russia","Moskovsskaya"
"Shangqiu",34.45041526,115.6500362,967109,"China","Henan"
"Manaus",-3.100031719,-60.00001754,1636622,"Brazil","Amazonas"
"Villarica",-39.28004555,-72.22999455,16818,"Chile","La Araucanía"
"Kingston",44.23371991,-76.48330082,108297.5,"Canada","Ontario"
"Waukesha",43.0116498,-88.23136926,159012,"United States of America","Wisconsin"
"Stans",46.95000307,8.383302547,7475,"Switzerland","Nidwalden"
"Mulanje",-16.0333333,35.5,16483,"Malawi","Mulanje"
"Zaporizhzhya",47.85729718,35.17680863,600778.5,"Ukraine","Zaporizhzhya"
"El Banco",9.000340799,-73.98001693,39628.5,"Colombia","Magdalena"
"Wenzhou",28.0199809,120.6500927,1607836,"China","Zhejiang"
"Uruara",-3.82959959,-54.02999435,10,"Brazil","Pará"
"Corner Brook",48.94999534,-57.93334782,19742,"Canada","Newfoundland and Labrador"
"Falmouth",18.47958305,-77.6560496,7779,"Jamaica","Trelawny"
"Satadougou",12.61699343,-11.4066012,706,"Mali","Kayes"
"Golfito",8.650026264,-83.149974,6777,"Costa Rica","Puntarenas"
"Nam Dinh",20.42003135,106.2000187,243186,"Vietnam","Nam Định "
"Alta",69.96664532,23.24167151,12077,"Norway","Finnmark"
"Zambezi",-13.54001463,23.10994828,4987.5,"Zambia","North-Western"
"Zwolle",52.52400009,6.096996529,111805,"Netherlands","Overijssel"
"Nebbi",2.4758333,31.1025,30354,"Uganda","Nebbi"
"Chevery",50.48132306,-59.60978296,284,"Canada","Québec"
"Qulsary",46.98326784,54.01653723,37103,"Kazakhstan","Atyrau"
"Laryak",61.10119163,80.25136999,10,"Russia","Khanty-Mansiy"
"Ertis",53.34530845,75.44990596,6311,"Kazakhstan","Pavlodar"
"Madinat ath Thawrah",35.8366614,38.54807572,85590,"Syria","Ar Raqqah"
"Merredin",-31.48284707,118.2666723,2054,"Australia","Western Australia"
"Slavonski Brod",45.16027834,18.01558223,79230,"Croatia","Brodsko-Posavska"
"Grand Bassam",5.200391865,-3.749988445,61226.5,"Ivory Coast","Lagunes"
"Guadalajara",20.67001609,-103.3300342,2919294.5,"Mexico","Jalisco"
"La Esperanza",14.33300406,-88.16669954,5318,"Honduras","Intibucá"
"Orongen Zizhiqi",50.56666669,123.7166756,40128,"China","Nei Mongol"
"Punakha",27.63330305,89.83330266,5000,"Bhutan","Punakha"
"Bay City",28.98111086,-95.96435978,17487,"United States of America","Texas"
"Katerini",40.2723338,22.50249182,50850.5,"Greece","Kentriki Makedonia"
"Governador Valadares",-18.87002521,-41.97000696,201317,"Brazil","Minas Gerais"
"Mananjary",-21.216652,48.33331824,19841,"Madagascar","Fianarantsoa"
"Hopkinsville",36.86548749,-87.4886239,31630,"United States of America","Kentucky"
"Maanshan",31.73040041,118.4800443,1000121,"China","Anhui"
"Huancavelica",-12.79003457,-74.99000696,42982,"Peru","Huancavelica"
"Sungai Petani",5.649718444,100.4793343,293671,"Malaysia","Kedah"
"Mokhotlong",-29.29100403,29.07800155,8809,"Lesotho","Mokhotlong"
"Bungoma",0.570390237,34.55999874,55962,"Kenya","Western"
"Iracoubo",5.480426452,-53.21999211,881,"France","Guinaa"
"Zvolen",48.58373863,19.13324011,38276.5,"Slovakia","Banskobystrický"
"Chitado",-17.31962889,13.92001827,468.5,"Angola","Cunene"
"Tajarhi",24.3703587,14.47083736,1498,"Libya","Murzuq"
"Al Jubayl",27.00464235,49.64600297,235237,"Saudi Arabia","Ash Sharqiyah"
"Cairo",30.04996035,31.24996822,9813807,"Egypt","Al Qahirah"
"Patra",38.23000368,21.72998083,159579.5,"Greece","Dytiki Ellada"
"Dali",34.79525209,109.937775,109696,"China","Shaanxi"
"Trincomalee",8.568999036,81.23300155,108420,"Sri Lanka","Trincomalee"
"Nehe",48.48999758,124.8800154,74937.5,"China","Heilongjiang"
"Brest",52.09998395,23.69998979,266775,"Belarus","Brest"
"Lutselke",62.40005292,-110.7333291,102,"Canada","Northwest Territories"
"Jullundur",31.33492067,75.56902014,820089,"India","Punjab"
"San Jose del Guaviare",2.569983947,-72.63999536,21675,"Colombia","Meta"
"Gharyan",32.17037355,13.01996985,116014.5,"Libya","Mizdah"
"Shantou",23.37000633,116.6700256,1467486.5,"China","Guangdong"
"Peterborough",44.29996909,-78.33326542,79752,"Canada","Ontario"
"Grand Prairie",32.68476076,-97.02023849,545107.5,"United States of America","Texas"
"Krasnoyarsk",56.01398277,92.86600053,613605,"Russia","Krasnoyarsk"
"Ashgabat",37.94999493,58.38329911,652841,"Turkmenistan","Ahal"
"Qaratau",43.18538597,70.45997799,35743,"Kazakhstan","Zhambyl"
"Yozgat",39.81799809,34.81499749,87881,"Turkey","Yozgat"
"Dalhart",36.06080792,-102.5186109,6763.5,"United States of America","Texas"
"Allanmyo",19.37831199,95.22792354,48446.5,"Myanmar","Magway"
"Zheleznogorsk",52.3547746,35.40439164,94212,"Russia","Kursk"
"El Bayadh",33.6903583,1.009953571,67413,"Algeria","El Bayadh"
"Rasht",37.29998293,49.62998328,544737.5,"Iran","Gilan"
"Valle de la Pascua",9.209992085,-66.019986,86273.5,"Venezuela","Guárico"
"Agdam",40.9052778,45.5563889,0,"Azerbaijan","Tovuz"
"Gorno Altaysk",51.96133608,85.95768835,57392.5,"Russia","Gorno-Altay"
