"city","latitude","longitude","population","country","province"
"Gharyan",32.17037355,13.01996985,116014.5,"Libya","Mizdah"
"Villahermosa",17.99997235,-92.89997319,395482.5,"Mexico","Tabasco"
"Watampone",-4.532812481,120.3333679,58953,"Indonesia","Sulawesi Selatan"
"Cuito Caunavale",-15.15960569,19.16998205,149,"Angola","Cuando Cubango"
"South Bend",41.68330711,-86.25001734,171791,"United States of America","Indiana"
"Narsarsuaq",61.16658815,-45.41661829,145,"Greenland","Kommune Kujalleq"
"Bac Kan",22.1333333,105.8333333,29227,"Vietnam","Bac Kan"
"Uruapan",19.42037661,-102.0700078,250919.5,"Mexico","Michoacán"
"Atasu",48.69032127,71.64993119,16400,"Kazakhstan","Qaraghandy"
"Barcelona",41.38329958,2.183370319,3250797.5,"Spain","Cataluña"
"Gay",51.47472495,58.45430253,39710,"Russia","Orenburg"
"San Carlos del Zulia",9.010391865,-71.91998763,76935,"Venezuela","Zulia"
"Shostka",51.87340863,33.47965124,91128.5,"Ukraine","Sumy"
"Llica",-19.84960366,-68.25003076,553,"Bolivia","Potosí"
"Orangeville",43.91707257,-80.08333948,30812,"Canada","Ontario"
"Ulan Ude",51.82498781,107.6249963,354127,"Russia","Buryat"
"Mineiros",-17.56953611,-52.55998071,28247,"Brazil","Goiás"
"Livorno",43.55113366,10.3022747,145016.5,"Italy","Toscana"
"Machiques",10.07043052,-72.54994918,44936.5,"Venezuela","Zulia"
"Limeira",-22.54954222,-47.40001144,241071,"Brazil","São Paulo"
"Tsavo",-2.982777894,38.46663367,414,"Kenya","Coast"
"Manily",62.54999208,165.3000288,10,"Russia","Kamchatka"
"Zelenokumsk",44.40910972,43.87870642,35220.5,"Russia","Stavropol'"
"Chuncheon",37.87470237,127.7341565,218127.5,"South Korea","Gangwon-do"
"Broken Hill",-31.94995034,141.4331136,17232.5,"Australia","New South Wales"
"Beni Mazar",28.49039146,30.80999508,68853,"Egypt","Al Minya"
"York",53.97038658,-1.080022218,151574.5,"United Kingdom","York"
"Buta",2.819994526,24.74002966,44195,"Congo (Kinshasa)","Orientale"
"Wilkes Barre",41.24904421,-75.87793726,99824.5,"United States of America","Pennsylvania"
"Jining",41.02998781,113.0800122,270236.5,"China","Nei Mongol"
"Sin-Ni",39.48800415,125.4639966,19463,"North Korea","P'yongan-namdo"
"Thai Nguyen",21.59995933,105.8300154,415000,"Vietnam","Thái Nguyên"
"Staraya Russa",57.99476625,31.35435461,32591.5,"Russia","Novgorod"
"Jian",27.13042279,114.9999983,490221,"China","Jiangxi"
"Cape Town",-33.92001097,18.43498816,2823929,"South Africa","Western Cape"
"Guasave",25.57049217,-108.4699789,82654.5,"Mexico","Sinaloa"
"Lobatse",-25.2196118,25.68002397,50343.5,"Botswana","South-East"
"Houston",29.81997438,-95.33997929,4053287,"United States of America","Texas"
"Shadrinsk",56.08366844,63.6332629,67303.5,"Russia","Kurgan"
"Baglung",28.26669606,83.58329762,23296,"Nepal","Dhawalagiri"
"Austin",30.26694969,-97.74277836,919684,"United States of America","Texas"
"Shibin el Kom",30.59199913,30.89999749,182900,"Egypt","Al Minufiyah"
"Cold Bay",55.20000144,-162.7150916,154,"United States of America","Alaska"
"Kumbakonam",10.98047833,79.40000077,139264,"India","Tamil Nadu"
"Jima",7.679982116,36.83004106,128306,"Ethiopia","Addis Ababa"
"Anadyr",64.73699038,177.4749963,10332,"Russia","Chukchi Autonomous Okrug"
"Eagle Pass",28.71102399,-100.4892774,39683,"United States of America","Texas"
"Mahajanga",-15.67001382,46.34501583,145158.5,"Madagascar","Mahajanga"
"Frontera",18.5803762,-92.64998845,15014,"Mexico","Tabasco"
"Sennar",13.54995974,33.60000565,103308,"Sudan","Sennar"
"Thanjavur",10.77041363,79.15004187,219571,"India","Tamil Nadu"
"Rimouski",48.43374778,-68.51668115,35584,"Canada","Québec"
"Kelang",3.020369892,101.5500183,917933.5,"Malaysia","Selangor"
"Tashtagol",52.79175051,87.86770097,21902,"Russia","Kemerovo"
"Wa",10.06040529,-2.500013063,76891.5,"Ghana","Upper West"
"Bam",29.10769228,58.36195675,99268,"Iran","Kerman"
"Foumban",5.730385355,10.89999589,64399,"Cameroon","Ouest"
"Ankara",39.92723859,32.86439164,3511689.5,"Turkey","Ankara"
"As Suwayda",32.70041872,36.5665946,65650,"Syria","As Suwayda'"
"Uranium City",59.56655662,-108.6165849,89,"Canada","Saskatchewan"
"Russas",-4.940022767,-37.97999211,33613.5,"Brazil","Ceará"
"Gold Coast",-28.08150429,153.4482458,429954.5,"Australia","Queensland"
"Luena",-11.79004393,19.90001501,17276.5,"Angola","Moxico"
"Hyderabad",17.39998313,78.47995357,4986908,"India","Andhra Pradesh"
"Oceanside",33.2204645,-117.3349675,396474.5,"United States of America","California"
"Ft. Myers",26.64029767,-81.86049199,120810.5,"United States of America","Florida"
"Columbus",32.47043276,-84.98001734,202225,"United States of America","Georgia"
"Tunduma",-9.284615459,32.77493974,27543,"Tanzania","Mbeya"
"Skovorodino",53.98330568,123.9166634,6485.5,"Russia","Amur"
"Slavgorod",53.00494163,78.6695544,27651,"Russia","Altay"
"Poughkeepsie",41.70023114,-73.92141585,100670.5,"United States of America","New York"
"Yankton",42.88201947,-97.39248967,14495,"United States of America","South Dakota"
"Khilok",51.35000389,110.4500435,6540.5,"Russia","Chita"
"Itupiranga",-5.120011781,-49.30002466,21301,"Brazil","Pará"
"Dundo",-7.380028871,20.82998409,11985,"Angola","Lunda Norte"
"Uruara",-3.82959959,-54.02999435,10,"Brazil","Pará"
"Mazyr",52.04595624,29.27215613,100936,"Belarus","Homyel'"
"Bandar Lampung",-5.430018698,105.2699979,795757,"Indonesia","Lampung"
"Mongo",12.18373822,18.6999849,27763,"Chad","Guéra"
"Pond Inlet",72.68498069,-78.00005579,1549,"Canada","Nunavut"
"Larkana",27.56176597,68.20678218,364033,"Pakistan","Sind"
"Viseu",40.65699611,-7.910000431,26364,"Portugal","Viseu"
"Puerto Madryn",-42.77001341,-65.04001998,61159,"Argentina","Chubut"
"Akureyi",65.66657188,-18.10001693,14754,"Iceland","Akureyri"
"Anapolis",-16.31958657,-48.9599679,278595.5,"Brazil","Goiás"
"Bocas del Toro",9.335350084,-82.2474707,6484,"Panama","Bocas del Toro"
"Huntington",38.41957867,-82.44528833,66957,"United States of America","West Virginia"
"Kandi",11.13036582,2.940016641,73483,"Benin","Alibori"
"Chiramba",-16.89210976,34.65585852,556,"Mozambique","Sofala"
"Calarasi",44.20627972,27.32591833,71195.5,"Romania","Calarasi"
"Fort Chipewyan",58.71709943,-111.1499962,3222,"Canada","Alberta"
"Yako",12.95399712,-2.262995501,22904,"Burkina Faso","Passoré"
"Kotabumi",-4.833310935,104.8999947,42366,"Indonesia","Lampung"
"Permet",40.23399605,20.35199756,10686,"Albania","Gjirokastër"
"Gillette",44.28317425,-105.5052503,26107,"United States of America","Wyoming"
"Kaiapoi",-43.3776249,172.6400459,7169,"New Zealand","Canterbury"
"Desaguadero",-16.56458453,-69.04499516,5120,"Peru","Callao"
"Burco",9.520386575,45.54000037,102931.5,"Somaliland",""
"Lira",2.260390441,32.89002315,127384,"Uganda","Lira"
"Rawlins",41.7906649,-107.234292,8458,"United States of America","Wyoming"
