"city","latitude","longitude","population","country","province"
"Bremerton",47.57359552,-122.6420175,82039.5,"United States of America","Washington"
"Samut Prakan",13.60690716,100.6114709,388920,"Thailand","Samut Prakan"
"Bamako",12.65001467,-8.000039105,1395640.5,"Mali","Bamako"
"Komatipoort",-25.40957436,31.94000362,10333.5,"South Africa","Mpumalanga"
"Principe da Beira",-12.41667234,-64.41664718,956,"Brazil","Rondônia"
"Salvador",-12.9699719,-38.47998743,3081422.5,"Brazil","Bahia"
"Kingston upon Hull",53.75042584,-0.32999048,297398.5,"United Kingdom","Kingston upon Hull"
"Kanchipuram",12.83372438,79.71667395,155029,"India","Tamil Nadu"
"Kasama",-10.19959837,31.17994665,156500,"Zambia","Northern"
"Heredia",9.991997986,-84.12000251,21947,"Costa Rica","Heredia"
"Villa O'Higgins",-48.46790851,-72.55997441,175,"Chile","Santa Cruz"
"Coroata",-4.12958128,-44.15000309,34129,"Brazil","Maranhão"
"Nalut",31.88044293,10.97001745,66418.5,"Libya","Ghadamis"
"Kargat",55.19594484,80.28113562,5861,"Russia","Novosibirsk"
"Barranquilla",10.95998863,-74.79996688,1521245.5,"Colombia","Atlántico"
"Salinas",-2.200034974,-80.98000309,24616.5,"Ecuador","Guayas"
"Urzhar",47.10018577,81.60482743,13854,"Kazakhstan","East Kazakhstan"
"Thakhek",17.41119692,104.8361226,51564,"Laos","Khammouan"
"Townsville",-19.24995034,146.7699971,129212,"Australia","Queensland"
"Stralsund",54.30041811,13.10001664,60172,"Germany","Mecklenburg-Vorpommern"
"Mount Gambier",-37.83134845,140.7650406,21818.5,"Australia","South Australia"
"Albany",42.67001691,-73.81994918,484286,"United States of America","New York"
"Cuernavaca",18.92110476,-99.23999964,591551.5,"Mexico","Morelos"
"Kundiawa",-6.022997883,144.9600127,9383,"Papua New Guinea","Chimbu"
"Eirunepe",-6.66002114,-69.87380762,19462.5,"Brazil","Amazonas"
"Cam Ranh",11.90202415,109.2206612,85327,"Vietnam","Khánh Hòa"
"Laramie",41.31136599,-105.5905681,25587.5,"United States of America","Wyoming"
"Tirgu Mures",46.55820335,24.55781856,148148,"Romania","Mures"
"Lausanne",46.53042727,6.650022744,191226.5,"Switzerland","Vaud"
"Linden",5.99000775,-58.2699681,28041.5,"Guyana","Upper Takutu-Upper Essequibo"
"Maraba",-5.349971905,-49.11597905,166182,"Brazil","Pará"
"Marrakesh",31.6299931,-7.999987428,855648,"Morocco","Marrakech - Tensift - Al Haouz"
"Kelowna",49.89998903,-119.4833118,110207.5,"Canada","British Columbia"
"Merida",38.91200402,-6.337997512,52423,"Spain","Extremadura"
"Il'pyrskiy",59.96738829,164.1720053,10,"Russia","Kamchatka"
"Corozal",18.39799811,-88.3880005,8724,"Belize","Corozal"
"Patos",-7.019585756,-37.29000838,85720.5,"Brazil","Paraíba"
"Cuangar",-17.60953367,18.61998979,425,"Namibia","Kavango"
"Puerto Acosta",-15.49958494,-69.16666732,1123,"Bolivia","La Paz"
"Taizhou",32.4904057,119.9000093,612356,"China","Jiangsu"
"Ilheus",-14.7800423,-39.05000431,193060.5,"Brazil","Bahia"
"Alba Lulia",46.07700313,23.58000059,66085,"Romania","Alba"
"Nanyang",33.00040041,112.5300199,1097766,"China","Henan"
"Canavieiras",-15.64004148,-38.96000981,26375,"Brazil","Bahia"
"Independence",39.09111391,-94.41528121,130695,"United States of America","Missouri"
"Yakima",46.60223167,-120.5046965,93846,"United States of America","Washington"
"Huanuco",-9.920028871,-76.24000818,153052,"Peru","Huánuco"
"Cap-Chat",49.09996035,-66.68330469,1475,"Canada","Québec"
"Cazombo",-11.88957273,22.90003861,298,"Angola","Moxico"
"Calabozo",8.930396748,-67.43997685,110907,"Venezuela","Guárico"
"Kati",12.75042198,-8.080008384,54908.5,"Mali","Bamako"
"Balikpapan",-1.250015443,116.8300158,439885.5,"Indonesia","Kalimantan Timur"
"Tucano",-10.96962889,-38.78999435,16199,"Brazil","Bahia"
"Los Alamos",35.89110252,-106.2977084,11997,"United States of America","New Mexico"
"Taitung",22.75539268,121.140037,142292,"Taiwan","Taitung"
"Zakho",37.14454022,42.68720292,114957.5,"Iraq","Dihok"
