"city","latitude","longitude","population","country","province"
"San Carlos",11.1999961,-84.83329749,13451,"Nicaragua","Nicaragua"
"Tijuana",32.50001752,-117.079996,1464728.5,"Mexico","Baja California"
"Burketown",-17.71609048,139.5666125,186.5,"Australia","Queensland"
"Exeter",50.70040529,-3.529950197,108242,"United Kingdom","Devon"
"Karamken",60.20041974,151.166628,10,"Russia","Maga Buryatdan"
"Shahhat",32.82813702,21.86216915,44188,"Libya","Al Jabal al Akhdar"
"Kabale",-1.249602032,29.97996822,44600,"Uganda","Kabale"
"Milan",45.4699752,9.20500891,2125830.5,"Italy","Lombardia"
"Taoudenni",22.66658673,-3.983359214,3019,"Mali","Timbuktu"
"Yichun",27.8333333,114.4,982000,"China","Jiangxi"
"Altamira",-3.199612204,-52.21000208,56769,"Brazil","Pará"
"Davangere",14.47000694,75.92000647,469344.5,"India","Karnataka"
"Nusaybin",37.07498374,41.21835201,120822.5,"Turkey","Mardin"
"Pathum Thani",14.01711468,100.5333361,154412,"Thailand","Pathum Thani"
"Tunis",36.80277814,10.1796781,1570476.5,"Tunisia","Tunis"
"Chulucanas",-5.089574362,-80.17000086,60435,"Peru","Piura"
"Wallaroo",-33.9328784,137.6332938,2442,"Australia","South Australia"
"Ugolnyye Kopi",64.73329551,177.6999955,3367,"Russia","Chukchi Autonomous Okrug"
"Breves",-1.680015036,-50.4900037,46818.5,"Brazil","Pará"
"Melilla",35.30000165,-2.950011435,107384,"Spain","Melilla"
"Mao",14.11943402,15.31331824,15040,"Chad","Kanem"
"Beni Suef",29.08038129,31.09002966,339537,"Egypt","Bani Suwayf"
"Michurinsk",52.8999868,40.49999792,93364,"Russia","Tambov"
"Bolama",11.58295303,-15.48280399,9179,"Guinea Bissau","Bolama"
"El Cayo",17.15599807,-89.06100252,13451,"Belize","Cayo"
"Morawa",-29.21626707,116.0000406,259,"Australia","Western Australia"
"Amundsen–Scott South Pole Station",-89.98289386,139.2669926,125,"Antarctica",""
"Zaysan",47.47522748,84.85982255,14199,"Kazakhstan","East Kazakhstan"
"Big Delta",64.15252993,-145.8421939,591,"United States of America","Alaska"
"Ekibastuz",51.72998069,75.31993974,124669,"Kazakhstan","Pavlodar"
"Kharkiv",49.99998293,36.25002478,1338063.5,"Ukraine","Kharkiv"
"Hato Mayor",18.76400114,-69.25699747,35999,"Dominican Republic","Hato Mayor"
"Hidalgo del Parral",26.93335472,-105.6666358,102573,"Mexico","Chihuahua"
"Ciudad Camargo",27.69041445,-105.1700511,35904.5,"Mexico","Chihuahua"
"Asosa",10.06699404,34.5333337,24192,"Ethiopia","Benshangul-Gumaz"
"Montana",43.41400203,23.23700161,47445,"Bulgaria","Montana"
"Atakpame",7.530042947,1.120024372,74757,"Togo","Plateaux"
"Terrace",54.49999249,-128.5833248,14772,"Canada","British Columbia"
"Amursk",50.22283754,136.8974214,45901.5,"Russia","Khabarovsk"
"Novyy Uoyin",56.13498313,111.7338928,4184,"Russia","Buryat"
"Hodrogo",48.96642845,96.7832808,10,"Mongolia","Dzavhan"
"Vejle",55.70900103,9.534996498,51177,"Denmark","Syddanmark"
"Thargomindah",-27.99995888,143.816689,203,"Australia","Queensland"
"Kanyato",-4.456538067,30.26139807,232,"Tanzania","Kigoma"
"Santiago de Compostela",42.88289797,-8.541091351,87721,"Spain","Galicia"
"Tangshan",39.62433718,118.194377,1737974.5,"China","Hebei"
"Coronel Suarez",-37.46661619,-61.9166189,20713,"Argentina","Ciudad de Buenos Aires"
"Lezhe",41.78799914,19.65400254,18695,"Albania","Lezhë"
"Tournavista",-8.932182191,-74.70521814,511,"Peru","Huánuco"
"Gyor",47.70035585,17.63002437,132173,"Hungary","Gyor-Moson-Sopron"
"Gavarr",40.3588889,45.1266667,21680,"Armenia","Gegharkunik"
"Bullhead City",35.14817629,-114.5674878,37989,"United States of America","Arizona"
"Olavarria",-36.90003579,-60.3299974,65059,"Argentina","Ciudad de Buenos Aires"
"Lae",-6.732988262,146.9900354,103653.5,"Papua New Guinea","Morobe"
"Carazinho",-28.2900187,-52.80004358,49145,"Brazil","Rio Grande do Sul"
"Lancaster",40.03777447,-76.30576644,209489,"United States of America","Pennsylvania"
"Kasulu",-4.579579652,30.10001257,31218.5,"Tanzania","Kigoma"
"Paraguari",-25.62000079,-57.16001001,14480,"Paraguay","Paraguarí"
"Lonquimay",-38.43332721,-71.23328536,8519.5,"Chile","La Araucanía"
"Ondorhaan",47.31668418,110.6500313,12433.5,"Mongolia","Hentiy"
"Tuguegarao",17.61309674,121.7268746,115105,"Philippines","Cagayan"
"Tarragona",41.12036989,1.249990599,107957.5,"Spain","Cataluña"
"Nadym",65.5298102,72.51478796,26723,"Russia","Yamal-Nenets"
"Suileng",47.24599082,127.1059777,57456.5,"China","Heilongjiang"
"Sirsa",29.4903821,75.02998328,170884,"India","Haryana"
"Saharanpur",29.97001691,77.55003617,484873,"India","Uttar Pradesh"
"Puerto la Cruz",10.16995933,-64.68001612,500464,"Venezuela","Anzoátegui"
"Baubau",-5.469861228,122.6163293,24412,"Indonesia","Sulawesi Tenggara"
"Capenda-Camulemba",-9.4195943,18.43002722,79842.5,"Angola","Lunda Norte"
"Genoa",44.40998822,8.930038614,624724,"Italy","Liguria"
"Council Bluffs",41.26227338,-95.86080021,80284.5,"United States of America","Iowa"
"Deyang",31.13333091,104.3999735,152194,"China","Sichuan"
"Baydhabo",3.119976216,43.64998653,128830,"Somalia","Bay"
"Hohenau",-27.07954995,-55.74996688,5306,"Paraguay","Itapúa"
"Willmar",45.12188275,-95.04330489,18432,"United States of America","Minnesota"
"Jaragua do Sul",-26.47999998,-49.09998519,128803.5,"Brazil","Santa Catarina"
"Bade",24.9575,121.2988889,172065,"Taiwan","Taoyuan"
"Carhue",-37.1828609,-62.73331323,7190,"Argentina","Ciudad de Buenos Aires"
"Xuddur",4.183298973,43.86670261,1639,"Somalia","Bakool"
"Brunswick",31.1496865,-81.49165145,31785.5,"United States of America","Georgia"
"Ponce",18.00038576,-66.61664209,156484,"Puerto Rico",""
"Cranbrook",49.5166791,-115.7666653,17990,"Canada","British Columbia"
"Chiquimula",14.79699906,-89.54399653,41521,"Guatemala","Chiquimula"
"Vila Velha",-20.36760822,-40.31798893,742413.5,"Brazil","Espírito Santo"
"Castanhal",-1.28959959,-47.93003076,125314.5,"Brazil","Pará"
"Vaslui",46.63332908,27.73333859,69225,"Romania","Vaslui"
"Gastre",-42.28296303,-69.23330408,557,"Argentina","Chubut"
"Boorama",9.940412617,43.18004106,67664,"Somaliland",""
"Adi Ugri",14.88597638,38.81632808,137585.5,"Eritrea","Maekel"
"Shuyang",34.12986635,118.7733597,1770000,"China","Jiangsu"
"Trnava",48.36659426,17.60000036,60919,"Slovakia","Trnavský"
"Reyes",-14.30958006,-67.37000696,7376,"Bolivia","El Beni"
"Ipoh",4.599989236,101.0649833,656227,"Malaysia","Perak"
"Yuzhno Sakhalinsk",46.96497438,142.7400105,174685,"Russia","Sakhalin"
"Linxi",43.51707115,118.0333016,679,"China","Nei Mongol"
"Truc Giang",10.234998,106.3749966,59442,"Vietnam","Bến Tre "
"Sao Cabriel da Cachoeira",-0.133236065,-67.08330611,15231,"Brazil","Amazonas"
"Mossoro",-5.190033347,-37.34000533,202294,"Brazil","Rio Grande do Norte"
"Versailles",48.80046958,2.133347533,85416,"France","Île-de-France"
"Gadabay",40.5655556,45.8161111,8657,"Azerbaijan","Gadabay"
