"city","latitude","longitude","population","country","province"
"Tulcea",45.19934572,28.79668127,89381.5,"Romania","Constanta"
"Paso Rio Mayo",-45.68337563,-70.26657434,1825,"Argentina","Chubut"
"De Aar",-30.64997801,24.00002315,18669.5,"South Africa","Northern Cape"
"Exmouth",-21.93109987,114.1233469,1085,"Australia","Western Australia"
"Meningie",-35.69954059,139.3333451,850,"Australia","South Australia"
"Dalby",-27.19385822,151.2657434,9818.5,"Australia","Queensland"
"Aarhus",56.157204,10.21068396,232325.5,"Denmark","Midtjylland"
"Homestead",25.46830202,-80.47778569,60673,"United States of America","Florida"
"Camana",-16.61961994,-72.71999048,18695,"Peru","Arequipa"
"Buizhou",37.37039207,118.0200207,115893,"China","Shandong"
"Phan Thiet",10.933737,108.1000577,248749,"Vietnam","Bình Thuận "
"Juina",-11.3995768,-59.50002222,980,"Brazil","Mato Grosso"
"Munich",48.12994204,11.57499345,1267695.5,"Germany","Bayern"
"Karamay",45.58994204,84.8599259,108769,"China","Xinjiang Uygur"
"Kitwe",-12.81003335,28.22002397,402907.5,"Zambia","Copperbelt"
"Farafangana",-22.81660602,47.8332454,14992.5,"Madagascar","Fianarantsoa"
"Jurado",7.121747456,-77.75640141,2351,"Colombia","Chocó"
"Astana",51.1811253,71.42777421,335312.5,"Kazakhstan","Aqmola"
"Guajara-Miram",-10.80002684,-65.34994938,51852.5,"Brazil","Rondônia"
"Sherbrooke",45.40000531,-71.89998885,134549.5,"Canada","Québec"
"Hamilton",32.29419029,-64.78393742,32910,"Bermuda",""
"Siteki",-26.45499604,31.95199862,6152,"Swaziland","Lubombo"
"Fort-de-France",14.6104118,-61.08002914,172622,"France","Martinique"
"Monterrey",25.66999514,-100.3299848,2417437,"Mexico","Nuevo León"
"Sagar",23.85039044,78.75001461,287786.5,"India","Madhya Pradesh"
"Petoskey",45.37375368,-84.95518681,9424,"United States of America","Michigan"
"Luan Chau",21.74000399,103.3430047,7335,"Vietnam","Điện Biên"
"Mbabane",-26.31665078,31.13333451,83178,"Swaziland","Hhohho"
"Parma",44.81042889,10.32003129,164734,"Italy","Emilia-Romagna"
"Jyekundo",33.01662681,96.73330969,16500,"China","Gansu"
