"city","latitude","longitude","population","country","province"
"Pitesti",44.85631757,24.87583533,169345,"Romania","Arges"
"Burketown",-17.71609048,139.5666125,186.5,"Australia","Queensland"
"Maydh",10.98009076,47.09752803,30000,"Somaliland",""
"Stawell",-37.05961261,142.7600093,4596,"Australia","Victoria"
"Kasempa",-13.4596061,25.82001542,5622,"Zambia","North-Western"
"Votkinsk",57.03040651,53.99002722,91248,"Russia","Udmurt"
"Paris",48.86669293,2.333335326,4957588.5,"France","Île-de-France"
"Podkamennaya",61.59950747,90.12363562,10,"Russia","Krasnoyarsk"
"Tchibanga",-2.856995957,11.02699849,19365,"Gabon","Nyanga"
"Gbadolite",4.290369892,21.01994665,35197,"Congo (Kinshasa)","Équateur"
"Yanbu al Bahr",24.09427736,38.0492948,233875.5,"Saudi Arabia","Al Madinah"
"Palmer Station",-64.76241335,-64.0468756,30.5,"Antarctica",""
"Maridi",4.91511212,29.47694983,7757.5,"South Sudan","West Equatoria"
"Tshela",-4.969581687,12.93000118,19896,"Congo (Kinshasa)","Bas-Congo"
"Karonga",-9.932896302,33.93331864,33325.5,"Malawi","Chitipa"
"Whitehorse",60.71671897,-135.0499844,23274,"Canada","Yukon"
"Xiangtan",27.85043052,112.9000232,2183454,"China","Hunan"
"Barysaw",54.22600405,28.49215206,127694.5,"Belarus","Minsk"
"Aleksin",54.5143327,37.09436601,59194,"Russia","Tula"
"Ningbo",29.87997072,121.5500378,1321433.5,"China","Zhejiang"
"Trois Rivieres",46.34997316,-72.54994918,118051,"Canada","Québec"
"Turbo",8.100369892,-76.73997766,42257.5,"Colombia","Antioquia"
"Brookings",44.30676455,-96.78803044,20313.5,"United States of America","South Dakota"
"Koko",11.42319033,4.516974649,25792,"Nigeria","Kebbi"
"Cam Pha",21.04043276,107.320002,75925.5,"Vietnam","Quảng Ninh "
"Harar",9.319959533,42.15002641,161150,"Ethiopia","Harari"
"Safonovo",55.1464905,33.21610144,44461,"Russia","Smolensk"
"Karabuk",41.20000327,32.60001501,113022.5,"Turkey","Zinguldak"
"El Cayo",17.15599807,-89.06100252,13451,"Belize","Cayo"
"Shumen",43.27000612,26.92935339,75487.5,"Bulgaria","Shumen"
"San Fernando",10.28046166,-61.45937678,166039,"Trinidad and Tobago","San Fernando"
"Reo",12.33349214,-2.466944513,37535,"Burkina Faso","Sanguié"
"Lutsk",50.7471983,25.33337846,211980,"Ukraine","Volyn"
"Magdeburg",52.13042137,11.62000362,227378.5,"Germany","Sachsen-Anhalt"
"Augusta",33.46081158,-81.98498051,152895.5,"United States of America","Georgia"
"Satun",6.616701099,100.0666986,34544,"Thailand","Satun"
"Chinsali",-10.54960285,32.0599963,7482.5,"Zambia","Northern"
"Pukatawagan",55.73327639,-101.3166171,431,"Canada","Manitoba"
"Willcox",32.25321088,-109.8313945,4451.5,"United States of America","Arizona"
"Bielefeld",52.02998822,8.530011351,311739.5,"Germany","Nordrhein-Westfalen"
"Urgut",39.40070742,67.26069006,73524,"Uzbekistan","Samarkand"
"Cartwright",53.70140663,-57.01214114,505,"Canada","Newfoundland and Labrador"
"Siglan",59.03372093,152.4165775,10,"Russia","Maga Buryatdan"
"Rolim de Moura",-11.73020262,-61.78063237,24516,"Brazil","Rondônia"
"Cape Girardeau",37.30582237,-89.51808659,38165.5,"United States of America","Illinois"
"Bermejo",-22.72958291,-64.34998458,36544,"Bolivia","Tarija"
"Springfield",42.12002464,-72.57999903,287003.5,"United States of America","Massachusetts"
"Morshansk",53.4547333,41.80436275,46330.5,"Russia","Tambov"
"Oita",33.24322797,131.5978999,412100.5,"Japan","Oita"
"Angers",47.48000755,-0.530029949,178329.5,"France","Pays de la Loire"
"Kattaqorgon",39.90070274,66.2607511,153247.5,"Uzbekistan","Samarkand"
"Ciudad Madero",22.31890769,-97.836106,165411.5,"Mexico","Tamaulipas"
"Coral Gables",25.71541872,-80.29107874,98700.5,"United States of America","Florida"
"Dalton",34.76972394,-84.97030217,45077.5,"United States of America","Georgia"
"Sao Jose dos Campos",-23.19999347,-45.87994918,695322.5,"Brazil","São Paulo"
"Burnie",-41.06660317,145.9166642,18490.5,"Australia","Tasmania"
"Dezhou",37.45041302,116.3000223,379555,"China","Shandong"
"Kotelnich",58.30412722,48.31373287,28015.5,"Russia","Kirov"
"Markala",13.67036582,-6.069950197,46161.5,"Mali","Ségou"
"Alekseyevka",50.65348309,38.69307979,38633.5,"Russia","Belgorod"
"Yorkton",51.21706626,-102.4665469,14377.5,"Canada","Saskatchewan"
"Grootfontein",-19.56662352,18.11655798,19149.5,"Namibia","Otjozondjupa"
"Mollendo",-17.02000893,-72.01998153,38993,"Peru","Arequipa"
"Bila Tserkva",49.77431195,30.13091508,192418.5,"Ukraine","Kiev"
"Tangail",24.24997845,89.92003048,180144,"Bangladesh","Dhaka"
"Baubau",-5.469861228,122.6163293,24412,"Indonesia","Sulawesi Tenggara"
"Courtenay",49.68333559,-124.9999777,28946,"Canada","British Columbia"
"Bungoma",0.570390237,34.55999874,55962,"Kenya","Western"
"Ilulissat",69.21666526,-51.09996647,4413,"Greenland","Qaasuitsup Kommunia"
"Tarin Kowt",32.63329815,65.86669865,10000,"Afghanistan","Uruzgan"
"Pilot Point",57.56455996,-157.5691266,68,"United States of America","Alaska"
"Blenheim",-41.52099404,173.9592419,23056.5,"New Zealand","Marlborough"
"Baruun Urt",46.69997764,113.2833073,15805,"Mongolia","Sühbaatar"
"Kohima",25.6669979,94.11657019,92113,"India","Nagaland"
"Zemlya Bunge",74.89830813,142.1050105,10,"Russia","Sakha (Yakutia)"
"Elephant Island, South Shetland Islands",-61.99958901,-57.99998458,3,"Antarctica",""
"Mutare",-18.97001911,32.6500378,216785,"Zimbabwe","Manicaland"
"Atlantic City",39.36463727,-74.4233232,58563.5,"United States of America","New Jersey"
"Arzamas",55.39998924,43.80000321,126038,"Russia","Nizhegorod"
"Lahti",60.99385968,25.66493445,97508,"Finland","Päijänne Tavastia"
"Machiques",10.07043052,-72.54994918,44936.5,"Venezuela","Zulia"
"La Rochelle",46.16665102,-1.149992108,76903.5,"France","Poitou-Charentes"
"Guadalajara",40.63370709,-3.166587363,51906.5,"Spain","Castilla-La Mancha"
"Richmond",37.55001935,-77.449986,551443,"United States of America","Virginia"
"'Ataq",14.55000311,46.80000058,37315,"Yemen","Shabwah"
"Charana",-17.5996118,-69.46659733,197,"Bolivia","La Paz"
"Florence",34.19567629,-79.76279057,43977.5,"United States of America","South Carolina"
