"gender","height","weight","shoeSize","shoeNums","schoolYear","pets","siblings","speed","cash","sleep","ageMother","ageFather","random","love","charity"
"female",61,100,6,20,"Sophomore",1,1,80,50,8,52,54,5,"one",80
"female",67,138,8.5,24,"Junior",6,2,100,0,8.5,42,44,3,"one",25
"female",64,130,8,30,"Sophomore",15,1,89,20,6.5,52,55,8,"few",100
"female",68,150,9,30,"Sophomore",3,0,100,140,5,54,60,5,"few",10
"female",65,150,8,10,"Sophomore",1,1,90,13,7,46,50,8,"few",50
"female",63,160,5.5,20,"Junior",3,0,110,1,6.5,45,43,4,"one",90
"female",63,120,6.5,35,"Sophomore",4,2,90,15,6.5,57,57,9,"one",95
"female",69,110,7.5,13,"Junior",3,2,85,150,7,56,55,9,"dozens",60
"female",69,105,9,40,"Sophomore",5,1,88,80,7,44,47,6,"one",75
"female",61,127,6.5,30,"Sophomore",0,1,100,67,6,50,50,4,"one",70
"male",69,177,10,9,"Senior",0,1,105,60,7,42,44,6,"few",90
"female",70,163,10,7,"Senior",1,1,75,32,7.5,46,46,4,"few",50
"male",72,161,12,2,"Sophomore",4,3,100,0,8,48,50,7,"one",100
"male",72,205,12,4,"Sophomore",2,2,90,20,7,46,49,8,"dozens",25
"female",62,128,6.5,10,"Sophomore",1,0,80,40,7,35,35,5,"few",80
"female",63,157,7.5,20,"Sophomore",2,1,100,17,8,54,47,6,"dozens",75
"female",68,165,10,11,"Sophomore",0,1,85,2,7,50,65,6,"one",95
"female",67,130,8.5,20,"Sophomore",0,1,90,35,8,46,45,3,"dozens",85
"female",66,135,8.5,20,"Junior",12,2,90,65,6.5,39,40,7,"dozens",100
"female",64,145,8,11,"Sophomore",12,1,95,75,7.5,52,49,8,"few",100
"female",66,165,9.5,6,"Junior",1,3,75,3,6,52,53,7,"one",74
"female",69,163,9.5,15,"Junior",3,2,99,69,7.5,50,52,3,"one",2
"female",64,140,9,20,"Sophomore",1,2,95,23,8,45,45,3,"one",90
"female",66,123,8.5,20,"Sophomore",1,2,120,0,6,56,59,7,"few",60
"female",63,136,7,13,"Sophomore",3,2,100,25,8,55,59,6,"few",100
"male",69,150,10.5,6,"Junior",2,2,105,103,7.5,52,53,3,"one",100
"female",67,120,8.5,82,"Sophomore",10,1,90,150,8,51,56,3,"few",100
"female",67,160,8.5,10,"Junior",8,1,85,15,7,54,55,6,"none",75
"male",72,183,10.5,4,"Sophomore",2,3,94,41,6,47,48,7,"dozens",12
"female",63,145,8,24,"Sophomore",3,2,85,30,8,48,47,8,"few",50
"female",65,128,7,30,"Sophomore",2,1,95,25,7,51,48,7,"one",50
"female",69,168,10,13,"Junior",1,2,90,11,7.5,49,55,6,"dozens",75
"female",67,120,7,30,"Sophomore",1,1,100,3,6,45,50,10,"one",100
"female",61,130,6,20,"Sophomore",3,1,90,40,7,44,44,4,"few",75
"female",69,155,9,30,"Sophomore",1,1,105,20,7,57,59,3,"thousands",20
"female",65,140,7,12,"Sophomore",1,2,100,100,4.5,49,52,4,"few",20
"female",65,180,9.5,15,"Sophomore",0,2,200,1,7,54,62,7,"one",50
"male",68,156,10,12,"Sophomore",1,2,100,90,7,50,50,8,"one",49
"male",75,189,12,7,"Sophomore",3,2,95,1000,8,54,56,2,"dozens",15
"female",64,140,7,15,"Sophomore",5,2,98,11,6,52,52,5,"one",50
"female",70,150,10,26,"Sophomore",1,3,105,40,7,48,48,7,"dozens",20
"female",70,150,10,30,"Sophomore",1,0,90,5,7,58,60,6,"few",25
"female",64,115,6.5,12,"Sophomore",0,1,75,106,7.5,51,49,6,"one",50
"female",64,135,7.5,25,"Sophomore",30,2,105,0,6,51,52,6,"few",60
"female",64,123,7.5,15,"Sophomore",3,2,60,0,7.5,47,47,7,"few",70
"male",71,197,10.5,5,"Sophomore",2,1,110,40,7,54,50,5,"dozens",0
"female",61,136,7.5,10,"Junior",7,5,70,9,8.5,43,45,7,"few",90
"female",68,160,10,10,"Junior",2,3,90,80,8,47,50,7,"thousands",20
"female",60,120,6.5,30,"Junior",2,2,110,80,6,57,55,10,"few",50
"female",66,180,9,20,"Sophomore",10,3,80,20,8.5,49,49,7,"few",100
"male",74,175,12,12,"Sophomore",0,1,90,0,9,49,60,7,"dozens",50
"female",66,270,9.5,25,"Sophomore",1,3,80,0,6.5,42,41,8,"few",10
"female",69,130,11,17,"Sophomore",2,1,100,80,7.5,52,54,6,"few",70
"female",68,145,11,10,"Sophomore",3,1,103,39,8,46,48,1,"dozens",68
"female",64,115,6,12,"Sophomore",3,2,90,100,7.5,60,60,2,"few",90
"female",66,125,8.5,30,"Junior",1,2,110,12,6.5,56,58,5,"one",100
"female",68,150,11,15,"Sophomore",1,1,85,60,6.5,55,56,8,"few",90
"male",69,133,10.5,4,"Sophomore",0,1,65,5,7,51,58,3,"dozens",90
"male",75,200,11.5,9,"Freshman",2,1,120,13,8,44,48,5,"few",30
"female",64,143,8,20,"Junior",3,4,110,17,6.5,44,43,2,"few",32
"male",66,161,8,8,"Other",3,6,95,42,7,65,65,4,"dozens",100
"male",67,125,7.5,4,"Sophomore",5,1,100,50,7.5,43,49,3,"one",50
"female",69,150,9,14,"Junior",2,2,105,53,6.5,53,53,3,"few",40
"female",63,125,7,50,"Sophomore",0,1,80,100,7,44,51,5,"one",100
"female",63,115,6.5,17,"Sophomore",1,3,80,3,8,52,52,3,"few",90
"female",66,111,8,15,"Sophomore",4,1,90,8,7,46,47,6,"few",90
"female",65,111,7,20,"Sophomore",4,3,100,20,5.5,50,58,8,"few",75
"male",70,138,10,5,"Junior",5,2,85,200,7,52,55,7,"thousands",100
"female",67,162,9,14,"Senior",3,2,90,80,5.5,53,52,7,"one",30
"female",65,170,8.5,40,"Sophomore",1,1,90,15,6.5,55,55,7,"dozens",50
"male",75,150,11,10,"Sophomore",1,1,100,2,5,41,41,2,"hundreds",15
"male",72,175,11,12,"Sophomore",2,2,107,3,8.5,53,52,7,"dozens",15
"male",70,190,11,5,"Junior",4,0,102,1,7.5,47,53,4,"thousands",0
"female",69,132,10,30,"Junior",1,1,90,60,6,48,53,7,"few",7
"female",62,125,6,17,"Junior",4,2,82,107,6.5,53,56,7,"one",50
"female",63,130,7.5,35,"Sophomore",2,1,120,20,7.5,59,55,3,"few",35
"female",66,175,9,10,"Junior",0,1,90,104,5.5,53,53,10,"few",18
"female",65,165,8.5,6,"Sophomore",2,1,90,0,7,42,45,8,"one",50
"female",62,143,7,20,"Sophomore",2,1,60,75,6.5,52,56,3,"few",3
"male",72,195,11,3,"Sophomore",3,2,110,0,8,58,65,10,"hundreds",100
"female",66,150,8,20,"Sophomore",10,1,110,30,6,52,52,7,"few",50
"female",67,187,9.5,78,"Senior",13,4,100,120,6.5,52,51,3,"one",20
"male",68,158,10,5,"Sophomore",0,3,72,12,7,50,51,5,"few",10
"female",62,130,7,33,"Junior",3,2,85,43,6,57,57,3,"few",100
"male",73,175,12,3,"Sophomore",0,1,125,71,8,49,49,5,"dozens",25
"female",63,135,7.5,18,"Sophomore",6,1,90,60,7,54,56,8,"one",50
"male",73,210,13,12,"Sophomore",2,1,95,100,8,44,50,8,"hundreds",70
"female",62,109,7.5,12,"Sophomore",1,2,109,10,6.5,50,59,3,"one",92
"female",63,117,8,20,"Junior",2,2,90,10,7,49,48,4,"few",75
"female",62,120,7,40,"Sophomore",3,2,50,150,6.5,42,41,7,"few",20
"male",68,142,9.5,4,"Sophomore",2,4,114,0,6.5,56,59,10,"hundreds",100
"female",64,122,7,20,"Sophomore",2,3,90,14,6,43,35,5,"few",60
"female",64,125,7,27,"Sophomore",0,1,80,300,5,49,49,7,"one",75
"female",67,125,8.5,40,"Sophomore",30,3,100,2,6,55,56,7,"few",40
"female",67,122,8,20,"Sophomore",4,2,80,2,7,55,55,6,"one",80
"male",72,145,11.5,4,"Sophomore",2,2,115,20,7,53,53,1,"one",50
"female",61,120,6.5,5,"Sophomore",0,1,120,4,6.5,45,48,8,"dozens",60
"male",71,170,10,15,"Junior",3,2,130,1000,7,37,39,10,"one",30
"male",74,165,11.5,5,"Sophomore",2,2,100,20,8.5,43,44,6,"hundreds",60
"female",77,145,8,40,"Sophomore",2,2,95,35,6.5,57,59,7,"few",50
"male",71,168,11,9,"Sophomore",4,2,95,80,8.5,43,43,10,"none",0
"female",66,155,8.5,15,"Sophomore",9,3,100,60,6,62,61,4,"millions",75
"male",67,146,8.5,9,"Junior",1,1,60,24,6.5,49,54,7,"one",25
"female",62,130,6.5,24,"Sophomore",3,2,90,0,7.5,50,49,4,"dozens",95
"male",74,165,11.5,4,"Sophomore",0,2,95,300,6,58,55,5,"millions",100
"male",70,130,11.5,7,"Sophomore",4,4,105,4,5,53,58,7,"thousands",30
"male",71,158,10,6,"Junior",8,1,120,4,7,49,51,6,"dozens",50
"female",65,255,11,30,"Junior",5,4,30,200,8,39,42,5,"dozens",50
"female",66,135,8.5,57,"Sophomore",17,3,85,200,7,56,37,2,"one",99
"male",67,185,10.5,12,"Sophomore",3,2,120,45,6.5,52,55,5,"dozens",20
"male",76,220,15,4,"Sophomore",1,2,92,47,7,52,55,7,"few",40
"female",63,115,7,10,"Sophomore",2,2,82,20,6,51,51,4,"few",100
"female",69,140,10,12,"Sophomore",30,2,87,3,7.5,53,55,5,"one",50
"female",59,110,7,18,"Sophomore",1,1,87,1,7,46,50,7,"none",90
"male",68,152,7,6,"Junior",1,1,140,16,8,54,55,7,"millions",50
"female",64,125,7.5,15,"Sophomore",4,2,90,7,7,46,48,3,"few",75
"female",65,105,7,10,"Sophomore",3,1,90,13,9.5,45,48,2,"dozens",43
"female",64,112,7,30,"Junior",6,3,25,0,8,58,49,6,"few",50
"male",72,200,13,4,"Sophomore",0,1,93,26,7.5,46,49,4,"few",90
"female",68,148,8,15,"Sophomore",8,2,85,15,7,49,55,2,"few",25
"female",65,132,8.5,15,"Sophomore",0,2,100,22,6.5,56,64,6,"few",70
"female",63,110,7,15,"Sophomore",5,6,95,15,7,59,57,9,"few",40
"female",64,115,7.5,15,"Sophomore",0,3,70,27,7,45,46,7,"one",50
"female",66,120,8,15,"Sophomore",4,3,100,85,8,55,55,2,"one",50
"female",62,120,7.5,15,"Sophomore",0,2,90,80,8,49,49,3,"one",100
"female",69,130,10,20,"Sophomore",0,1,100,500,7,49,50,3,"hundreds",75
"male",73,158,12,12,"Sophomore",1,1,102,20,8.5,57,54,8,"one",35
"male",71,175,10.5,10,"Sophomore",0,6,95,20,6,48,65,1,"few",25
"female",64,119,7.5,17,"Sophomore",2,3,65,35,8,48,52,7,"few",80
"female",64,106,6.5,12,"Sophomore",2,1,70,10,7,47,48,3,"one",10
"female",68,135,10,25,"Sophomore",1,4,80,20,8,54,56,5,"dozens",100
"female",63,130,6.5,12,"Junior",4,3,90,1,6,57,65,6,"millions",60
"male",73,158,11,10,"Sophomore",1,2,102,53,7.5,50,56,7,"hundreds",50
"female",66,144,8,18,"Sophomore",2,1,85,15,7,54,54,3,"thousands",100
"male",67,120,10,10,"Junior",2,2,115,10,7,54,50,7,"few",90
"female",65,140,8,19,"Sophomore",1,2,100,0,8.5,41,42,6,"one",100
"male",69,145,11,9,"Junior",3,3,110,20,5,47,48,5,"thousands",50
"male",76,215,13.5,5,"Sophomore",0,3,95,15,8,41,45,8,"few",15
"female",67,130,8,6,"Junior",3,3,85,0,8,53,65,3,"few",90
"female",61,110,7,10,"Sophomore",0,2,20,10,8,45,49,2,"one",50
"female",66,133,9.5,40,"Sophomore",2,2,90,30,7,45,45,8,"few",90
"female",65,130,8,7,"Sophomore",0,2,85,200,7,35,51,7,"one",50
"female",74,155,11.5,10,"Junior",5,2,95,30,9.5,52,55,8,"few",50
"female",66,150,9.5,10,"Sophomore",8,2,90,0,7,45,47,10,"millions",35
"female",63,131,7,13,"Junior",1,1,95,0,5.5,50,54,7,"few",90
"female",66,194,10,20,"Sophomore",3,1,100,13,7.5,43,47,7,"dozens",60
"female",64,138,8.5,21,"Sophomore",2,3,30,5,7.5,42,45,4,"hundreds",50
"female",61,107,6.5,20,"Sophomore",1,2,65,30,7.5,43,46,7,"few",50
"male",72,165,11,11,"Sophomore",1,2,95,500,8,53,54,5,"dozens",30
"female",65,145,8.5,8,"Sophomore",1,1,91,30,7,46,48,5,"few",90
"female",64,131,8.5,15,"Sophomore",2,1,100,20,7.5,51,51,3,"few",93
"female",61,110,6,15,"Sophomore",1,1,80,150,6,49,54,5,"one",50
"female",64,105,7.5,12,"Senior",2,1,38,0,7,44,45,8,"one",40
"female",67,129,8,57,"Sophomore",3,1,135,73,6,46,46,3,"one",18
"male",69,160,9,6,"Sophomore",0,1,100,18,7,48,50,4,"few",90
"female",65,135,7.5,10,"Sophomore",4,0,100,1,7,50,46,4,"few",50
"male",72,185,13.5,6,"Sophomore",0,3,90,10,6.5,49,48,6,"dozens",50
"female",68,133,9,29,"Sophomore",1,1,82,20,7,49,54,2,"few",80
"male",71,165,10.5,8,"Junior",0,3,80,150,6.5,52,52,1,"one",90
"female",64,155,8,20,"Senior",2,1,85,11,7.5,48,48,9,"one",80
"male",74,260,13,11,"Sophomore",4,3,115,50,7.5,52,53,7,"few",50
"female",71,180,12,10,"Sophomore",4,2,90,0,6,46,41,10,"thousands",50
"male",69,170,11,3,"Sophomore",4,1,55,22,8,46,51,7,"few",100
"female",63,108,7,28,"Sophomore",8,3,85,1,8,54,57,8,"dozens",95
"female",67,145,8,23,"Sophomore",1,2,95,15,7,53,55,8,"few",50
"female",62,135,6,76,"Junior",1,1,70,30,4,46,49,6,"one",50
"male",72,205,11.5,9,"Sophomore",5,2,95,60,7.5,50,52,8,"dozens",50
"female",68,120,7.5,17,"Sophomore",0,1,95,72,6.5,48,51,2,"few",60
"male",70,170,10,10,"Junior",1,2,120,0,7,58,60,7,"dozens",25
"female",58,93,4,20,"Sophomore",2,3,84,25,7,37,46,4,"one",60
"male",74,165,12,8,"Sophomore",0,4,105,71,7,53,53,2,"few",75
"female",64,120,7.5,15,"Sophomore",1,3,50,200,7,39,46,4,"few",50
"female",61,127,6.5,30,"Sophomore",1,2,90,15,5.5,55,58,6,"few",95
"female",62,175,7.5,50,"Junior",5,1,110,200,7,47,49,7,"few",50
"female",63,134,6,16,"Junior",5,2,98,120,7,43,46,9,"millions",75
"female",67,154,8.5,14,"Sophomore",1,1,90,40,7,50,50,9,"one",50
"female",65,140,8,18,"Sophomore",1,3,95,14,5.5,48,47,7,"dozens",85
"male",73,225,12,4,"Sophomore",5,2,120,55,7.5,42,44,7,"few",20
"female",68,145,9,20,"Junior",5,3,110,3,6,56,56,8,"few",100
"female",60,120,4.5,45,"Sophomore",1,0,120,3,6.5,50,52,2,"dozens",55
"male",69,155,10,6,"Sophomore",1,1,110,52,7,44,49,5,"few",10
"female",62,135,8,20,"Freshman",6,2,80,40,8,42,47,6,"dozens",40
"female",65,127,8.5,6,"Sophomore",30,5,102,60,4.5,47,56,6,"one",75
"female",72,161,10.5,35,"Junior",1,2,100,11,7.5,48,48,7,"one",60
"male",71,175,10,5,"Junior",2,2,90,0,8,45,48,6,"few",50
"female",65,148,9,15,"Sophomore",5,1,115,31,10,47,48,9,"few",50
"female",64,135,7,15,"Sophomore",0,1,85,5,7,41,49,8,"few",80
"male",69,177,11,10,"Junior",0,2,200,3,5,50,51,7,"few",10
"female",64,126,7.5,15,"Senior",3,3,100,4,7,58,63,9,"few",40
"female",68,138,8,42,"Junior",6,0,82,43,7,52,50,5,"few",99
"male",69,135,10,4,"Sophomore",4,5,145,10,6,63,59,3,"few",50
