"gender","height","weight","shoeSize","shoeNums","schoolYear","pets","siblings","speed","cash","sleep","ageMother","ageFather","random","love","charity"
"male",72,155,11,4,"Freshman",7,2,75,0,6.5,42,53,7,"few",100
"female",65,117,8.5,30,"Freshman",1,3,120,0,8,53,53,5,"few",50
"female",63,180,8.5,20,"Junior",3,4,110,0,5,53,58,2,"few",75
"female",68,122,8.5,7,"Sophomore",10,3,90,11,6.5,53,55,5,"dozens",98
"female",72,215,12,9,"Junior",3,2,95,27,6,48,59,9,"few",99
"female",70,145,8.5,15,"Freshman",5,1,70,0,8,59,60,3,"hundreds",100
"female",60,92,6,25,"Sophomore",0,2,90,20,8,50,45,7,"few",25
"female",64,121,7,15,"Sophomore",2,2,101,110,7,49,52,7,"few",100
"male",67,160,8.5,10,"Sophomore",1,1,100,500,8,42,44,7,"few",60
"male",72,158,11.5,2,"Freshman",0,1,60,14,8,49,59,7,"hundreds",25
"female",67,180,10,10,"Sophomore",4,2,50,0,9,35,36,1,"one",40
"female",68,130,8.5,25,"Sophomore",5,1,90,15,7.5,51,51,7,"few",50
"male",69,162,10,7,"Sophomore",5,4,110,2,8.5,42,50,3,"hundreds",99
"female",66,150,7,12,"Freshman",2,1,90,2,7.5,48,57,8,"few",50
"female",65,135,8,13,"Freshman",0,2,90,7,7,53,54,8,"few",90
"female",70,143,10,15,"Sophomore",1,2,100,37,7.5,49,50,8,"few",60
"female",66,150,9,30,"Sophomore",0,1,100,75,8,50,50,4,"few",75
"male",73,165,12,3,"Freshman",7,3,120,16,8,48,49,1,"hundreds",99
"female",57,125,4,14,"Senior",0,1,60,46,7,51,52,3,"one",100
"female",64,135,7.5,15,"Freshman",6,7,90,12,7,55,63,7,"few",100
"male",64,240,9.5,20,"Sophomore",0,6,90,1,8,38,36,3,"few",25
"female",64,153,7.5,12,"Sophomore",2,3,85,23,7,50,49,7,"one",95
"male",72,160,12,6,"Freshman",0,2,90,29,7,39,48,5,"few",70
"female",65,145,6.5,9,"Sophomore",4,3,33,78,6,42,47,3,"one",60
"female",63,140,8.5,20,"Sophomore",2,2,90,100,8,51,54,3,"few",50
"female",63,130,7.5,13,"Freshman",1,4,90,6,6,47,49,5,"few",90
"female",65,126,9,24,"Freshman",2,1,85,100,7,53,53,3,"few",15
"female",63,125,5,20,"Freshman",0,0,100,120,7.5,46,46,3,"few",50
"female",63,150,8,6,"Sophomore",2,2,90,0,6,59,60,3,"one",75
"male",67,165,10.5,25,"Sophomore",0,3,70,45,7.5,44,53,2,"few",37
"female",67,128,8,12,"Freshman",15,2,85,2,7.5,47,47,5,"few",70
"female",62,143,5,16,"Sophomore",12,4,92,1,4,39,39,5,"hundreds",62
"male",67,125,8,1,"Freshman",0,1,30,60,6.5,48,54,3,"few",50
"female",65,105,7,20,"Freshman",3,3,65,80,7,56,56,7,"few",50
"female",67,162,10,15,"Junior",0,5,30,13,5.5,60,65,4,"few",50
"female",66,135,8.5,35,"Freshman",3,0,115,1,6.5,55,59,7,"few",100
"female",66,125,7.5,50,"Sophomore",1,0,125,60,9,53,52,8,"one",80
"female",65,118,7.5,10,"Sophomore",5,2,75,5,7,39,45,7,"one",85
"female",60,97,6,13,"Freshman",4,3,80,10,7.5,51,52,7,"few",50
"female",62,175,8,11,"Sophomore",0,2,100,100,6.5,53,61,3,"few",50
"female",69,160,8.5,30,"Sophomore",3,2,90,0,8.5,54,59,8,"few",60
"female",62,159,9,4,"Sophomore",0,2,50,40,7,50,56,2,"one",75
"female",62,140,7.5,15,"Freshman",5,2,97,0,7.5,52,54,2,"few",40
"male",71,175,11.5,6,"Sophomore",3,1,80,20,5.5,54,54,7,"hundreds",50
"male",66,160,10,6,"Freshman",1,2,120,20,6.5,47,49,3,"dozens",1
"male",73,175,10,12,"Sophomore",4,2,141,75,7.5,55,54,7,"one",100
"female",67,140,8,7,"Sophomore",4,1,83,20,8,49,55,8,"one",100
"male",70,156,10,14,"Sophomore",2,2,100,300,8.5,54,50,3,"few",50
"female",61,105,6,8,"Sophomore",2,3,110,6,8,52,53,4,"few",100
"female",72,294,11,100,"Sophomore",2,1,102,90,8,50,56,7,"few",20
"male",72,175,12,6,"Sophomore",2,3,120,13,5,48,48,9,"dozens",20
"male",70,164,10.5,3,"Sophomore",4,1,100,0,5,46,56,1,"few",65
"female",67,146,9,7,"Sophomore",0,2,95,15,8.5,45,46,4,"few",20
"female",71,180,11.5,12,"Freshman",7,3,86,120,6,52,54,2,"hundreds",95
"female",66,145,10,18,"Sophomore",2,4,125,80,6.5,46,47,7,"one",100
"female",63,177,6.5,7,"Junior",9,6,50,1,7,57,64,5,"one",40
"male",73,140,11,5,"Sophomore",2,1,105,20,7.5,51,54,3,"few",90
"female",67,135,8,8,"Sophomore",3,2,90,20,7.5,48,51,7,"one",90
"male",69,150,10,5,"Freshman",0,1,80,700,8.5,41,45,6,"few",10
"female",64,122,5.5,9,"Sophomore",3,7,80,22,8,53,64,7,"one",70
"female",67,125,7.5,40,"Sophomore",9,2,85,110,8,55,55,5,"few",80
"male",72,170,6,6,"Freshman",4,1,98,66,5.5,47,50,3,"few",80
"female",65,155,8.5,40,"Sophomore",3,2,85,20,7.5,50,53,7,"one",50
"female",66,165,9,20,"Junior",3,1,50,0,7.5,42,48,7,"few",0
"female",64,115,6.5,12,"Freshman",1,3,85,10,6,52,49,3,"few",70
"male",71,170,9.5,10,"Sophomore",1,0,110,300,8.5,47,51,1,"few",50
"female",67,190,10,25,"Freshman",4,1,50,120,8.5,45,50,2,"few",50
"female",65,166,9,20,"Sophomore",1,1,200,0,7,56,54,8,"one",40
"female",63,130,7.5,16,"Sophomore",1,0,80,3,7,44,43,9,"one",60
"female",65,150,7.5,15,"Sophomore",1,1,70,42,8,49,54,2,"few",0
"male",66,150,10.5,4,"Sophomore",0,2,65,80,7.5,56,57,8,"few",100
"female",67,145,8,20,"Sophomore",5,4,95,15,7,40,38,7,"one",100
"male",71,135,9.5,14,"Sophomore",5,1,90,20,6,52,54,7,"few",100
"female",62,138,7.5,20,"Sophomore",1,2,80,60,8,49,50,5,"few",50
"male",74,280,12,3,"Freshman",0,2,120,80,4.5,39,40,5,"none",100
"female",63,125,7.5,19,"Sophomore",1,2,120,25,8,53,60,2,"one",85
"female",63,104,7.5,4,"Freshman",1,1,80,20,8,41,46,7,"one",50
"female",63,150,7.5,27,"Freshman",1,1,90,45,7,54,53,8,"thousands",80
"female",63,115,5,80,"Sophomore",2,6,90,0,8,39,40,6,"one",30
"female",67,130,8,15,"Freshman",2,1,87,120,7,54,54,7,"few",30
"female",61,120,6.5,13,"Freshman",5,1,100,60,7,43,44,7,"dozens",70
"female",65,131,7.5,8,"Freshman",0,1,60,20,8,54,55,3,"dozens",80
"female",62,108,7.5,7,"Sophomore",2,1,99,24,6.5,48,52,3,"one",68
"female",64,140,10,20,"Freshman",1,1,110,25,6.5,52,51,3,"few",50
"female",71,194,11,6,"Sophomore",4,3,55,0,7.5,44,46,7,"millions",100
"female",71,190,10,8,"Sophomore",2,1,105,100,7,46,54,6,"few",50
"female",64,108,7,7,"Sophomore",0,2,100,20,6.5,52,53,7,"one",100
"female",61,125,7,20,"Freshman",1,0,90,20,6,52,50,3,"few",25
"female",60,125,6.5,12,"Freshman",0,1,85,7,6,49,49,8,"millions",99
"male",70,160,11,7,"Sophomore",0,2,105,25,7,58,64,8,"few",50
"female",65,130,8,10,"Sophomore",1,2,100,100,6,51,50,1,"few",100
"female",65,150,8.5,8,"Sophomore",0,3,100,10,8,36,45,5,"one",100
"female",65,170,7.5,20,"Sophomore",8,2,95,30,6.5,55,57,3,"few",50
"male",66,145,9,4,"Junior",10,0,105,20,6,44,39,7,"few",90
"female",63,142,6.5,3,"Sophomore",0,4,35,2,7,52,54,5,"one",100
"male",73,172,11.5,6,"Junior",4,2,105,7,6.5,46,53,2,"one",80
"female",51,153,7.5,20,"Sophomore",6,2,70,20,10,41,41,4,"one",50
"female",60,135,7,31,"Freshman",4,1,90,100,6,39,39,4,"few",8
"male",75,150,13,2,"Freshman",2,2,160,12,7.5,50,51,10,"few",25
"female",62,117,8,30,"Freshman",1,2,85,150,8,48,48,7,"one",25
"female",65,119,7.5,7,"Sophomore",2,1,90,20,7,61,65,7,"few",80
"female",66,180,9.5,17,"Sophomore",2,1,65,18,6,47,46,10,"one",75
"female",66,140,10,13,"Freshman",3,4,82,2,7.5,48,49,8,"dozens",25
"female",60,97,5.5,9,"Junior",13,4,90,10,6.5,42,48,4,"thousands",75
"female",64,170,9.5,7,"Sophomore",0,2,100,10,7,47,47,10,"one",100
"female",63,117,6.5,11,"Freshman",2,3,75,21,7.5,47,47,6,"few",85
"male",69,160,9.5,4,"Sophomore",0,1,80,110,9,50,50,7,"dozens",30
"male",70,160,13,4,"Sophomore",0,1,75,30,7.5,53,52,3,"few",50
"female",65,150,8.5,15,"Sophomore",8,0,90,200,6.5,50,42,9,"few",7
"female",65,125,7.5,50,"Sophomore",5,1,90,25,8,46,49,5,"few",30
"female",60,120,7,14,"Freshman",3,0,70,21,7,57,60,2,"few",69
"male",69,205,12,5,"Sophomore",1,2,80,20,7,48,49,8,"dozens",70
"male",71,140,12,5,"Freshman",12,5,90,25,8,45,45,8,"few",70
"female",60,118,7.5,10,"Freshman",0,2,70,120,6.5,44,44,3,"few",100
"female",67,140,9.5,20,"Sophomore",2,5,100,4,7,50,50,8,"few",50
"female",65,142,7.5,12,"Sophomore",3,1,90,30,6.5,48,50,3,"few",95
"female",59,115,6,5,"Freshman",2,2,65,40,6,45,46,3,"few",100
"male",68,195,7.5,5,"Junior",3,0,53,66,6,52,57,7,"one",50
"male",60,185,14,18,"Sophomore",0,1,55,200,7.5,41,45,5,"few",40
"male",71,155,10.5,22,"Freshman",8,1,75,16,7,57,56,8,"few",20
"female",73,150,9,28,"Sophomore",4,2,90,25,6,45,46,4,"few",98
"female",60,240,5,20,"Sophomore",4,0,105,15,8,50,48,6,"one",20
"female",67,138,7,25,"Sophomore",3,2,90,15,6.5,57,58,4,"one",70
"female",61,120,7,20,"Sophomore",1,1,92,50,7.5,50,52,8,"few",50
"male",77,175,13,4,"Freshman",4,1,90,49,9,56,54,4,"dozens",60
"female",68,135,8.5,15,"Sophomore",0,1,80,200,7.5,48,47,5,"few",90
"female",65,150,8,30,"Sophomore",1,2,75,45,7,48,49,4,"one",85
"female",62,123,7.5,20,"Sophomore",9,1,95,10,8,65,63,4,"few",50
"female",66,115,8,40,"Freshman",0,2,101,130,8,51,52,2,"few",100
"female",65,224,9,20,"Sophomore",1,1,80,100,7,45,47,5,"one",50
"female",63,175,8,20,"Senior",14,2,110,120,5.5,57,57,6,"hundreds",70
"female",68,145,9,15,"Freshman",3,1,87,200,7,43,51,5,"few",50
"female",66,114,7.5,19,"Freshman",0,1,60,20,6,48,48,7,"one",50
"female",62,117,7,30,"Sophomore",1,2,70,120,7.5,49,58,9,"one",65
"female",64,110,6.5,33,"Sophomore",0,0,77,80,9,55,55,5,"millions",33
"male",72,179,11,12,"Sophomore",2,1,70,30,6.5,35,37,8,"millions",15
"male",72,194,12.5,10,"Freshman",1,3,20,30,7,45,46,8,"one",72
"male",75,170,12,4,"Sophomore",12,3,100,2,7,45,55,7,"dozens",25
"female",65,141,8,15,"Sophomore",1,0,85,500,6,52,60,7,"millions",14
"female",66,140,7,12,"Freshman",0,0,85,0,7.5,54,46,7,"one",100
"female",63,115,7,5,"Freshman",15,2,113,93,5,53,55,2,"none",50
"female",62,140,7.5,20,"Senior",30,1,90,30,8,47,47,1,"few",25
"male",68,137,8.5,8,"Sophomore",0,2,102,20,7.5,50,52,7,"few",51
"male",69,145,9.5,8,"Freshman",2,0,101,75,7.5,55,54,4,"few",50
"male",66,156,8,5,"Junior",2,1,20,800,8,52,53,3,"one",21
"female",61,117,7,16,"Sophomore",0,2,100,0,6.5,45,50,10,"one",30
"female",63,187,8,14,"Sophomore",5,2,80,15,7,43,53,8,"few",50
"male",74,290,13.5,13,"Freshman",6,2,95,45,6,51,51,6,"thousands",45
"female",60,145,6.5,10,"Sophomore",2,2,70,20,7.5,39,40,6,"one",50
"female",63,180,7,13,"Sophomore",1,5,110,7,7.5,64,62,6,"dozens",10
"male",68,165,9.5,6,"Sophomore",0,2,115,120,8,49,48,1,"few",40
"female",69,145,10,15,"Freshman",1,3,80,120,8.5,55,62,10,"one",90
"male",73,165,11.5,10,"Freshman",16,4,100,11,8,50,52,4,"dozens",10
"female",64,101,5.5,6,"Freshman",1,0,110,80,7.5,46,48,6,"few",60
"female",68,300,13,8,"Freshman",0,5,80,20,7.5,57,55,6,"few",95
"female",63,102,6.5,32,"Senior",1,1,95,71,7,41,48,5,"one",90
"female",62,120,7.5,30,"Sophomore",4,1,95,27,8,45,50,3,"few",90
"female",60,130,6,40,"Sophomore",4,4,100,46,6,55,55,4,"one",50
"female",63,120,7.5,10,"Sophomore",1,4,54,22,8,54,54,4,"one",100
"male",74,200,12,12,"Sophomore",5,1,122,42,7,46,47,7,"few",40
"female",62,163,4,15,"Sophomore",2,3,20,2,7,49,50,3,"few",33
"female",64,220,9.5,20,"Sophomore",0,4,75,200,5.5,46,47,8,"one",100
"male",70,220,10.5,12,"Sophomore",1,1,93,29,7,53,55,10,"hundreds",20
"male",71,150,8,6,"Sophomore",0,0,20,71,6,52,52,1,"few",66
"female",70,150,9.5,12,"Sophomore",7,2,90,15,7,44,44,7,"few",100
"female",67,120,8,22,"Freshman",16,1,100,20,7,45,44,4,"few",86
"male",64,100,7,2,"Sophomore",4,3,110,50,8.5,50,50,5,"hundreds",25
"female",67,130,9,15,"Sophomore",0,3,80,65,8,50,51,4,"few",35
"male",73,211,11.5,3,"Sophomore",4,1,90,200,8,52,55,8,"dozens",60
"female",66,115,8,13,"Sophomore",12,3,120,22,7,47,52,5,"few",80
"female",66,244,8.5,9,"Sophomore",5,2,170,0,6,55,55,1,"millions",100
"male",75,135,12,4,"Sophomore",0,1,130,200,7.5,59,61,3,"hundreds",100
"female",65,110,8,9,"Sophomore",9,1,96,22,8,46,49,4,"one",30
"female",66,119,8.5,40,"Freshman",2,2,100,45,6,50,50,3,"few",50
"female",68,159,9,14,"Sophomore",0,2,90,200,7,60,62,3,"one",50
"female",62,107,5,26,"Freshman",4,1,91,10,6,52,51,7,"one",100
"female",64,132,8.5,12,"Freshman",4,7,100,120,7,54,60,4,"few",1
"female",71,190,10,20,"Sophomore",2,2,85,0,8,43,42,4,"one",100
"female",63,135,7.5,16,"Sophomore",2,1,80,0,6,40,40,3,"hundreds",40
"female",63,136,7,18,"Freshman",1,1,50,5,8,37,47,8,"few",50
"female",66,160,9,44,"Sophomore",0,3,95,1,5.5,50,63,7,"none",100
"female",65,125,7.5,5,"Junior",2,3,74,8,6.5,55,55,5,"few",100
"female",69,145,9.5,80,"Junior",2,1,90,23,8,58,65,8,"few",40
"female",66,120,7,17,"Freshman",0,2,110,14,9,51,51,7,"hundreds",100
"female",65,128,7.5,16,"Sophomore",2,1,80,7,6,48,58,4,"few",94
"female",67,115,9,8,"Sophomore",3,3,80,88,8.5,53,54,4,"few",100
"female",62,120,5.5,15,"Sophomore",4,2,90,20,7.5,54,56,3,"one",50
"male",70,105,10,2,"Sophomore",3,2,90,130,8,43,50,7,"thousands",100
"female",63,167,10,20,"Sophomore",1,1,65,58,5,47,47,5,"few",100
"female",61,140,7.5,12,"Junior",2,1,60,40,6.5,52,52,7,"hundreds",100
"male",67,140,9.5,7,"Freshman",6,1,117,80,7.5,49,46,10,"one",100
"female",63,123,8,20,"Sophomore",0,1,80,96,6,49,49,9,"one",50
"male",70,168,11,5,"Freshman",2,2,102,20,9,50,55,3,"millions",100
"male",67,135,10.5,7,"Sophomore",2,3,105,64,7.5,37,38,6,"few",50
"female",70,175,10.5,20,"Sophomore",4,3,25,0,7,48,50,8,"one",75
"male",63,126,8.5,2,"Freshman",1,0,60,40,8,44,44,1,"few",50
"male",72,175,11,6,"Sophomore",4,1,100,5,6.5,60,61,1,"millions",100
"male",74,155,11,6,"Sophomore",5,2,120,21,8,42,47,6,"dozens",20
"male",73,188,11,4,"Sophomore",0,1,100,0,7,54,53,8,"few",55
"female",68,125,9.5,16,"Freshman",0,3,95,200,9,52,54,7,"few",20
"male",70,175,11,10,"Sophomore",1,1,100,25,7.5,52,53,10,"one",55
"female",66,115,5.5,30,"Sophomore",0,1,40,0,7,50,49,10,"one",50
"female",68,135,9,42,"Sophomore",2,1,104,0,8,54,42,3,"few",100
"female",62,115,6,13,"Sophomore",4,5,120,40,6,49,51,2,"one",40
"female",70,180,10,44,"Junior",0,4,80,1,5.5,58,62,9,"one",50
"female",66,130,8,25,"Freshman",6,2,101,15,8,45,50,6,"few",40
"female",63,120,7,25,"Sophomore",3,1,100,20,5,51,59,4,"one",80
"female",52,120,7.5,60,"Sophomore",3,1,90,9,5,53,54,4,"one",85
"male",73,175,13,16,"Sophomore",0,2,90,1,7,49,56,5,"one",75
"female",64,185,9.5,15,"Junior",0,0,80,3,8,51,52,5,"few",50
"male",70,140,10,5,"Junior",4,2,115,47,7.5,54,65,7,"few",75
"female",64,120,7,30,"Sophomore",2,1,100,0,8,47,50,5,"few",10
"male",69,180,10,30,"Sophomore",1,0,140,1000,8,48,51,3,"dozens",50
"female",65,145,9,5,"Junior",1,1,80,5,6,55,65,6,"few",75
"female",64,185,8.5,16,"Freshman",5,2,85,25,7,47,52,8,"few",20
"female",66,154,9.5,18,"Sophomore",0,4,20,15,6.5,54,60,3,"dozens",90
"female",64,135,7.5,40,"Freshman",3,2,105,20,8,49,51,7,"hundreds",50
"male",70,140,11,5,"Sophomore",0,2,100,2,6,51,65,8,"one",100
"female",64,117,7.5,40,"Senior",0,1,96,100,8,56,53,8,"thousands",90
"male",67,155,11.5,13,"Freshman",2,3,100,150,8,39,41,5,"few",25
"female",59,150,5.5,12,"Junior",5,1,40,1,7,54,44,2,"few",50
"female",68,140,9,10,"Sophomore",0,2,100,16,7.5,47,49,4,"few",60
"female",69,153,9.5,10,"Sophomore",2,2,121,150,6.5,48,52,4,"thousands",95
"male",70,150,9.5,10,"Freshman",2,0,110,300,8.5,46,46,3,"few",30
"female",62,144,8,10,"Junior",2,2,80,10,6,50,51,3,"few",70
"female",69,138,7,17,"Junior",1,1,85,70,7,49,50,1,"few",40
"male",68,136,11,2,"Sophomore",0,1,40,1,8,50,50,6,"one",60
"male",65,116,11,7,"Sophomore",2,1,110,50,8,45,50,8,"hundreds",33
"male",77,250,9,4,"Junior",0,1,70,50,8,46,51,3,"millions",100
"female",64,158,9,23,"Senior",5,5,85,36,7,47,46,4,"millions",100
"female",62,127,6.5,2,"Sophomore",0,1,90,20,6.5,49,52,3,"few",90
"male",72,165,10,5,"Sophomore",0,0,76,30,7.5,41,57,6,"few",50
"male",72,165,12,6,"Senior",3,0,105,12,6.5,54,46,4,"hundreds",40
"female",71,170,11,20,"Freshman",3,2,20,300,8.5,47,49,5,"few",50
"male",70,200,11.5,3,"Junior",0,1,110,40,6.5,45,59,4,"one",95
"female",62,104,6.5,40,"Freshman",1,1,95,150,6,56,60,7,"few",50
"female",67,135,8.5,10,"Freshman",4,5,90,3,7.5,65,48,4,"millions",75
"female",63,175,9,24,"Sophomore",0,1,60,9,6,44,59,5,"few",85
"female",66,145,8.5,15,"Freshman",0,2,115,80,8,55,53,3,"few",85
"male",70,165,11,13,"Sophomore",1,2,90,20,8,54,54,7,"one",50
"male",70,175,10.5,5,"Sophomore",2,3,100,60,6.5,46,56,7,"dozens",100
"female",65,132,8,40,"Freshman",1,4,50,14,7,45,42,3,"one",90
"female",65,140,8,50,"Sophomore",1,2,90,10,8,43,47,3,"one",25
"female",65,145,8.5,11,"Sophomore",1,2,75,10,7.5,42,42,7,"few",40
"female",64,135,6,25,"Sophomore",0,1,90,60,6.5,55,58,7,"millions",90
"male",70,140,11,6,"Sophomore",2,5,90,1,6.5,43,39,7,"few",20
"male",68,185,10.5,5,"Freshman",2,1,85,50,8,50,50,4,"one",50
"female",64,195,7.5,18,"Sophomore",0,5,65,9,7.5,53,56,5,"few",80
"female",64,110,5.5,15,"Senior",2,1,40,10,8,52,53,3,"few",30
"female",68,160,10,8,"Junior",1,3,70,20,9,54,55,7,"dozens",80
"female",61,110,6,20,"Sophomore",3,4,110,0,7,52,53,7,"few",100
"female",65,140,8,40,"Freshman",2,3,100,200,6.5,52,52,4,"few",80
"female",65,140,8.5,8,"Freshman",12,2,90,84,6,47,48,6,"few",90
"female",61,120,6,10,"Junior",0,2,40,0,7,49,56,4,"dozens",100
"female",61,105,8.5,4,"Freshman",7,1,75,5,7,49,49,6,"few",99
"female",68,125,10,5,"Sophomore",1,1,75,150,6,46,46,7,"few",85
"female",65,130,7,72,"Freshman",3,0,90,107,7.5,50,50,5,"one",75
"female",67,175,10,15,"Freshman",0,1,85,30,7,51,51,9,"one",50
"female",66,125,7.5,10,"Freshman",3,3,80,20,8,51,59,5,"one",25
"female",67,127,10,12,"Sophomore",1,1,90,40,8,53,53,7,"one",60
"female",66,119,7,10,"Junior",4,2,90,47,9,45,43,7,"one",95
"female",63,155,7.5,8,"Sophomore",5,2,100,60,7,39,39,8,"hundreds",50
"male",72,167,8.5,7,"Sophomore",0,2,110,0,8,44,52,7,"few",95
"female",65,130,9,20,"Sophomore",1,4,80,10,7.5,55,57,6,"one",100
"male",74,165,12.5,2,"Sophomore",5,1,114,20,10,52,54,5,"dozens",75
"female",63,160,9.5,33,"Sophomore",1,3,115,98,6.5,53,53,9,"few",70
"female",66,130,9,20,"Freshman",3,1,85,20,6.5,39,41,4,"few",75
"female",67,174,8,94,"Sophomore",5,4,92,0,6,40,47,3,"one",100
"male",68,160,10.5,6,"Freshman",1,1,120,40,7,47,49,4,"few",75
"male",71,150,10,3,"Freshman",0,1,60,100,8,48,50,8,"one",50
"male",74,140,13,16,"Sophomore",2,3,104,12,7.5,38,42,7,"few",55
"female",64,145,9,65,"Sophomore",2,1,85,10,7.5,46,52,7,"few",90
"female",66,110,6.5,5,"Freshman",0,1,100,50,7,59,60,9,"few",80
"male",71,260,13,3,"Sophomore",3,1,107,0,5.5,49,47,5,"hundreds",50
"male",69,136,8.5,15,"Sophomore",2,3,97,0,8,53,54,2,"hundreds",100
"female",70,165,11.5,10,"Junior",0,2,90,3,7,53,49,7,"few",100
"female",63,146,7,9,"Junior",0,1,80,150,7.5,50,59,7,"few",8
"female",64,121,7.5,20,"Freshman",1,1,80,20,8,45,45,2,"few",90
"female",66,145,6,10,"Sophomore",20,1,20,700,8,37,39,5,"few",2
"female",70,165,9,50,"Sophomore",1,1,102,40,6,49,50,4,"few",10
"female",63,120,7.5,13,"Sophomore",10,2,85,3,7,53,54,7,"dozens",100
"female",66,130,8.5,14,"Freshman",1,0,80,3,8,46,48,6,"one",10
"female",64,125,7.5,50,"Senior",10,1,100,1,7,48,48,4,"few",40
"female",67,130,9,15,"Sophomore",1,2,105,50,8,51,54,2,"few",25
"male",69,200,10,4,"Sophomore",6,2,40,0,9,43,39,9,"few",50
"female",67,120,9,11,"Junior",19,4,85,3,6,38,41,1,"few",50
"male",67,135,9,5,"Freshman",0,2,105,55,6,45,65,7,"hundreds",85
"female",67,129,7.5,8,"Senior",0,0,20,1,7,54,55,7,"few",10
"female",63,150,6.5,10,"Sophomore",1,1,85,30,8,49,53,7,"few",50
"female",60,120,5.5,9,"Sophomore",0,2,115,84,10,43,49,9,"millions",98
"female",66,135,9,17,"Freshman",3,0,90,100,8,48,41,6,"few",40
"male",66,165,10,4,"Sophomore",5,4,80,0,6,49,52,4,"few",50
"female",62,126,7,7,"Sophomore",0,1,93,130,6,59,58,1,"dozens",45
"female",61,99,6,35,"Sophomore",2,1,91,45,8,52,52,7,"one",20
"male",67,140,8,7,"Freshman",0,1,20,4,7.5,47,47,9,"one",25
"male",74,180,10.5,6,"Sophomore",0,2,200,1000,8,55,55,1,"few",50
"male",66,140,7.5,20,"Junior",0,2,90,2,7,48,49,7,"none",10
"female",64,147,7.5,12,"Sophomore",1,2,120,4,7,42,51,8,"one",15
"female",68,290,11,4,"Sophomore",0,2,80,60,7.5,37,52,5,"few",50
"female",64,165,8,20,"Sophomore",0,7,95,7,7,44,50,8,"few",100
"female",67,130,8,18,"Sophomore",3,1,90,150,7,54,65,2,"one",50
"female",67,114,7.5,9,"Freshman",3,2,60,82,8.5,52,52,7,"few",98
"female",65,123,7,12,"Junior",0,1,70,150,6,53,55,7,"one",50
"female",67,120,8.5,25,"Freshman",1,2,102,1,8,50,52,4,"one",40
"female",66,135,7.5,15,"Sophomore",0,3,65,30,8,52,59,5,"few",90
"female",64,115,7.5,25,"Freshman",1,1,65,10,8,42,51,2,"hundreds",50
"female",58,110,4,40,"Sophomore",4,2,85,80,7,50,49,8,"one",95
"female",63,140,7.5,15,"Freshman",0,2,77,56,6.5,52,65,6,"few",75
"female",66,139,8.5,26,"Sophomore",1,1,85,24,6,53,53,8,"few",60
"female",65,135,8.5,15,"Junior",1,1,90,25,7.5,53,53,5,"few",100
"female",63,104,7.5,5,"Sophomore",0,1,70,20,8,47,48,6,"dozens",100
"female",66,130,8,22,"Sophomore",0,1,75,30,7,53,49,2,"one",100
"male",71,141,12,9,"Freshman",4,1,85,15,6.5,51,53,7,"few",75
"female",64,111,9,6,"Freshman",3,1,95,96,4,45,44,6,"one",70
"female",67,177,9.5,30,"Senior",5,1,90,15,6,58,59,8,"few",25
"female",65,125,8.5,13,"Sophomore",3,2,86,25,6.5,46,50,6,"dozens",10
"female",51,150,8.5,15,"Sophomore",0,3,86,25,6.5,47,50,8,"few",55
"male",74,210,13,5,"Sophomore",4,1,102,29,9,52,54,2,"dozens",90
"female",66,105,6.5,50,"Freshman",4,1,105,300,6.5,49,49,8,"one",60
"female",63,115,8,30,"Sophomore",2,1,90,70,6,44,44,4,"few",100
"male",68,160,11,6,"Freshman",0,3,60,120,7,40,52,7,"one",100
"female",68,237,11,15,"Freshman",4,3,100,8,9,37,49,8,"one",35
"female",70,166,10,14,"Sophomore",1,1,80,5,7.5,53,52,6,"few",70
"female",65,140,6.5,14,"Sophomore",0,5,30,7,6,40,46,6,"few",25
"female",65,155,8.5,10,"Sophomore",3,4,20,30,5,62,65,6,"few",50
"male",74,145,12,4,"Freshman",4,2,100,20,7.5,55,56,1,"thousands",100
"female",62,120,7,20,"Sophomore",0,3,120,15,7,50,50,1,"few",100
"female",67,160,9,32,"Sophomore",4,1,95,14,8,47,53,7,"few",65
"female",67,135,9,10,"Freshman",5,1,85,300,7,52,51,4,"millions",20
"female",61,88,6.5,8,"Freshman",2,1,30,20,8.5,49,50,7,"few",10
"female",62,150,9,30,"Freshman",5,9,80,8,8,39,40,3,"one",60
"female",66,135,8,10,"Freshman",2,2,90,34,8,52,53,8,"one",95
"female",61,110,6.5,10,"Sophomore",3,2,45,0,7.5,44,43,3,"few",50
"female",63,123,7,25,"Sophomore",1,2,100,200,6.5,43,47,2,"one",100
"male",69,150,10,22,"Sophomore",3,1,105,100,8,47,48,2,"hundreds",5
"female",66,145,6.5,80,"Sophomore",30,1,130,0,8.5,44,46,8,"one",70
"female",66,130,9,20,"Junior",7,3,85,50,8,52,52,6,"few",25
"female",66,235,9.5,4,"Junior",30,2,90,20,7,49,51,7,"few",1
"male",74,160,9,5,"Sophomore",0,0,100,500,9,51,50,7,"one",100
"female",64,130,5.5,25,"Sophomore",4,0,85,0,6,63,65,8,"dozens",75
"female",63,140,7.5,15,"Sophomore",0,0,110,7,5.5,51,55,10,"few",2
"female",69,140,10,30,"Sophomore",1,1,95,20,7,50,60,3,"one",2
"female",62,130,6,12,"Freshman",1,1,45,12,7,51,57,9,"few",97
"female",69,128,8,15,"Sophomore",3,3,96,36,6.5,56,59,7,"few",100
