"reason","god","devil","heaven","hell","miracles","angels","ghosts","reincarnation","astrology","psychics","witches","zombies","vampires","UFO","afraidWalkAtNight","debate","debateWinner","likelyVote","candidate","environment","terrorism","economy","racism","policeBrutality","lawAndOrder","genderEquality","borderSecurity","familyValues","bigMoney","gunRights","voteParents","section"
10,0,0,0,0,0,0,0,0,0,0,0,10,10,10,"No","No","Hillary Clinton",10,"Hillary Clinton",10,5,9,10,10,5,10,10,6,10,6,"Yes","L2"
10,10,10,10,10,10,10,0,0,0,0,0,0,0,2,"No","Most of it","No opinion",6,"Gary Johnson",4,10,0,10,10,8,0,10,10,0,10,"Unsure","L2"
10,8,0,7,0,7,9,0,8,0,0,0,0,0,4,"No","Just a few clips","Hillary Clinton",3,"Hillary Clinton",8,10,5,5,6,6,6,3,0,4,0,"No","L2"
10,10,10,10,10,10,10,0,4,1,0,0,0,0,0,"No","Just a few clips","Hillary Clinton",10,"Hillary Clinton",5,8,10,10,10,4,8,1,3,8,6,"Yes","L2"
10,10,7,9,7,9,8,5,0,7,4,0,0,0,4,"No","No","Unsure",7,"Hillary Clinton",10,10,7,8,6,9,9,10,6,6,5,"Yes","L2"
6,4,4,4,4,7,9,10,5,5,0,0,10,7,10,"Yes","No","No opinion",10,"Other",8,10,10,10,10,8,10,0,2,9,7,"No","L2"
10,10,8,10,8,10,10,9,7,6,5,0,0,0,2,"Yes","Most of it","Unsure",7,"Hillary Clinton",9,8,5,2,1,2,6,4,9,1,2,"Unsure","L2"
8,1,1,1,1,5,1,1,1,3,3,1,2,1,2,"No","Just a few clips","Unsure",-1,"Donald Trump",5,3,2,5,3,7,7,5,5,3,3,"Unsure","L2"
5,5,4,4,4,5,5,5,5,5,0,0,10,10,10,"Yes","Most of it","No opinion",1,"Other",10,10,10,9,5,10,10,10,5,10,2,"No","L2"
5,1,1,1,1,1,1,7,1,8,8,1,1,5,8,"Yes","Most of it","Unsure",-1,"Donald Trump",9,7,4,8,10,10,8,3,1,3,5,"Unsure","L2"
5,8,8,7,7,8,7,8,8,8,5,4,0,0,0,"No","All of it","Hillary Clinton",10,"Hillary Clinton",6,6,9,10,10,5,10,5,3,9,4,"Yes","L2"
7,5,5,6,6,4,6,8,5,4,8,0,0,0,0,"Yes","No","Unsure",3,"Donald Trump",7,7,4,7,9,9,10,4,6,8,8,"Yes","L2"
9,10,10,10,10,7,9,5,0,0,0,0,0,0,0,"Yes","Most of it","Unsure",9,"Donald Trump",8,9,7,8,8,7,6,5,5,7,5,"Yes","L2"
10,10,10,10,10,7,10,3,1,8,0,0,0,0,4,"No","Just a few clips","Unsure",6,"Unsure",7,7,8,9,10,10,9,7,8,7,2,"Yes","L2"
10,10,10,10,10,10,10,7,0,9,4,0,0,0,5,"Yes","Most of it","Hillary Clinton",8,"Hillary Clinton",10,10,7,10,9,8,10,9,8,8,7,"Yes","L2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No","All of it","Unsure",8,"Jill Stein",10,5,10,10,10,5,7,0,0,10,0,"Yes","L2"
8,3,3,7,5,6,2,2,5,8,2,2,6,3,3,"Yes","Just a few clips","No opinion",-1,"Unsure",7,7,5,8,5,5,8,5,8,5,9,"Unsure","L2"
7,0,0,0,0,5,2,6,1,3,0,4,0,4,7,"No","All of it","Hillary Clinton",10,"Hillary Clinton",10,4,8,8,8,5,7,2,0,9,2,"Yes","L2"
2,5,4,5,4,7,5,6,5,0,0,0,0,0,5,"No","All of it","Hillary Clinton",7,"Hillary Clinton",10,7,8,8,8,8,10,3,2,10,2,"Unsure","L2"
10,1,0,3,2,5,2,8,10,10,5,3,0,0,3,"No","No","No opinion",10,"Hillary Clinton",2,1,7,10,10,4,10,3,4,10,3,"Yes","L2"
10,3,0,0,0,8,0,3,10,8,8,0,0,0,8,"No","Most of it","Hillary Clinton",5,"Hillary Clinton",3,10,3,10,5,10,3,5,0,3,0,"Unsure","L2"
3,6,3,5,3,4,1,2,2,2,2,1,0,0,8,"No","All of it","Hillary Clinton",10,"Hillary Clinton",10,7,8,7,8,3,9,3,1,5,1,"Yes","L2"
6,9,3,4,3,5,1,0,9,3,1,8,0,0,3,"Yes","Most of it","Hillary Clinton",9,"Hillary Clinton",7,7,9,8,9,7,10,1,0,3,2,"No","L2"
5,7,7,5,5,0,2,5,0,3,7,0,0,0,0,"No","Most of it","Unsure",10,"Other",7,10,3,5,4,7,7,6,6,5,4,"Unsure","L2"
7,10,10,10,10,10,10,5,10,5,8,3,1,0,5,"No","Just a few clips","No opinion",5,"Donald Trump",7,8,9,7,7,8,9,9,8,9,8,"Yes","L2"
10,5,0,5,3,7,7,5,7,3,2,5,0,1,1,"Yes","Just a few clips","Hillary Clinton",-1,"Hillary Clinton",5,10,5,10,7,10,10,7,0,0,8,"Unsure","L2"
3,6,6,5,5,3,5,0,0,0,0,0,0,0,3,"Yes","Just a few clips","No opinion",3,"Donald Trump",5,7,1,2,5,7,2,7,3,9,6,"Yes","L2"
10,10,10,10,10,10,10,10,0,4,10,0,0,0,10,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",5,7,8,10,10,10,8,4,8,8,5,"Yes","L2"
9,1,0,2,2,8,0,5,5,0,0,0,0,0,1,"No","Most of it","Hillary Clinton",10,"Hillary Clinton",4,7,4,2,2,9,2,8,3,2,6,"Yes","L2"
8,3,3,3,3,2,9,9,3,2,9,1,0,0,1,"No","No","Donald Trump",8,"Donald Trump",5,10,9,7,4,6,3,2,5,1,0,"Yes","L2"
8,10,10,10,10,10,10,0,0,0,1,0,0,0,0,"Yes","No","No opinion",6,"Unsure",8,8,8,9,8,6,8,7,10,10,1,"Yes","L2"
7,5,7,5,5,8,9,7,4,5,7,6,2,4,6,"Yes","Just a few clips","Unsure",4,"Donald Trump",5,9,8,7,9,10,7,10,8,6,8,"Yes","L2"
8,9,5,10,10,5,8,9,5,5,1,0,0,0,0,"No","Most of it","Hillary Clinton",10,"Hillary Clinton",6,8,10,10,10,5,10,0,10,8,5,"Yes","L2"
7,6,2,1,1,3,2,1,1,2,0,0,0,0,0,"Yes","Most of it","Hillary Clinton",-1,"Hillary Clinton",9,9,6,6,7,8,10,5,6,7,7,"Yes","L2"
8,7,0,10,3,10,8,8,8,5,0,0,0,1,2,"Yes","Just a few clips","No opinion",10,"Hillary Clinton",9,9,8,7,8,9,9,2,2,4,0,"Yes","L2"
2,1,1,1,1,3,1,0,1,0,0,2,1,1,3,"No","Just a few clips","Hillary Clinton",9,"Hillary Clinton",9,8,7,10,7,7,8,5,4,7,0,"Yes","L2"
10,10,10,10,10,10,10,5,1,5,5,0,0,0,1,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",6,4,9,6,6,4,9,2,2,3,1,"No","L2"
8,0,2,3,2,6,0,0,0,3,2,0,0,0,0,"No","No","No opinion",-1,"Unsure",8,3,8,5,2,4,8,3,3,1,8,"Unsure","L2"
10,0,2,0,1,5,5,9,10,10,7,6,0,9,7,"Yes","Just a few clips","Unsure",7,"Hillary Clinton",10,8,7,5,10,6,4,7,2,7,10,"Yes","L2"
7,8,0,8,6,6,6,1,4,0,0,0,0,0,0,"Yes","No","Hillary Clinton",10,"Hillary Clinton",8,10,8,8,8,8,10,7,10,7,5,"Unsure","L2"
10,10,10,10,10,10,10,1,0,1,10,10,0,1,3,"No","Just a few clips","Donald Trump",10,"Hillary Clinton",10,7,10,10,8,10,8,6,8,8,9,"Yes","L2"
7,10,10,10,10,10,10,0,0,10,0,0,0,0,0,"Yes","No","No opinion",0,"Unsure",10,9,8,7,6,5,4,3,2,1,0,"Unsure","L2"
0,3,1,4,0,9,0,0,0,0,4,0,0,0,1,"No","Most of it","Donald Trump",3,"Gary Johnson",9,10,8,10,8,10,8,9,10,10,4,"No","L2"
5,5,0,7,10,10,6,6,10,7,4,3,5,1,3,"No","All of it","Hillary Clinton",7,"Hillary Clinton",5,10,7,10,10,6,10,5,6,7,1,"Yes","L2"
8,5,5,5,5,5,5,10,6,5,0,3,5,5,9,"Yes","Most of it","Hillary Clinton",10,"Unsure",7,5,7,7,10,10,6,10,5,10,10,"Unsure","L2"
7,10,5,10,10,0,10,7,10,6,5,0,0,0,0,"Yes","Just a few clips","Hillary Clinton",10,"Unsure",7,9,6,7,10,7,9,9,10,9,10,"Yes","L2"
5,0,0,0,0,0,0,7,0,2,0,0,0,0,3,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",10,4,7,10,10,10,10,4,7,10,6,"No","L2"
10,10,8,10,8,8,10,5,1,2,5,0,0,0,0,"Yes","Just a few clips","Hillary Clinton",7,"Hillary Clinton",7,10,7,7,10,4,7,5,5,5,0,"Yes","L2"
6,8,2,8,2,7,2,0,0,0,0,0,0,0,0,"No","Just a few clips","Hillary Clinton",8,"Hillary Clinton",9,6,8,7,7,5,7,5,3,8,5,"No","L2"
7,0,4,0,0,8,0,3,2,3,1,3,6,6,6,"No","No","No opinion",0,"Unsure",3,0,3,4,3,5,4,5,8,4,6,"Unsure","L2"
7,10,1,10,1,8,9,1,0,0,0,0,0,0,4,"No","Just a few clips","Unsure",10,"Gary Johnson",8,10,10,8,8,10,6,7,2,7,5,"Yes","L2"
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","Just a few clips","No opinion",8,"Hillary Clinton",10,9,0,2,2,7,7,9,0,2,7,"Yes","L2"
8,10,2,10,3,9,10,2,0,0,2,0,0,0,1,"Yes","Just a few clips","Donald Trump",3,"Donald Trump",3,7,2,2,3,3,8,5,8,4,3,"Yes","L2"
10,10,10,10,10,8,10,10,5,7,3,0,0,0,10,"No","No","Hillary Clinton",10,"Hillary Clinton",10,8,10,10,10,8,8,7,10,10,3,"Yes","L2"
6,4,0,5,3,2,0,7,5,10,1,0,0,0,0,"Yes","Just a few clips","Unsure",3,"Hillary Clinton",9,3,5,10,10,7,10,2,0,3,0,"Yes","L2"
10,10,10,10,10,7,4,10,0,3,1,0,0,0,0,"Yes","Just a few clips","Donald Trump",10,"Donald Trump",6,5,3,4,2,10,0,8,10,7,8,"Yes","L2"
5,7,7,7,7,8,8,10,10,3,3,10,1,1,10,"Yes","No","Hillary Clinton",10,"Hillary Clinton",10,8,5,8,8,7,9,5,5,7,0,"Yes","L2"
10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,"Yes","No","No opinion",0,"Donald Trump",10,10,4,6,0,10,5,8,4,9,10,"Yes","L2"
10,10,10,10,10,10,10,8,9,9,7,1,5,0,5,"No","All of it","Unsure",10,"Hillary Clinton",9,10,10,10,10,6,10,1,9,10,0,"Yes","L2"
7,7,2,6,6,8,5,4,9,7,0,0,0,0,0,"Yes","Just a few clips","Hillary Clinton",6,"Hillary Clinton",8,5,8,7,7,4,6,4,6,2,4,"Yes","L2"
4,6,0,4,5,1,1,5,3,6,2,6,0,0,2,"Yes","No","Hillary Clinton",10,"Hillary Clinton",8,7,7,10,6,6,10,2,0,6,1,"No","L2"
8,7,6,10,6,10,10,9,10,9,9,0,2,1,10,"No","Most of it","Hillary Clinton",10,"Donald Trump",10,10,9,9,9,10,8,1,6,9,0,"Yes","L2"
8,5,5,5,5,8,5,5,5,5,8,5,5,5,5,"No","Just a few clips","Hillary Clinton",-1,"Hillary Clinton",6,10,6,10,6,3,10,10,7,5,1,"No","L2"
7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"No","Most of it","No opinion",8,"Gary Johnson",6,7,9,6,7,7,5,2,1,10,8,"No","L2"
7,7,2,10,4,9,8,3,3,2,2,0,0,0,6,"Yes","Most of it","Hillary Clinton",10,"Donald Trump",8,10,8,8,8,7,10,10,6,6,8,"Yes","L2"
7,0,0,2,4,4,1,8,5,4,6,2,0,0,0,"Yes","Just a few clips","Hillary Clinton",0,"Unsure",7,3,7,10,5,6,10,3,7,3,10,"Unsure","L2"
5,7,7,9,9,7,7,8,4,5,3,0,0,0,2,"Yes","Just a few clips","No opinion",8,"Hillary Clinton",7,7,9,10,10,6,10,0,5,4,6,"Yes","L2"
2,3,1,2,1,4,2,9,0,0,5,4,0,1,1,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",10,5,7,8,8,4,8,1,0,7,0,"Yes","L2"
0,1,0,0,0,5,0,6,0,0,0,0,0,0,2,"Yes","No","No opinion",0,"Hillary Clinton",10,8,8,7,8,5,6,2,0,10,3,"Unsure","L2"
7,7,3,8,3,5,7,3,8,3,7,0,0,0,2,"Yes","Just a few clips","Unsure",9,"Hillary Clinton",10,7,6,6,6,5,4,3,3,7,3,"Unsure","L2"
8,10,10,10,10,8,8,5,0,2,4,0,0,0,4,"Yes","All of it","No opinion",5,"Jill Stein",10,8,9,8,8,8,7,6,8,10,8,"No","L2"
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"No","Just a few clips","Hillary Clinton",10,"Hillary Clinton",8,6,1,10,9,5,7,7,0,8,8,"No","L2"
10,10,2,6,6,9,9,5,9,10,8,1,1,1,7,"Yes","No","Unsure",-1,"Hillary Clinton",9,9,8,10,5,9,10,6,5,10,0,"Yes","L2"
10,3,4,8,6,7,3,10,8,9,7,9,2,0,10,"No","Just a few clips","No opinion",5,"Donald Trump",10,6,4,4,10,10,10,10,6,5,7,"Unsure","L2"
10,10,10,10,8,10,10,5,1,3,1,1,1,1,1,"Yes","Just a few clips","Hillary Clinton",10,"Hillary Clinton",8,8,9,10,9,6,10,6,6,8,1,"Yes","L2"
10,10,10,10,10,10,10,7,0,9,7,5,0,0,0,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",7,9,7,9,9,7,6,7,3,2,5,"Unsure","L2"
7,10,3,10,3,8,6,1,7,0,7,0,0,0,9,"No","Just a few clips","Donald Trump",10,"Donald Trump",6,10,0,0,0,10,0,10,10,8,10,"Unsure","L2"
10,5,5,3,10,8,0,10,10,5,10,10,10,5,10,"Yes","All of it","No opinion",10,"Jill Stein",10,4,10,9,10,8,5,7,3,9,0,"Yes","L2"
6,9,6,9,7,9,7,5,5,7,7,4,2,4,6,"Yes","Just a few clips","Hillary Clinton",10,"Hillary Clinton",9,9,7,9,7,8,9,4,4,8,1,"Yes","L2"
1,8,8,8,8,6,6,9,2,0,1,8,1,1,8,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",8,9,5,10,9,7,7,5,5,7,8,"Yes","L2"
8,10,0,10,10,10,10,0,0,0,0,0,0,0,0,"Yes","Just a few clips","Donald Trump",10,"Donald Trump",10,10,5,10,10,10,10,3,10,5,10,"Yes","L2"
7,5,5,6,6,5,2,2,6,4,4,1,1,5,9,"Yes","No","Unsure",0,"Other",6,5,5,5,5,6,8,5,6,5,5,"Unsure","L2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",8,2,8,9,10,5,8,4,0,9,0,"Yes","L2"
5,5,5,5,5,5,5,5,8,6,7,2,2,2,2,"Yes","Just a few clips","Donald Trump",8,"Donald Trump",7,8,6,6,6,8,6,10,6,7,7,"Yes","L2"
10,4,4,9,4,8,7,10,3,5,9,1,0,0,10,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",8,9,7,3,6,9,10,1,0,5,5,"Yes","L2"
3,0,0,0,0,0,0,5,10,0,0,0,0,0,0,"No","Just a few clips","Unsure",8,"Gary Johnson",5,7,5,1,1,7,5,8,8,9,9,"Yes","L2"
6,10,0,10,0,10,10,10,10,10,10,0,0,0,6,"No","No","Unsure",0,"Donald Trump",10,6,6,8,8,7,7,8,10,8,8,"Unsure","L2"
9,9,9,9,9,7,9,9,0,2,1,7,0,0,4,"Yes","Just a few clips","No opinion",-1,"Hillary Clinton",8,10,6,10,10,10,10,6,6,10,6,"Yes","L2"
10,6,6,6,6,7,4,9,0,4,2,0,0,0,9,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",8,6,10,10,8,7,10,2,2,2,0,"Yes","L2"
10,0,3,0,0,1,0,2,0,0,0,0,0,0,0,"Yes","Most of it","Donald Trump",-1,"Donald Trump",10,0,1,3,0,1,0,0,2,10,0,"Unsure","L2"
6,9,6,9,6,7,7,1,1,0,1,0,0,0,2,"No","Most of it","Donald Trump",10,"Donald Trump",3,9,3,8,5,10,5,10,8,7,10,"Yes","L2"
10,0,0,0,0,3,0,0,5,4,8,0,0,0,5,"No","Most of it","Donald Trump",-1,"Donald Trump",0,2,8,1,5,5,3,5,3,7,9,"Yes","L2"
10,2,10,10,10,10,10,10,10,10,2,1,1,5,10,"No","No","Hillary Clinton",10,"Other",4,10,7,2,2,1,0,8,8,5,0,"Yes","L2"
8,5,0,5,5,5,0,5,5,0,7,5,0,0,9,"Yes","No","No opinion",-1,"Hillary Clinton",5,7,4,7,5,5,7,0,7,5,7,"Unsure","L2"
5,1,1,1,1,1,1,4,3,3,5,1,2,1,6,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",10,6,7,10,10,5,10,4,4,5,7,"No","L2"
7,0,0,10,5,10,8,2,7,4,5,10,5,2,10,"Yes","No","Unsure",-1,"Hillary Clinton",8,10,10,10,9,10,10,0,8,2,7,"No","L2"
7,10,9,10,9,10,10,10,10,9,8,1,0,0,10,"Yes","No","Donald Trump",8,"Donald Trump",10,10,3,8,9,7,10,9,9,10,5,"Yes","L2"
10,10,7,10,7,10,10,6,2,5,2,0,1,1,0,"No","Just a few clips","Donald Trump",10,"Donald Trump",9,9,2,2,2,6,2,6,8,7,6,"Unsure","L2"
8,4,3,3,2,6,1,7,8,4,8,0,0,0,6,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",6,7,7,10,10,5,10,2,0,5,0,"Unsure","L2"
8,0,0,0,0,6,8,8,3,10,5,1,0,0,6,"Yes","Just a few clips","Unsure",0,"Hillary Clinton",9,6,7,10,6,6,10,4,8,9,5,"No","L2"
4,3,5,2,3,2,4,3,2,1,5,3,2,4,2,"No","All of it","Donald Trump",3,"Donald Trump",2,3,2,2,3,4,2,3,2,3,6,"No","L2"
0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,"No","All of it","Hillary Clinton",-1,"Hillary Clinton",1,3,7,5,6,8,9,10,4,2,0,"Yes","L2"
10,8,8,8,8,10,6,7,0,10,5,5,0,0,7,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",5,6,9,10,10,5,10,5,10,5,0,"Yes","L2"
10,10,10,10,10,10,10,10,10,10,5,5,5,3,10,"No","No","Donald Trump",10,"Donald Trump",10,10,10,10,10,10,0,5,10,10,10,"Yes","L2"
10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"No","No","Hillary Clinton",10,"Hillary Clinton",9,10,9,10,10,9,10,2,1,10,0,"Yes","L2"
10,10,10,10,10,10,10,2,6,1,1,0,0,0,0,"Yes","Just a few clips","Hillary Clinton",4,"Donald Trump",2,10,4,8,6,8,9,4,8,3,8,"Yes","L2"
5,10,10,10,10,8,10,10,0,0,0,0,0,0,7,"Yes","Most of it","Donald Trump",10,"Donald Trump",6,9,3,2,0,5,0,10,9,0,10,"Yes","L2"
8,10,0,8,4,3,7,6,6,5,3,0,0,0,7,"Yes","Just a few clips","Hillary Clinton",-1,"Hillary Clinton",8,8,6,7,8,5,7,7,7,8,7,"Yes","L2"
7,5,3,9,3,5,5,5,0,7,5,5,0,0,3,"Yes","Most of it","Unsure",-1,"Jill Stein",10,10,5,6,6,7,10,5,5,7,0,"Unsure","L2"
0,7,7,7,7,1,7,2,0,0,1,4,0,0,4,"No","All of it","Hillary Clinton",10,"Hillary Clinton",10,6,8,10,10,7,9,2,3,7,1,"No","L2"
5,9,8,9,9,4,9,10,0,1,6,4,0,0,5,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",10,6,9,10,10,4,10,0,0,10,0,"Yes","L2"
7,7,7,2,2,6,7,7,5,8,3,1,9,1,9,"Yes","Most of it","Unsure",10,"Hillary Clinton",9,1,9,10,10,6,10,0,0,8,0,"No","L2"
7,5,5,5,5,6,4,4,3,3,3,2,2,2,5,"Yes","Just a few clips","Donald Trump",-1,"Unsure",2,1,3,4,0,7,10,8,6,5,9,"Unsure","L2"
7,10,10,10,10,6,10,5,3,4,5,3,1,1,5,"No","Most of it","Unsure",10,"Hillary Clinton",8,7,7,10,5,4,7,2,5,3,5,"Yes","L2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes","Just a few clips","Hillary Clinton",10,"Hillary Clinton",6,8,10,10,10,9,10,0,2,10,0,"Yes","L2"
10,10,0,0,0,5,0,8,0,0,3,0,0,0,6,"No","All of it","Donald Trump",10,"Hillary Clinton",7,8,10,10,10,10,10,8,10,10,7,"Yes","L2"
7,9,9,9,9,7,10,10,4,10,3,5,0,0,5,"No","Just a few clips","No opinion",3,"Jill Stein",10,8,8,8,8,4,10,6,8,6,1,"Yes","L2"
10,7,6,9,5,5,5,5,5,4,5,5,5,5,4,"No","All of it","Hillary Clinton",-1,"Gary Johnson",9,10,8,9,9,9,9,10,10,10,10,"Unsure","L2"
9,10,10,10,10,1,10,10,0,0,0,0,0,0,10,"No","Just a few clips","Donald Trump",4,"Donald Trump",5,10,4,5,4,5,5,5,5,5,5,"No","L2"
7,9,8,9,8,9,9,2,3,3,0,1,1,1,9,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",10,10,10,10,10,10,10,5,5,5,8,"Yes","L2"
0,10,0,0,0,0,10,10,10,0,10,10,0,0,10,"No","Most of it","No opinion",0,"Gary Johnson",9,5,7,6,4,3,2,8,0,10,1,"No","L2"
5,1,1,1,1,7,1,1,1,2,1,1,1,1,0,"No","No","Unsure",2,"Hillary Clinton",4,3,4,2,2,5,5,3,5,3,4,"Yes","L2"
8,10,3,10,6,3,3,3,0,3,0,0,0,0,5,"No","All of it","Donald Trump",9,"Donald Trump",7,10,5,10,10,10,5,10,10,10,10,"Yes","L2"
7,5,5,5,5,5,5,5,5,6,4,0,3,3,4,"No","No","Unsure",0,"Hillary Clinton",10,6,4,8,7,8,8,8,8,6,0,"Unsure","L2"
10,9,7,8,6,10,10,10,8,8,9,1,0,0,0,"Yes","Just a few clips","Hillary Clinton",0,"Hillary Clinton",5,6,5,7,8,6,7,1,2,5,5,"Yes","L2"
10,10,10,10,10,10,10,8,0,0,0,10,2,2,0,"Yes","All of it","No opinion",8,"Hillary Clinton",9,5,10,10,10,5,10,2,0,10,0,"No","L2"
8,10,10,10,10,10,10,7,8,6,6,3,2,0,10,"No","All of it","Donald Trump",10,"Donald Trump",10,10,7,10,5,10,10,10,10,10,10,"Yes","L2"
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes","No","Hillary Clinton",9,"Hillary Clinton",7,7,5,6,7,5,5,6,8,5,5,"Yes","L2"
7,6,6,6,6,6,6,6,4,9,4,0,1,0,5,"No","All of it","Hillary Clinton",10,"Hillary Clinton",10,9,7,6,5,4,8,3,0,2,1,"Yes","L2"
6,7,7,9,9,5,10,8,5,2,4,1,1,0,2,"No","Just a few clips","No opinion",10,"Hillary Clinton",6,5,10,8,10,5,8,5,1,8,3,"Yes","L2"
10,5,5,5,5,5,4,10,0,10,10,10,0,0,10,"Yes","No","Hillary Clinton",0,"Other",0,10,10,10,10,5,10,5,10,5,5,"No","L2"
10,2,0,0,0,7,0,0,0,0,2,0,0,0,3,"Yes","No","No opinion",5,"Hillary Clinton",10,9,5,5,5,4,6,10,5,4,3,"Yes","L2"
10,5,5,4,2,2,2,0,3,5,4,0,0,0,0,"Yes","Most of it","Donald Trump",10,"Donald Trump",0,0,0,0,0,0,0,0,0,0,0,"Yes","L2"
7,9,9,9,9,6,6,2,1,0,0,0,0,0,6,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",7,7,9,2,4,9,6,4,2,7,2,"Yes","L2"
5,5,8,8,8,5,10,10,2,6,8,2,0,2,5,"No","Just a few clips","Unsure",8,"Hillary Clinton",10,8,10,10,10,5,10,5,5,8,8,"No","L2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","Just a few clips","No opinion",-1,"Unsure",6,3,5,5,4,4,5,5,3,6,6,"Yes","L2"
5,5,10,7,10,6,5,4,0,1,4,4,0,0,0,"Yes","Most of it","Hillary Clinton",6,"Unsure",5,5,8,10,8,5,10,10,9,7,3,"Yes","L2"
8,0,5,7,7,0,0,4,5,6,5,3,0,5,0,"Yes","Just a few clips","Unsure",-1,"Unsure",8,10,6,7,10,8,10,7,7,8,0,"Unsure","L2"
8,2,1,3,1,4,3,5,5,2,4,2,2,0,4,"Yes","Most of it","Hillary Clinton",9,"Hillary Clinton",7,5,9,7,7,5,7,3,3,8,1,"Yes","L2"
7,5,3,8,6,9,5,9,8,9,7,5,0,0,8,"Yes","Just a few clips","No opinion",0,"Hillary Clinton",7,8,7,4,5,5,7,7,4,7,3,"Unsure","L2"
10,0,0,3,0,5,2,5,7,8,8,2,0,0,1,"Yes","No","Hillary Clinton",-1,"Hillary Clinton",4,5,2,5,9,2,10,0,6,0,7,"Yes","L2"
5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes","Most of it","Hillary Clinton",10,"Hillary Clinton",8,10,10,10,10,9,10,6,4,9,5,"Yes","L2"
7,7,0,7,4,7,4,5,8,3,2,2,2,2,4,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",10,7,10,10,8,5,10,7,8,10,2,"Yes","L2"
7,10,10,10,10,7,10,8,8,7,9,0,0,0,0,"Yes","Most of it","No opinion",0,"Donald Trump",0,8,6,6,9,9,7,8,8,0,8,"Yes","L2"
3,5,6,6,6,8,7,7,8,8,9,6,5,8,7,"Yes","Just a few clips","Donald Trump",-1,"Other",7,8,8,8,8,8,8,8,8,9,9,"Yes","L2"
5,6,3,5,3,7,7,8,3,7,7,3,6,1,4,"Yes","All of it","Hillary Clinton",10,"Hillary Clinton",7,7,4,7,7,4,9,4,6,8,1,"Yes","L2"
10,10,0,10,10,2,0,10,0,5,7,0,0,0,10,"No","Just a few clips","Hillary Clinton",-1,"Hillary Clinton",10,10,5,10,5,3,10,10,3,8,2,"Yes","L2"
10,8,3,10,3,10,2,0,8,8,6,0,0,0,3,"Yes","Just a few clips","Donald Trump",9,"Hillary Clinton",7,8,4,9,8,10,10,5,10,0,6,"Yes","L2"
8,5,5,7,7,8,5,0,0,7,1,1,0,0,0,"No","All of it","Hillary Clinton",10,"Hillary Clinton",3,6,10,10,10,3,10,0,10,10,6,"Yes","L2"
8,7,7,7,7,7,7,7,7,7,5,5,5,5,5,"Yes","No","No opinion",-1,"Unsure",7,7,4,7,7,7,7,4,1,5,5,"Yes","L2"
8,8,8,8,6,8,9,9,0,0,3,0,0,0,0,"No","No","No opinion",0,"Unsure",6,7,6,0,0,8,10,10,10,5,10,"Yes","L2"
7,7,1,9,6,8,3,3,0,3,4,0,0,0,0,"No","Just a few clips","Hillary Clinton",7,"Hillary Clinton",4,6,7,8,8,4,8,2,6,7,5,"Unsure","L2"
8,5,5,3,3,6,5,4,2,4,3,3,3,4,6,"Yes","Most of it","No opinion",-1,"Unsure",7,5,4,6,4,4,8,5,6,5,9,"Unsure","L2"
9,0,4,2,2,10,6,8,5,4,7,0,0,0,0,"Yes","No","No opinion",10,"Hillary Clinton",8,6,10,10,10,6,10,0,0,10,1,"Yes","L2"
6,9,9,9,9,6,5,0,0,2,0,0,0,0,0,"No","Most of it","Hillary Clinton",0,"Hillary Clinton",4,3,2,5,6,4,3,2,4,8,5,"Yes","L2"
8,0,1,3,3,5,5,5,7,8,0,7,0,0,10,"Yes","Just a few clips","Hillary Clinton",10,"Hillary Clinton",10,10,10,6,10,8,7,4,5,8,0,"No","L2"
7,7,7,7,7,7,7,7,3,3,2,0,0,0,7,"Yes","No","No opinion",10,"Gary Johnson",7,7,5,3,3,5,6,5,1,5,7,"No","L2"
