"gender","height","weight","shoeSize","shoeNums","schoolYear","pets","siblings","speed","cash","sleep","ageMother","ageFather","random","love","charity"
"female",64,110,7.5,15,"Sophomore",1,1,45,36,7,42,48,6,"few",20
"female",67,170,10,10,"Senior",1,2,70,0,6.5,41,43,8,"dozens",10
"female",64,138,8.5,6,"Junior",20,2,80,0,5.5,46,46,7,"few",100
"female",64,135,8.5,10,"Freshman",0,1,80,300,7,54,55,6,"few",90
"female",68,151,10,20,"Sophomore",0,2,80,200,8,51,51,4,"hundreds",25
"female",63,120,8,25,"Junior",3,6,100,0,7,56,60,7,"one",100
"female",65,140,8,25,"Freshman",2,4,40,103,7.5,45,47,3,"few",10
"male",66,130,8.5,6,"Freshman",0,2,80,60,8.5,54,54,8,"one",75
"female",63,130,7,7,"Freshman",2,0,70,10,6,50,54,10,"one",50
"female",65,148,9,8,"Sophomore",1,2,91,29,7.5,51,52,9,"dozens",50
"male",70,135,10,5,"Freshman",0,2,75,26,8,55,57,6,"few",75
"female",68,148,11,20,"Sophomore",1,2,85,50,7.5,58,62,5,"dozens",6
"female",69,135,11,10,"Freshman",1,2,85,100,9,47,49,7,"few",50
"female",66,155,9.5,30,"Sophomore",2,0,100,30,7,52,54,6,"few",50
"female",63,125,8,30,"Freshman",2,0,75,3,7,50,48,1,"one",100
"female",63,115,7.5,10,"Sophomore",3,3,65,45,7,43,53,6,"few",40
"female",62,150,6.5,9,"Freshman",1,1,37,5,6,46,50,6,"few",74
"male",70,160,10,4,"Freshman",0,0,80,23,6.5,48,52,6,"dozens",1
"female",63,126,7,43,"Sophomore",2,1,90,130,6.5,41,47,3,"few",40
"female",62,130,7,25,"Freshman",0,0,80,40,8,59,61,6,"few",75
"female",63,133,9,30,"Sophomore",0,3,65,300,6.5,43,44,3,"hundreds",40
"male",72,130,11,3,"Junior",0,1,30,9,7,54,55,10,"dozens",2
"female",64,130,8,25,"Freshman",4,1,85,24,7,48,50,5,"few",50
"female",64,140,8.5,5,"Sophomore",0,2,96,50,8,48,50,5,"few",33
"female",65,115,8.5,20,"Sophomore",7,1,95,20,7,43,46,8,"one",45
"female",63,148,8,20,"Sophomore",1,1,90,0,5,53,53,3,"few",50
"female",72,160,9.5,12,"Junior",0,6,90,0,7.5,40,44,5,"thousands",20
"female",67,125,8,30,"Sophomore",2,1,80,120,7,57,60,8,"few",50
"female",67,133,9,4,"Junior",4,0,83,3,6,54,56,4,"few",50
"male",73,180,10,15,"Sophomore",1,1,120,10,7,57,60,7,"none",20
"female",64,130,8.5,13,"Sophomore",0,0,90,8,5.5,51,61,7,"dozens",75
"female",57,120,7,20,"Junior",2,1,80,2,6,38,41,5,"one",25
"male",71,180,11,10,"Senior",4,3,105,5,8,48,52,4,"hundreds",20
"female",63,180,9,20,"Sophomore",0,1,80,0,6,48,45,4,"few",22
"female",65,150,9,12,"Junior",0,2,120,0,8,38,44,6,"one",25
"female",60,190,8,10,"Sophomore",1,1,35,6,8,45,41,4,"few",85
"female",63,134,7.5,7,"Sophomore",0,1,90,5,6,45,45,4,"one",25
"male",70,190,10.5,8,"Sophomore",3,1,105,400,7.5,49,53,10,"hundreds",25
"female",66,140,8,20,"Junior",8,1,120,9,10,55,62,9,"few",50
"male",74,180,12,5,"Sophomore",0,1,85,0,7.5,48,49,3,"thousands",40
"female",64,117,6,12,"Sophomore",4,1,100,25,6,50,51,7,"dozens",50
"male",69,125,8,5,"Junior",3,2,103,2,7,49,49,7,"few",80
"female",62,158,5,30,"Sophomore",1,3,100,5,7,50,55,5,"few",75
"female",69,257,11,76,"Sophomore",0,1,90,400,6.5,55,57,6,"one",75
"male",76,155,11.5,10,"Sophomore",17,4,140,0,6,54,65,1,"dozens",1
"female",66,160,8.5,21,"Freshman",0,1,77,6,7,46,49,5,"dozens",25
"female",63,105,6,30,"Senior",0,1,90,25,8,60,62,6,"few",20
"female",67,139,7.5,25,"Senior",8,6,90,3,6,52,58,8,"one",100
"male",68,130,9,5,"Senior",6,1,60,33,8,65,60,10,"thousands",0
"female",64,128,7.5,12,"Freshman",2,1,65,150,6,60,58,8,"none",10
"female",64,160,7,35,"Sophomore",4,2,80,60,8,58,57,4,"few",20
"male",72,140,10.5,4,"Sophomore",2,2,101,42,7.5,50,52,4,"thousands",98
"male",74,220,12,3,"Sophomore",2,3,132,0,6,51,53,4,"few",95
"male",66,124,7,5,"Senior",0,1,100,1,7,58,58,10,"few",20
"male",71,165,11,4,"Junior",0,1,90,120,6.5,49,56,6,"few",75
"female",66,135,8,20,"Sophomore",1,1,90,25,10,45,52,6,"few",20
"female",64,130,4.5,30,"Junior",3,3,120,35,6,47,48,7,"few",10
"female",62,110,5,10,"Freshman",2,2,82,20,7,47,60,3,"one",50
"male",64,161,8.5,3,"Sophomore",4,1,95,23,9,49,49,5,"hundreds",8
"female",64,110,9,17,"Freshman",2,2,60,80,7,47,49,8,"few",40
"male",72,200,13,2,"Freshman",0,1,95,100,6,49,48,3,"few",0
"female",63,135,8,20,"Freshman",4,1,95,70,7.5,49,48,7,"few",90
"male",71,140,11,5,"Sophomore",0,1,95,50,4,48,53,7,"millions",75
"female",62,121,6.5,20,"Senior",2,2,90,5,8,52,52,8,"dozens",33
"male",71,125,8.5,8,"Junior",12,3,125,0,7,61,62,2,"dozens",25
"female",68,180,11,5,"Freshman",0,2,85,20,8.5,48,49,7,"thousands",100
"female",67,156,9,30,"Freshman",2,2,90,300,6,56,55,9,"dozens",100
"male",72,155,11.5,6,"Freshman",1,1,90,30,7,57,60,3,"hundreds",10
"female",60,141,7.5,9,"Sophomore",0,4,60,5,8,39,51,10,"few",95
"female",60,97,6,20,"Sophomore",0,2,50,33,7,41,49,7,"one",50
"female",71,152,10,21,"Freshman",5,2,95,110,5.5,54,57,5,"few",100
"female",67,170,11,14,"Sophomore",2,2,90,18,9.5,55,55,2,"few",15
"female",66,144,10,16,"Senior",6,2,86,13,8,53,53,8,"dozens",40
"male",68,140,11,4,"Junior",5,2,100,130,7,50,48,7,"one",50
"female",65,95,8.5,10,"Junior",4,1,100,200,6,50,51,3,"few",50
"female",66,135,8,30,"Sophomore",1,1,95,110,6,47,51,1,"few",50
"female",60,120,6.5,14,"Sophomore",5,2,90,10,8,58,63,8,"few",75
"female",68,125,8.5,20,"Senior",2,2,100,0,7,57,61,3,"few",50
"male",68,180,10,10,"Freshman",0,0,90,0,8,47,52,7,"few",20
"female",64,118,7.5,10,"Freshman",3,2,80,400,7.5,54,53,3,"few",85
"male",72,190,12,40,"Junior",0,2,125,0,7,51,51,2,"dozens",1
"female",66,158,7.5,30,"Freshman",3,2,110,200,6,50,52,8,"dozens",25
"female",66,147,8.5,11,"Junior",3,2,80,10,6,41,57,2,"few",50
"male",72,165,10.5,7,"Sophomore",1,3,120,15,7,46,46,6,"few",100
"female",64,120,8,50,"Freshman",1,1,90,100,5,50,43,7,"one",50
"female",62,124,8.5,16,"Sophomore",1,2,120,42,8,54,50,8,"one",70
"female",62,125,8,20,"Sophomore",7,1,90,85,6,54,53,3,"dozens",50
"female",67,110,8.5,30,"Junior",7,5,45,8,6.5,54,62,5,"few",40
"male",61,123,7,12,"Freshman",0,1,92,18,8.5,51,56,4,"few",55
"male",68,140,8,4,"Freshman",1,3,90,140,7.5,55,57,3,"one",50
"female",60,114,7.5,25,"Freshman",1,2,88,200,7,47,48,2,"one",55
"female",68,125,8.5,7,"Freshman",3,3,90,9,9,50,54,2,"few",80
"female",65,119,7.5,14,"Freshman",0,1,27,200,5,48,51,2,"few",40
"female",64,145,8,20,"Freshman",3,2,105,50,7.5,51,52,7,"few",100
"male",75,170,12,5,"Sophomore",0,1,90,150,7,51,55,2,"few",50
"female",68,153,8.5,15,"Sophomore",0,1,90,6,8,47,50,9,"one",100
"female",63,180,7.5,10,"Freshman",10,1,95,101,6,53,54,10,"one",50
"female",67,140,9,10,"Freshman",1,2,90,5,7.5,50,54,8,"few",100
"male",70,160,10.5,3,"Freshman",2,1,95,30,7,57,57,7,"dozens",50
"male",68,169,9,7,"Freshman",1,2,119,0,6.5,55,56,6,"millions",100
"female",63,133,8,21,"Sophomore",0,2,50,12,6,40,44,7,"one",20
"male",72,166,10.5,4,"Freshman",1,3,90,15,6,50,50,8,"few",20
"male",69,150,10.5,12,"Sophomore",1,2,85,110,7,52,54,4,"few",100
"female",63,140,7,10,"Junior",6,1,80,5,7.5,51,51,8,"few",100
"female",61,119,7.5,18,"Sophomore",2,2,92,0,7.5,54,54,6,"few",75
"male",65,130,8,8,"Sophomore",0,3,97,35,7,37,45,7,"few",97
"male",70,150,9.5,2,"Freshman",1,4,86,86,9,40,45,7,"few",0
"female",66,182,9.5,11,"Sophomore",0,2,90,2,6,47,39,8,"one",50
"female",63,140,8,10,"Sophomore",0,2,100,200,6,39,44,5,"few",35
"female",66,135,8,9,"Sophomore",2,2,75,0,9,52,61,8,"few",25
"female",65,115,8,20,"Freshman",6,3,90,40,8,47,49,5,"few",75
"male",75,175,12,8,"Junior",2,2,107,200,8,56,62,4,"millions",50
"female",66,125,6.5,20,"Sophomore",6,3,85,29,6,44,44,6,"few",18
"male",75,155,12,5,"Sophomore",0,1,110,200,7,50,52,7,"thousands",50
"female",69,150,10,30,"Freshman",1,0,90,15,7,57,51,8,"few",70
"female",64,135,7,20,"Sophomore",1,1,67,400,7,47,50,2,"few",70
"female",66,105,8,14,"Sophomore",3,1,80,102,8,54,54,6,"few",50
"female",65,145,9,13,"Junior",5,2,90,0,6,47,47,2,"few",30
"female",64,120,10.5,22,"Freshman",3,2,80,81,7,47,47,2,"few",100
"female",67,190,7.5,20,"Senior",0,2,85,50,7,62,60,5,"few",20
"female",63,115,6.5,8,"Sophomore",3,0,38,18,6.5,38,40,2,"dozens",100
"female",60,109,7,20,"Junior",5,2,90,0,8,42,45,7,"one",50
"female",65,155,9,15,"Freshman",1,1,103,60,7.5,52,53,6,"dozens",75
"female",66,174,10,60,"Junior",0,1,98,0,5,56,59,7,"none",40
"female",61,120,6.5,8,"Freshman",1,2,85,65,7,45,49,5,"few",100
"male",73,200,12,3,"Junior",6,2,113,7,6.5,51,52,4,"few",100
"female",67,220,8.5,12,"Sophomore",14,2,105,15,6.5,53,58,7,"few",30
"male",71,190,13,6,"Sophomore",0,0,120,17,6,49,51,3,"dozens",75
"male",65,110,9,5,"Senior",0,1,90,10,8,58,60,1,"one",5
"female",62,100,7.5,8,"Freshman",1,3,100,23,7,53,57,5,"few",85
"female",67,207,10,12,"Junior",1,1,75,17,5,56,65,3,"one",97
"female",64,143,6,20,"Freshman",2,1,85,500,8,43,46,7,"one",100
"female",67,125,8,27,"Sophomore",0,2,100,30,6,59,61,1,"one",100
"male",69,121,12,1,"Junior",1,3,60,200,8.5,60,62,6,"thousands",15
"female",71,160,10,35,"Sophomore",3,1,92,5,7,51,53,10,"few",50
"female",62,200,9,16,"Sophomore",22,1,110,72,4,42,43,8,"one",51
"female",64,200,9,12,"Sophomore",4,1,35,52,6,46,48,8,"few",75
"female",61,175,9,100,"Senior",2,2,95,0,6,54,64,4,"millions",25
"female",66,124,7,13,"Freshman",1,2,90,73,7.5,45,45,10,"dozens",50
"female",65,110,7.5,40,"Senior",3,2,100,150,6.5,51,61,3,"millions",20
"female",67,156,8.5,15,"Sophomore",3,1,90,20,6,40,41,6,"few",20
"male",69,155,9.5,20,"Freshman",2,1,90,150,5.5,50,48,7,"thousands",10
"female",66,112,6.5,20,"Freshman",1,2,85,70,6,53,49,7,"one",50
"female",69,148,8,70,"Sophomore",1,5,90,0,7,53,55,5,"few",70
"female",63,115,7.5,11,"Sophomore",0,3,90,200,8.5,54,57,4,"dozens",90
"male",69,215,10,5,"Sophomore",2,1,115,10,7,52,54,8,"few",95
"female",67,138,9,24,"Freshman",4,1,84,27,7.5,54,56,1,"few",100
"female",65,117,7,10,"Junior",0,1,100,0,6,51,55,6,"few",50
"male",69,155,10,5,"Sophomore",0,1,70,300,8,42,47,7,"thousands",100
"female",66,140,9.5,10,"Sophomore",20,3,90,10,7.5,46,52,9,"one",25
"male",74,135,14,5,"Sophomore",1,3,100,51,7.5,51,49,8,"few",35
"male",68,163,10.5,12,"Sophomore",0,0,100,3,7,50,53,9,"few",15
"female",68,170,8,30,"Sophomore",4,3,92,0,6,50,51,6,"one",50
"female",63,180,9,7,"Freshman",1,1,80,25,7,43,48,7,"few",25
"female",64,140,8.5,56,"Sophomore",2,1,100,4,9.5,49,53,7,"hundreds",50
"female",63,123,6,35,"Sophomore",2,0,90,15,7,48,49,7,"few",50
"female",62,110,6.5,20,"Freshman",1,2,80,30,8,58,58,9,"few",50
"male",72,220,11.5,10,"Sophomore",20,1,120,60,7,47,48,7,"hundreds",25
"female",67,260,10.5,25,"Freshman",1,2,70,94,4,43,47,2,"few",85
"female",63,145,8,12,"Freshman",1,2,85,20,7,53,53,9,"thousands",10
"male",69,145,9,7,"Sophomore",0,1,140,1,7,51,52,7,"few",20
"female",75,173,11.5,26,"Freshman",3,3,90,500,7.5,48,50,4,"few",76
"female",63,145,6.5,5,"Freshman",0,1,75,16,7,49,51,3,"one",53
"female",63,130,7.5,20,"Sophomore",2,1,90,70,6.5,56,55,6,"few",3
"female",66,140,6,15,"Freshman",10,2,85,15,7,42,40,7,"few",40
"female",64,122,7.5,16,"Freshman",0,3,75,30,7.5,52,54,5,"dozens",65
"female",65,125,8,20,"Sophomore",3,3,96,25,6.5,52,50,4,"one",25
"male",68,137,8,5,"Junior",0,1,105,101,7.5,50,52,7,"few",2
"female",64,120,7.5,10,"Freshman",3,1,100,30,7,52,55,8,"few",50
"female",65,113,7,30,"Sophomore",0,0,85,140,7,54,53,3,"few",50
"female",61,130,7.5,15,"Freshman",0,3,100,30,7,56,55,2,"few",50
"female",63,125,6.5,13,"Freshman",0,1,105,55,6.5,51,52,6,"hundreds",80
"female",63,135,8,20,"Senior",0,1,95,100,8,55,56,7,"one",80
"female",65,200,8.5,10,"Freshman",0,3,90,200,6,39,38,7,"one",40
"female",65,125,6.5,10,"Sophomore",2,1,100,60,8,51,50,2,"few",95
"female",62,100,6.5,17,"Sophomore",3,3,77,100,8,41,42,8,"dozens",50
"female",64,150,7.5,7,"Junior",0,1,80,2,7,52,60,5,"few",90
"male",73,250,13,5,"Sophomore",2,1,85,40,7.5,62,62,4,"dozens",80
"male",68,165,10.5,8,"Junior",2,1,99,4,7,49,47,8,"few",30
"male",67,130,9,7,"Freshman",0,0,20,20,7.5,50,57,9,"few",25
"female",62,100,5,5,"Junior",0,2,65,15,7.5,45,50,1,"few",60
"female",64,120,8.5,40,"Sophomore",1,2,95,25,7.5,51,54,7,"dozens",75
"female",65,135,8,30,"Sophomore",2,1,105,70,7,50,50,9,"few",50
"female",65,120,7,50,"Sophomore",1,1,100,70,7,54,55,3,"hundreds",10
"female",72,147,10.5,11,"Freshman",0,2,90,50,7,45,44,10,"few",25
"female",65,180,8,8,"Sophomore",0,1,90,20,8,48,44,4,"millions",99
"male",74,180,13,3,"Sophomore",5,1,77,0,8,44,45,2,"thousands",75
"female",64,130,8,18,"Sophomore",5,9,90,21,7,55,65,8,"one",45
"female",67,143,8,9,"Freshman",3,1,110,2,7.5,50,51,6,"one",50
"male",72,167,10,40,"Freshman",0,5,100,40,6,48,51,8,"one",20
"male",72,225,11.5,10,"Freshman",1,2,115,25,7,54,55,7,"one",100
"female",68,201,11,23,"Sophomore",2,3,93,2,6,51,49,2,"dozens",10
"female",60,120,6,23,"Sophomore",5,2,110,1000,7.5,44,45,4,"dozens",95
"female",67,123,8.5,17,"Sophomore",2,4,95,40,7,55,56,7,"dozens",99
"female",64,120,7,30,"Sophomore",1,1,90,42,7,53,53,7,"few",75
"female",67,130,8,8,"Freshman",4,3,115,24,6,47,46,7,"dozens",75
"female",67,108,9,10,"Sophomore",2,0,90,80,8,60,44,6,"hundreds",30
"female",63,125,8.5,23,"Freshman",0,1,40,0,4,58,58,7,"few",50
"male",69,165,9.5,6,"Freshman",4,2,140,120,7,44,40,6,"few",56
"female",70,175,9.5,20,"Sophomore",2,1,75,10,7,54,56,7,"one",50
"female",60,112,5,12,"Sophomore",1,2,60,45,7,47,50,8,"one",30
"female",61,130,6.5,10,"Sophomore",0,2,60,40,6,53,53,2,"millions",10
"female",64,120,8.5,8,"Freshman",0,2,20,86,5.5,52,52,6,"few",80
"female",62,153,8.5,6,"Sophomore",1,1,90,20,7,47,50,2,"few",15
"male",70,155,11,5,"Sophomore",1,2,100,300,4,51,54,7,"few",0
"female",65,127,7.5,10,"Freshman",1,2,40,10,7,43,45,6,"few",20
"female",71,195,11,10,"Sophomore",3,2,100,45,8.5,52,53,5,"one",50
"male",71,198,11.5,15,"Sophomore",3,5,90,31,7.5,58,47,8,"few",91
"female",63,113,7.5,25,"Sophomore",1,2,90,110,5,56,57,4,"few",10
"female",60,120,6,10,"Freshman",4,1,80,20,7,42,41,5,"one",25
"male",69,160,9,7,"Sophomore",0,1,105,10,9,51,57,8,"thousands",0
"female",62,105,6,50,"Sophomore",3,1,80,10,7,46,46,2,"few",75
"female",61,127,6.5,13,"Sophomore",0,1,80,40,5,46,49,1,"few",10
"male",72,168,11,5,"Sophomore",0,2,110,10,5,49,50,5,"hundreds",30
"male",66,118,8.5,5,"Junior",1,3,90,1,7,36,44,7,"few",20
"female",66,138,9,10,"Sophomore",2,4,75,10,8,50,53,10,"few",37
"male",71,190,12,6,"Sophomore",9,4,140,200,9.5,42,42,5,"hundreds",10
"male",74,235,10.5,4,"Sophomore",3,1,90,4,6.5,50,52,7,"few",10
"female",61,117,8.5,8,"Sophomore",0,1,45,50,7.5,50,50,8,"few",30
"female",64,130,8,10,"Freshman",0,0,80,60,8,55,49,9,"dozens",99
"female",67,140,7.5,20,"Sophomore",2,2,90,120,8,51,62,2,"one",75
"male",71,160,11,15,"Freshman",6,2,120,5,6.5,45,48,10,"millions",50
"female",62,105,5.5,30,"Sophomore",3,2,100,41,6.5,43,43,3,"few",3
"female",66,130,9.5,25,"Sophomore",1,1,90,3,8,51,50,8,"one",50
"male",71,205,12,6,"Sophomore",0,3,90,1,4,52,54,7,"few",50
"female",69,135,8,20,"Freshman",2,2,70,20,7.5,45,45,6,"millions",90
"male",72,180,12,10,"Sophomore",0,3,90,0,8,61,63,10,"one",30
"female",62,118,6,4,"Freshman",3,1,70,120,5,46,49,3,"hundreds",75
"female",60,92,6.5,27,"Freshman",0,1,101,15,8,50,50,7,"one",100
"female",61,105,6,1,"Senior",3,2,200,1,5,42,44,1,"none",1
"female",49,102,6,25,"Sophomore",3,1,70,20,5.5,47,48,2,"one",2
"female",66,150,7.5,25,"Freshman",4,2,95,30,9,50,51,5,"few",50
"female",65,145,9.5,20,"Senior",3,1,70,15,8,53,53,5,"few",20
"male",64,255,10.5,2,"Sophomore",0,1,83,50,7.5,47,51,5,"dozens",20
"male",74,235,12,6,"Sophomore",0,1,95,15,6,53,52,5,"one",50
"female",63,113,6.5,20,"Sophomore",1,1,70,14,7,54,54,5,"few",40
"female",63,140,8,13,"Sophomore",0,1,90,25,6.5,53,53,4,"one",100
"female",62,170,5.5,12,"Sophomore",2,4,50,5,7,37,37,7,"one",50
"female",63,115,6,20,"Freshman",4,3,80,0,7.5,53,53,2,"few",75
"female",65,105,6.5,15,"Junior",3,2,120,5,6,54,56,4,"hundreds",20
"female",63,129,6,15,"Freshman",7,1,90,30,7,53,53,4,"few",40
"female",63,133,8,11,"Freshman",9,0,90,10,8.5,59,58,8,"few",50
"female",68,145,8.5,20,"Sophomore",0,2,90,20,5.5,51,50,5,"few",75
"female",67,110,9,20,"Freshman",0,0,60,80,6,38,38,6,"dozens",10
"female",68,127,8,30,"Freshman",2,2,100,65,6,56,65,3,"few",75
"female",68,166,9.5,9,"Sophomore",0,1,70,55,7,48,53,4,"few",50
"female",66,125,7,12,"Junior",11,2,102,6,6,53,55,4,"few",4
"male",71,155,12.5,6,"Freshman",0,1,85,50,6,50,57,4,"few",10
"male",71,140,10.5,3,"Sophomore",3,1,140,130,6,45,53,3,"one",0
"female",63,115,8.5,15,"Freshman",2,2,85,20,7.5,48,49,5,"dozens",80
"female",63,107,7.5,25,"Sophomore",0,2,80,85,7,49,49,7,"few",40
"female",63,110,6.5,45,"Freshman",5,1,100,6,8,54,56,6,"one",10
"male",70,180,12,2,"Freshman",2,2,110,18,8,51,52,9,"few",100
"female",66,150,10.5,8,"Freshman",1,1,80,15,7,43,46,8,"hundreds",40
"female",64,115,7,18,"Freshman",1,1,80,25,7.5,49,50,5,"few",90
"female",64,187,9.5,8,"Sophomore",3,1,80,800,8.5,48,51,7,"few",20
"female",59,120,6.5,12,"Freshman",1,2,85,0,6,50,53,7,"few",98
"male",75,198,13.5,6,"Junior",0,2,80,0,7,53,56,5,"one",60
"female",68,110,10,11,"Freshman",0,4,90,0,6,60,61,7,"one",100
"female",64,126,9,12,"Sophomore",5,1,80,20,7,43,43,2,"one",50
"female",68,140,9,30,"Sophomore",1,0,80,20,7,42,48,6,"few",60
"female",64,150,8.5,15,"Junior",0,1,100,0,6,55,56,6,"few",80
"female",64,145,8,38,"Sophomore",8,5,80,49,9,50,44,7,"dozens",80
"female",66,119,8,25,"Sophomore",0,1,85,50,9,51,52,3,"dozens",75
"female",67,150,10,45,"Freshman",1,1,75,20,8,54,46,5,"one",90
"female",64,125,8,12,"Junior",10,2,95,15,8,50,53,1,"few",90
"male",71,198,12,20,"Sophomore",0,0,30,20,6,38,38,6,"few",15
"male",72,180,10,8,"Sophomore",0,0,100,100,8.5,49,50,8,"few",1
"male",73,190,12,7,"Junior",1,1,95,9,7,55,57,8,"few",40
"female",62,133,7.5,8,"Sophomore",12,2,50,60,6.5,41,42,2,"few",25
"male",66,160,9,5,"Sophomore",0,2,90,1000,6.5,53,51,1,"one",0
"male",72,175,10,6,"Sophomore",1,1,120,30,7,56,58,7,"one",100
"female",70,175,11,20,"Junior",6,1,90,90,8,47,47,3,"hundreds",100
"female",65,162,8.5,4,"Junior",2,2,110,120,8,55,55,5,"few",50
"female",68,170,8.5,4,"Sophomore",3,1,70,5,6,43,42,7,"few",20
"female",63,135,8,30,"Junior",1,0,95,45,7,49,53,3,"few",30
"male",74,144,10,4,"Freshman",2,0,100,55,6,46,46,7,"dozens",100
"male",68,148,10,4,"Sophomore",2,2,104,58,9,50,50,3,"thousands",10
"male",69,165,10,10,"Sophomore",1,4,90,9,6,50,59,10,"few",30
"female",61,105,7.5,9,"Sophomore",1,2,80,3,6.5,52,54,5,"dozens",50
"female",65,125,7.5,12,"Freshman",5,1,90,22,6.5,53,51,7,"few",50
"female",66,160,9.5,20,"Junior",3,2,50,5,7,43,45,6,"one",2
"female",65,115,7.5,20,"Freshman",0,1,70,0,7,45,48,7,"hundreds",25
"female",63,125,9,10,"Freshman",1,2,100,100,7,46,50,7,"one",40
"female",69,146,9.5,25,"Freshman",14,1,90,140,6,50,54,4,"few",98
"female",60,104,7.5,20,"Sophomore",0,2,80,30,5,49,60,8,"few",80
"female",65,128,8,8,"Freshman",4,1,100,25,7.5,53,54,7,"few",98
"female",62,140,7.5,8,"Junior",0,4,38,100,7,47,50,7,"one",20
"male",73,178,11,4,"Junior",3,1,105,120,8,59,60,9,"thousands",100
"female",59,120,5.5,60,"Sophomore",1,2,90,300,5,53,53,7,"thousands",80
"male",67,199,9,3,"Senior",1,5,73,40,8,53,60,1,"one",50
"female",60,95,6,20,"Junior",0,2,85,2,6.5,46,52,9,"one",100
"female",70,155,10,7,"Senior",12,1,105,12,7,50,50,7,"few",99
"female",71,210,10,100,"Freshman",4,2,100,12,8.5,48,47,8,"few",30
"female",69,135,10,25,"Sophomore",0,3,80,0,7,60,65,9,"dozens",100
"male",71,195,13,5,"Sophomore",3,1,145,60,7.5,58,51,7,"one",15
"male",69,162,11,5,"Senior",1,1,127,39,9.5,52,55,7,"dozens",40
"female",65,113,6,13,"Freshman",0,3,101,60,8,47,60,7,"few",100
"female",65,155,9,10,"Freshman",1,2,116,6,7,53,53,7,"dozens",33
"male",67,165,8.5,5,"Sophomore",2,1,80,20,8,51,51,7,"millions",50
"female",69,155,8.5,10,"Senior",4,8,95,1000,6,48,45,3,"one",70
"female",66,150,9.5,20,"Sophomore",1,1,100,100,7,52,52,3,"dozens",75
"female",61,104,5.5,40,"Sophomore",2,2,80,150,6.5,39,44,4,"few",99
"female",62,99,7.5,30,"Senior",0,1,120,70,6,58,65,7,"few",50
"female",67,125,9,20,"Sophomore",0,3,90,50,8,55,55,10,"few",50
"male",79,182,8.5,10,"Senior",1,1,23,0,5,52,56,3,"millions",18
"female",64,130,9,30,"Freshman",10,1,30,1,7,46,50,6,"few",25
"female",67,150,8,15,"Senior",1,1,100,0,7,48,50,3,"few",10
"female",68,145,9,12,"Sophomore",3,1,100,0,5.5,45,46,4,"few",75
"female",66,140,8.5,12,"Sophomore",0,2,96,12,8,40,40,7,"thousands",50
"female",63,125,5.5,20,"Sophomore",0,0,87,51,7.5,43,47,3,"few",100
"male",68,214,12,7,"Sophomore",3,1,103,20,7,53,53,1,"few",10
"female",67,119,7,16,"Sophomore",0,1,82,0,7.5,54,53,1,"few",100
"female",64,142,8,7,"Freshman",5,1,85,0,6,45,47,9,"none",10
"male",75,220,13,10,"Junior",2,2,155,18,10,49,54,6,"few",15
"female",62,98,6.5,5,"Freshman",0,1,30,100,8,42,50,5,"one",40
