"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","tweets","texts","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition"
"Male","No","Medium_City","Hispanic","Christian",7,24,3.6,10,7,1,1,17,"middle_school",3,0,50,6,"No",10,7,8,4,9,15,20
"Male","No","suburbs","White","Christian",8,35,3,0,0,0,1,17,"High_School",1,0,50,0,"No",1,3,2,2,9,0,70
"Male","No","big_city","Black","Muslim",4,25,3,3,0,1,1,16,"High_School",7,0,50,0,"No",3,3,5,5,8,0,0
"Female","No","big_city","Hispanic","Christian",7,31,3,12,20,0,1,13,"College",20,3,50,0,"Yes",3,2,3,5,3,0,70
"Male","No","big_city","White","Christian",8,24,2,0,0,0,0,0,"1st_5th_grade",7,0,15,10,"No",3,5,5,9,7,0,0
"Female","No","suburbs","White","Christian",5,26,3.8,3,7,1,2,13,"College",2,0,50,3,"No",4,6,6,4,7,0,100
"Male","No","big_city","Asian","Agnostic",4,25,2.8,0,0,7,4,14,"High_School",2,0,0,3,"No",2,5,5,10,5,0,100
"Male","Yes","suburbs","White","Christian",4,31,3.1,15,30,0,0,17,"College",5,0,20,0,"No",8,5,9,5,10,0,50
"Female","No","big_city","Hispanic","Other",7,24,3.3,10,7,3,0,16,"middle_school",7,15,30,3,"Yes",5,5,5,7,8,25,50
"Male","No","big_city","Asian","Atheist",6,26,3,5,1,2,1,18,"High_School",1,0,0,5,"No",0,5,8,5,8,0,100
"Female","No","suburbs","Asian","Hindu",2,28,3.7,4,3,0,1,16,"College",7,0,48,0,"No",0,3,6,10,10,0,100
"Female","No","big_city","Hispanic","Christian",5,29,4,5,0,0,2,12,"High_School",2,0,40,0,"No",2,3,0,5,7,0,10
"Male","Yes","suburbs","White","Atheist",0,32,3,16,50,6,1,14,"College",6,0,20,0,"No",0,3,1,5,8,15,100
"Female","Yes","suburbs","White","Christian",5,26,3.6,6,6,2,3,15,"middle_school",9,0,50,0,"No",3,5,5,5,10,0,100
"Male","No","Small_Town","White","Christian",8,29,2.4,0,0,0,3,0,"College",3,30,50,5,"No",5,7,6,5,10,20,30
"Female","No","Small_Town","Asian","Agnostic",1,30,3.3,25,20,10,2,15,"High_School",20,35,50,0,"No",0,4,5,4,5,0,100
"Female","No","big_city","Black","Christian",6,27,2.4,2,1,1,2,15,"1st_5th_grade",12,5,40,1,"No",5,2,3,0,7,5,40
"Female","No","big_city","Black","Christian",5,25,3,6,6,0,2,16,"College",6,0,13,0,"No",3,2,5,5,9,0,100
"Female","Yes","suburbs","Hispanic","Christian",1,25,2.7,8,18,2,0,16,"College",5,0,30,5,"No",0,5,9,8,10,0,100
"Male","No","Small_Town","White","Christian",8,21,3.1,8,30,1,1,15,"College",5,0,20,10,"No",5,10,10,8,9,25,20
"Male","No","big_city","Asian","Atheist",2,26,2.5,10,10,0,7,0,"High_School",7,0,30,7,"No",5,5,8,3,6,0,80
"Female","Yes","Small_Town","White","Christian",7,18,2.8,4,2,0,1,18,"High_School",2,1,50,4,"No",4,7,4,3,5,5,80
"Female","Yes","suburbs","White","Christian",1,27,3.4,6,8,0,0,16,"College",10,12,50,1,"No",3,3,5,7,10,0,100
"Female","No","big_city","White","Christian",10,26,2.7,0,0,1,1,14,"High_School",3,0,50,9,"No",9,6,3,0,7,10,10
"Male","No","Small_Town","White","Christian",4,24,4,1,2,1,1,14,"High_School",4,0,30,2,"No",3,5,3,4,10,30,100
"Female","No","suburbs","Asian","Buddhist",3,36,3.7,2,0,2,2,18,"High_School",4,0,25,2,"No",2,3,4,9,6,10,100
"Female","No","suburbs","White","Christian",2,28,4,10,3,0,0,18,"High_School",2,5,50,0,"No",2,7,8,8,9,0,100
"Male","Yes","suburbs","White","Christian",6,20,3.1,10,22,9,1,12,"College",2,1,30,10,"No",2,3,5,6,4,0,10
"Female","No","suburbs","Other","Christian",7,27,3.6,6,6,0,2,16,"College",21,0,50,0,"No",5,5,5,5,10,20,10
"Female","No","suburbs","White","Christian",5,32,4,5,2,0,1,13,"middle_school",5,0,49,1,"No",5,4,5,5,7,0,90
"Male","Yes","suburbs","Hispanic","Christian",6,26,3.4,20,30,8,3,12,"College",7,2,50,5,"No",10,5,5,0,10,20,50
"Female","No","suburbs","White","Christian",8,20,4,2,0,0,1,15,"High_School",12,15,40,0,"No",10,5,5,5,10,0,0
"Female","No","suburbs","Other","Agnostic",1,24,3.8,0,0,0,1,15,"College",2,0,5,0,"No",0,2,4,5,9,0,100
"Male","No","suburbs","Other","Christian",3,22,3.8,6,12,1,1,13,"College",3,0,45,1,"No",1,5,3,5,5,15,10
"Female","No","suburbs","White","Christian",3,26,3,1,2,0,1,17,"College",1,0,40,0,"No",9,5,7,1,7,0,100
"Female","Yes","suburbs","White","Atheist",0,29,3.8,9,9,10,2,15,"College",7,20,50,0,"No",1,2,3,0,10,0,50
"Male","No","Small_Town","White","Christian",5,23,3.1,0,0,11,2,14,"middle_school",1,0,50,2,"No",4,5,3,5,10,0,0
"Male","Yes","Medium_City","White","Christian",6,25,2.5,10,13,2,1,12,"High_School",3,0,6,2,"No",3,7,3,0,9,0,100
"Male","Yes","suburbs","White","Agnostic",7,33,3.2,10,25,1,1,14,"College",3,7,50,0,"No",3,7,8,5,10,0,80
"Male","No","Medium_City","Asian","Hindu",7,25,4,4,10,0,0,15,"College",7,0,50,5,"No",0,5,5,0,9,0,10
"Female","No","suburbs","White","Christian",9,31,3.8,0,0,0,0,0,"1st_5th_grade",21,0,10,0,"No",5,3,2,0,9,0,100
"Male","No","big_city","Asian","Other",5,23,4,8,7,3,3,14,"High_School",1,0,20,7,"No",8,6,7,4,4,0,100
"Female","No","suburbs","White","Jewish",5,31,4,16,8,0,1,16,"High_School",7,1,20,0,"No",0,5,5,5,6,0,100
"Male","No","suburbs","Asian","Atheist",0,25,4,5,0,0,2,15,"High_School",2,0,0,10,"No",10,7,9,10,7,0,100
"Female","No","suburbs","White","Christian",7,30,3.4,6,0,1,1,13,"High_School",1,0,50,0,"No",2,3,3,4,7,0,70
"Female","No","Medium_City","White","Christian",7,32,3.9,4,3,0,0,18,"College",5,18,10,0,"No",5,3,4,2,9,5,100
"Male","No","big_city","Hispanic","Christian",9,24,3.2,2,0,0,0,0,"College",2,0,7,10,"Yes",10,8,8,1,9,5,90
"Female","No","Small_Town","Asian","Christian",7,28,4,2,5,0,2,16,"middle_school",15,0,10,5,"No",0,5,3,10,10,0,100
"Female","No","Medium_City","Asian","Christian",9,28,4,0,0,0,0,0,"High_School",5,0,20,10,"No",8,7,5,7,10,0,100
"Female","No","suburbs","White","Atheist",1,29,3.4,2,6,4,1,20,"College",1,0,15,0,"No",1,5,5,1,7,30,0
"Female","No","suburbs","White","Christian",5,29,4,5,4,0,0,14,"College",14,5,30,0,"No",5,5,5,8,6,0,30
"Female","No","Medium_City","Asian","Christian",6,29,3,3,1,1,1,13,"College",1,0,10,6,"No",8,5,5,0,5,0,100
"Female","Yes","Small_Town","White","Christian",8,24,4,4,4,0,1,15,"College",1,0,15,10,"No",10,8,8,5,6,0,90
"Female","No","suburbs","Asian","Christian",3,30,3.9,2,2,0,0,16,"High_School",1,20,50,5,"No",10,5,2,8,8,0,100
"Female","No","suburbs","Asian","Christian",0,28,3.9,1,0,0,1,17,"College",1,0,1,0,"No",1,5,8,9,9,0,100
"Female","Yes","suburbs","White","Jewish",6,29,3.9,6,1,1,2,13,"College",10,0,50,0,"Yes",6,5,4,1,9,5,100
"Male","No","suburbs","White","Atheist",0,34,3.7,0,0,1,2,12,"College",4,0,40,0,"No",0,3,4,7,9,0,50
"Female","No","Small_Town","Other","Muslim",5,33,4,10,5,0,0,13,"College",6,1,50,5,"No",5,5,5,5,10,40,60
"Female","No","Medium_City","Asian","Atheist",4,31,3.6,0,0,0,1,18,"1st_5th_grade",5,1,10,0,"No",5,5,8,3,9,0,100
"Male","No","suburbs","Asian","Christian",8,30,4,0,0,0,0,0,"College",5,9,6,6,"No",5,4,6,5,3,0,0
"Male","Yes","suburbs","White","Jewish",7,28,3.3,6,30,2,2,12,"High_School",2,3,50,0,"No",3,5,3,7,10,0,100
"Female","Yes","suburbs","White","Jewish",1,27,3.6,17,20,4,1,12,"College",3,8,50,0,"No",0,0,2,4,9,0,100
"Female","No","suburbs","White","Christian",7,28,2.6,5,10,0,1,18,"High_School",5,6,25,0,"No",8,4,5,5,9,0,50
"Female","No","suburbs","Other","Agnostic",1,28,3.8,8,4,3,1,14,"College",16,10,47,0,"Yes",1,4,3,2,10,0,90
"Female","No","big_city","Black","Christian",10,27,3.6,0,0,0,0,16,"College",1,21,8,10,"Yes",8,3,4,4,3,25,80
"Female","No","Medium_City","White","Christian",8,30,3.8,0,0,0,0,15,"High_School",5,0,30,5,"No",6,5,8,4,10,0,80
"Female","No","big_city","Hispanic","Agnostic",1,21,4,10,8,1,1,12,"High_School",3,0,15,0,"No",0,3,8,2,6,5,0
"Female","Yes","suburbs","White","Christian",9,28,3.6,10,15,0,1,14,"1st_5th_grade",6,1,50,10,"No",5,7,10,10,9,0,100
"Female","No","big_city","White","Christian",7,25,3.5,20,21,0,1,13,"High_School",14,0,50,0,"No",1,4,5,6,9,0,60
"Female","No","suburbs","Other","Christian",7,31,4,0,0,0,0,0,"High_School",3,1,30,5,"No",8,5,5,5,3,0,100
"Female","No","Medium_City","White","Christian",1,25,3.6,0,0,1,1,15,"College",7,0,40,0,"No",2,4,6,5,10,10,90
"Female","No","big_city","Black","Christian",8,20,2.6,0,0,0,3,15,"High_School",5,0,40,1,"No",5,5,4,5,9,10,40
"Female","No","big_city","Black","Christian",5,20,3.1,0,2,4,2,13,"middle_school",3,0,6,0,"No",0,6,1,5,3,0,0
"Male","Yes","suburbs","Black","Atheist",1,30,3.2,20,50,12,1,17,"College",1,0,45,0,"Yes",0,1,7,9,7,15,100
"Female","No","suburbs","White","Christian",2,27,3.7,12,15,4,0,13,"College",15,5,40,0,"No",0,0,0,3,8,0,50
"Female","No","Small_Town","White","Christian",5,29,3.8,0,0,1,1,13,"middle_school",9,0,50,0,"No",0,5,6,9,10,0,100
"Female","No","suburbs","White","Christian",4,27,4,39,21,1,1,3,"0_Kindergarten",3,4,8,0,"No",2,5,4,4,3,0,100
"Female","No","Medium_City","White","Christian",7,27,3.8,8,10,2,3,14,"High_School",3,1,50,2,"No",0,5,3,3,9,0,100
"Female","No","Small_Town","Asian","Buddhist",2,26,3.8,0,3,3,0,12,"College",1,0,3,0,"No",0,2,4,8,5,5,100
"Male","Yes","suburbs","White","Jewish",3,26,4,6,5,0,0,0,"College",2,0,10,0,"No",1,4,5,7,9,0,100
"Female","No","suburbs","White","Christian",5,29,2.7,5,10,0,1,17,"1st_5th_grade",7,0,30,0,"No",0,5,5,7,8,10,50
"Female","Yes","suburbs","White","Jewish",2,28,2.6,6,9,4,2,13,"College",9,0,50,4,"No",0,4,5,10,7,0,0
"Male","Yes","big_city","Black","Other",6,29,1.8,5,0,5,4,14,"middle_school",1,0,50,0,"No",0,2,3,8,5,20,50
"Male","No","suburbs","Asian","Atheist",1,32,4,8,4,1,3,14,"High_School",3,0,50,0,"No",0,3,3,2,7,0,100
"Male","No","Small_Town","White","Christian",9,29,4,3,10,0,2,15,"College",1,4,50,2,"No",6,8,6,5,10,30,90
"Female","No","suburbs","White","Jewish",4,25,3.8,11,21,0,0,15,"College",5,0,30,0,"No",0,8,8,5,9,0,100
"Female","No","suburbs","Asian","Atheist",3,27,2.9,0,0,0,0,14,"middle_school",2,3,40,3,"No",8,6,4,3,10,0,100
"Male","No","big_city","Black","Christian",10,22,2,5,1,3,1,18,"College",3,0,13,10,"No",10,5,5,8,8,0,10
"Female","No","suburbs","Asian","Atheist",1,25,3.4,1,0,0,3,16,"College",15,0,50,5,"No",3,3,6,2,9,0,100
"Female","No","suburbs","White","Christian",2,18,3.3,6,4,6,3,14,"College",15,50,50,0,"Yes",0,0,6,7,7,0,10
"Male","No","suburbs","Asian","Agnostic",1,31,4,2,0,0,0,12,"High_School",1,0,6,0,"No",1,3,2,8,4,0,100
"Female","No","suburbs","Asian","Muslim",7,25,4,2,0,0,0,0,"College",6,0,50,5,"No",5,3,5,5,7,0,100
"Male","No","big_city","Asian","Christian",4,16,3.3,5,2,2,1,18,"High_School",1,0,3,2,"No",3,6,3,4,9,0,100
"Male","No","suburbs","White","Christian",1,27,2.6,3,5,1,1,18,"College",0,0,20,10,"No",7,7,6,10,10,0,100
"Male","No","Medium_City","White","Christian",7,30,4,0,0,1,1,18,"High_School",0,10,50,0,"No",9,8,8,6,10,10,10
"Male","Yes","suburbs","White","Christian",6,25,3.8,12,7,1,0,12,"College",4,1,40,0,"No",5,5,7,2,9,10,0
"Female","No","suburbs","White","Christian",5,33,3.8,12,8,1,2,18,"College",1,0,20,0,"No",5,3,4,5,10,0,100
"Female","No","Small_Town","White","Atheist",1,21,3.3,1,1,2,2,12,"High_School",5,7,50,0,"Yes",5,3,6,5,8,0,20
"Female","Yes","suburbs","Black","Christian",4,25,4,8,0,0,0,16,"College",4,2,5,0,"No",3,2,3,3,5,10,100
"Female","No","big_city","White","Christian",2,27,3,20,12,0,0,16,"College",10,0,50,3,"Yes",0,3,5,5,7,0,100
"Female","No","suburbs","Asian","Christian",9,26,2.8,5,5,1,2,18,"High_School",7,0,20,0,"No",0,2,8,5,5,0,100
"Female","No","suburbs","White","Christian",5,25,4,10,5,0,0,16,"College",7,20,30,5,"No",9,5,8,2,10,0,70
"Male","No","big_city","Hispanic","Christian",5,27,1.8,8,15,10,2,12,"College",0,5,50,5,"No",5,3,3,4,0,30,0
"Male","No","big_city","Black","Christian",6,26,3,6,0,4,2,10,"High_School",2,0,11,10,"No",0,4,3,7,10,0,10
"Female","No","big_city","Asian","Christian",6,28,3.8,5,0,0,0,0,"College",1,0,3,0,"No",1,4,5,7,8,10,60
"Female","No","suburbs","Asian","Hindu",6,30,3,3,0,0,1,16,"0_Kindergarten",2,0,12,2,"No",3,2,5,10,7,0,100
"Female","No","Medium_City","Hispanic","Christian",5,24,3.7,2,10,1,1,15,"College",6,50,50,0,"No",3,2,2,5,7,0,30
"Male","No","suburbs","White","Christian",6,29,4,30,50,2,2,17,"High_School",1,50,50,5,"No",5,5,5,5,5,0,100
"Female","No","suburbs","White","Christian",5,30,3.8,2,1,0,1,13,"1st_5th_grade",1,0,50,0,"Yes",5,5,4,5,5,0,100
"Female","No","suburbs","White","Christian",10,27,3.6,0,0,0,0,0,"College",2,0,6,0,"No",10,6,2,0,10,30,10
"Female","No","big_city","Hispanic","Christian",3,25,4,2,3,0,0,14,"College",5,2,20,0,"No",0,4,5,7,8,0,100
"Female","No","suburbs","White","Agnostic",7,23,3.6,0,0,0,2,14,"College",7,0,3,0,"No",5,3,7,6,10,0,80
"Female","No","big_city","Hispanic","Christian",4,21,2.8,6,5,12,2,13,"College",2,20,50,0,"Yes",0,4,4,6,5,25,100
"Male","Yes","suburbs","White","Atheist",0,33,4,15,15,9,2,13,"College",14,0,50,0,"No",0,3,4,9,8,10,0
"Female","No","Small_Town","Asian","Hindu",3,27,3.3,11,10,1,1,16,"High_School",2,1,40,0,"No",2,5,4,8,8,0,30
"Female","No","Small_Town","White","Christian",5,28,4,5,2,0,1,17,"College",3,1,50,2,"No",2,3,5,3,9,0,0
"Female","Yes","suburbs","Other","Muslim",6,24,3.3,2,2,1,1,18,"College",9,0,50,1,"No",5,3,8,7,7,5,100
"Female","No","big_city","Hispanic","Other",6,22,3.3,4,2,1,2,14,"High_School",6,0,50,0,"No",3,5,3,3,8,10,20
"Male","No","suburbs","White","Agnostic",1,30,2.7,4,6,1,1,16,"College",1,0,50,2,"No",0,6,9,7,9,0,20
"Male","No","suburbs","White","Jewish",2,33,4,1,0,2,1,16,"College",2,0,20,0,"Yes",2,2,0,0,10,0,90
"Female","Yes","suburbs","White","Christian",7,30,3.9,12,7,1,1,14,"High_School",2,0,50,0,"No",10,6,5,5,8,0,40
"Male","No","Small_Town","White","Agnostic",1,26,3.7,0,14,12,4,15,"College",0,0,0,0,"No",0,3,1,1,9,20,0
"Female","No","Small_Town","White","Atheist",0,28,3.7,1,3,2,0,18,"College",4,0,30,0,"No",2,2,3,3,9,15,100
"Female","Yes","Small_Town","White","Christian",1,26,3.7,30,20,4,2,16,"College",5,0,20,5,"No",5,9,9,6,9,25,20
"Male","Yes","Medium_City","White","Atheist",0,31,2.5,7,15,2,2,13,"College",1,1,50,5,"No",1,8,8,5,7,0,50
"Female","Yes","suburbs","White","Christian",1,29,3.5,8,8,0,0,18,"College",3,0,35,3,"No",0,4,5,6,10,0,90
"Female","No","Medium_City","White","Christian",6,28,4,16,35,3,0,15,"College",14,5,50,0,"No",4,8,7,7,8,10,100
"Female","No","suburbs","White","Christian",8,25,4,4,8,1,2,14,"High_School",2,5,50,6,"No",8,9,8,7,9,0,0
"Female","Yes","Medium_City","White","Christian",9,27,3.5,6,0,2,2,17,"College",1,16,50,1,"Yes",5,9,5,5,5,0,100
"Female","No","suburbs","White","Christian",2,27,1.9,9,10,15,1,15,"College",6,1,10,0,"No",0,6,3,5,7,20,0
"Male","No","suburbs","White","Jewish",6,33,4,5,2,3,5,12,"College",3,0,50,0,"No",0,3,4,5,10,0,70
"Female","No","big_city","Black","Christian",10,22,3.6,0,0,2,1,17,"College",1,0,0,10,"No",10,10,0,0,10,0,0
"Female","Yes","suburbs","Black","Christian",9,25,2.3,1,2,0,0,17,"College",4,0,50,0,"Yes",5,4,5,5,10,15,0
"Female","Yes","Medium_City","White","Christian",6,26,3.3,4,5,1,1,14,"College",7,0,50,5,"No",10,7,9,0,10,15,0
"Female","No","Small_Town","White","Christian",3,25,2.6,7,12,7,1,17,"1st_5th_grade",2,40,50,2,"No",1,5,5,5,8,10,10
"Female","No","Small_Town","White","Agnostic",0,29,3.3,5,3,0,0,18,"College",3,0,25,0,"No",0,4,5,5,3,0,100
"Female","No","suburbs","Other","Christian",7,22,3.5,8,6,6,3,16,"middle_school",10,0,40,9,"No",0,2,8,3,7,5,0
"Male","Yes","suburbs","White","Christian",2,28,3.4,18,30,5,1,15,"College",2,1,50,1,"No",9,1,5,5,8,0,80
"Female","No","suburbs","Asian","Other",3,30,2.9,1,0,2,2,18,"High_School",2,0,10,5,"No",2,7,5,7,9,0,100
"Female","No","big_city","White","Christian",9,26,4,10,6,1,1,16,"High_School",3,4,45,8,"No",8,5,5,5,7,0,90
"Female","No","Small_Town","White","Christian",5,31,3.9,0,0,0,0,16,"High_School",4,0,35,8,"No",10,8,4,5,10,0,100
"Male","No","Medium_City","Asian","Buddhist",1,29,3.6,1,0,0,2,18,"High_School",1,0,0,2,"No",5,3,8,0,10,0,90
"Male","No","suburbs","White","Christian",4,22,3.5,12,24,1,1,18,"High_School",5,2,30,0,"No",6,9,8,10,9,0,0
"Male","No","suburbs","Other","Buddhist",3,25,2.8,3,0,6,10,15,"0_Kindergarten",5,2,50,8,"Yes",7,7,4,10,5,0,100
"Male","No","suburbs","White","Christian",6,28,4,6,15,3,2,14,"High_School",1,1,50,5,"No",4,4,5,6,9,0,0
"Female","No","Medium_City","Asian","Christian",8,34,4,0,0,0,1,17,"High_School",7,0,50,7,"No",8,5,5,5,9,0,100
"Female","No","suburbs","White","Christian",7,30,3.7,6,4,0,1,13,"High_School",5,0,30,0,"No",1,3,5,9,9,0,70
"Female","No","suburbs","White","Other",5,22,3.8,3,1,1,3,14,"College",6,10,30,0,"Yes",0,4,5,3,10,20,10
"Female","Yes","big_city","White","Christian",5,27,3.9,15,15,0,0,16,"High_School",3,4,20,0,"No",0,3,5,5,7,10,10
"Female","No","suburbs","Hispanic","Other",3,25,3.2,4,4,1,2,14,"College",3,0,25,0,"No",1,1,3,8,8,10,10
"Female","No","Small_Town","White","Christian",8,29,4,6,0,0,1,13,"1st_5th_grade",25,20,50,3,"No",5,4,7,5,8,10,100
"Female","No","Medium_City","Asian","Atheist",1,30,3.9,0,0,0,0,0,"middle_school",4,25,30,5,"No",0,5,7,7,8,0,100
"Male","No","big_city","White","Christian",8,32,4,2,0,0,0,18,"College",3,0,50,9,"No",9,7,6,2,9,0,100
"Female","No","suburbs","White","Jewish",5,27,3.8,15,8,2,3,12,"High_School",8,5,45,0,"No",0,0,5,5,9,0,100
"Female","No","big_city","Black","Christian",7,23,2.6,0,0,14,4,12,"College",7,0,50,0,"Yes",10,5,5,0,7,20,0
"Female","No","suburbs","White","Christian",6,23,2.7,12,13,5,2,17,"College",1,5,50,5,"No",0,5,5,5,7,15,70
"Male","No","suburbs","Hispanic","Other",7,24,3.5,0,0,0,0,0,"High_School",1,0,2,0,"Yes",3,3,2,1,4,10,0
"Female","No","suburbs","Asian","Christian",3,28,3.8,2,0,0,0,17,"High_School",7,30,30,0,"No",3,7,10,8,9,0,100
"Female","No","big_city","Hispanic","Christian",1,20,4,5,0,1,1,16,"High_School",0,0,50,0,"No",4,0,6,3,10,0,0
"Male","No","big_city","Hispanic","Other",8,28,2.2,6,18,8,2,14,"College",7,0,50,0,"No",5,3,5,3,8,0,0
"Male","No","suburbs","Asian","Other",2,32,3.2,5,0,1,2,15,"College",2,20,30,2,"No",8,2,5,2,5,0,0
"Female","Yes","big_city","White","Christian",2,28,3.8,16,30,2,1,14,"College",6,1,50,0,"No",3,3,4,7,8,0,100
"Female","No","Medium_City","White","Christian",2,31,3.8,18,20,4,3,13,"High_School",5,0,50,1,"No",1,8,3,8,8,0,100
"Female","No","suburbs","Hispanic","Other",3,25,3.5,3,5,0,1,14,"College",3,1,50,2,"No",0,5,3,8,10,0,90
"Male","Yes","big_city","Hispanic","Christian",2,28,2.1,10,20,6,2,12,"High_School",2,1,4,0,"No",0,4,6,5,10,0,0
"Female","Yes","Small_Town","White","Christian",9,33,4,2,0,0,1,15,"High_School",2,0,50,10,"No",9,9,7,4,10,0,50
"Female","Yes","suburbs","White","Christian",1,24,3.2,10,6,0,0,18,"College",3,7,5,0,"No",0,4,3,2,9,10,100
"Male","No","big_city","Asian","Buddhist",2,32,4,2,1,0,3,15,"High_School",4,0,50,3,"No",2,3,8,7,9,5,100
"Female","No","suburbs","Hispanic","Christian",1,27,3,16,16,2,1,17,"College",4,0,15,0,"No",0,4,5,8,8,0,100
"Female","No","suburbs","White","Christian",7,29,3.8,9,12,50,1,14,"College",2,10,20,0,"No",5,5,3,2,8,5,100
"Female","No","suburbs","White","Atheist",0,27,2.8,10,7,8,0,16,"College",4,0,34,0,"No",0,0,4,5,10,0,50
"Female","No","Small_Town","White","Christian",8,29,4,12,8,0,0,16,"College",2,10,30,3,"No",7,7,5,6,7,0,50
"Female","Yes","Medium_City","White","Christian",4,25,3.1,23,20,25,1,15,"College",9,7,25,0,"Yes",6,2,8,6,5,10,0
"Male","No","big_city","Asian","Atheist",0,32,3.5,0,0,0,1,17,"College",0,0,5,0,"No",0,5,3,7,7,0,100
"Female","No","big_city","White","Christian",8,25,3,0,0,1,2,17,"College",1,10,50,6,"No",10,5,8,2,5,0,100
"Female","Yes","suburbs","White","Christian",7,25,3.5,8,11,0,2,13,"High_School",10,0,30,0,"No",7,6,5,0,10,5,90
"Female","Yes","Medium_City","White","Christian",2,27,3.8,8,6,1,1,17,"College",5,1,30,6,"No",5,8,7,7,10,0,100
"Female","No","suburbs","Asian","Christian",5,30,4,0,0,0,0,0,"College",1,0,10,0,"No",2,0,5,3,6,0,100
"Male","No","suburbs","White","Other",4,28,3.6,12,20,0,2,14,"College",9,0,30,1,"No",0,5,4,3,8,0,70
"Female","No","big_city","Hispanic","Christian",7,21,3.8,0,2,0,2,13,"College",10,0,50,0,"Yes",4,2,5,2,8,0,0
"Female","No","Medium_City","Hispanic","Other",5,23,3.8,6,0,0,1,13,"College",7,0,12,0,"No",0,6,6,4,9,0,10
"Male","No","Small_Town","White","Atheist",1,29,3.1,5,5,15,2,14,"College",1,1,15,0,"No",0,3,5,5,10,0,30
"Male","No","Small_Town","Black","Other",4,26,4,25,31,6,2,10,"High_School",7,4,10,0,"No",0,3,4,5,6,20,60
"Male","No","Small_Town","White","Christian",8,22,3.2,10,20,2,1,15,"College",3,1,50,0,"No",5,7,10,7,8,15,70
"Female","No","suburbs","White","Christian",7,29,3.3,0,0,0,2,16,"College",3,1,30,5,"No",9,5,2,1,9,0,80
"Female","No","big_city","Hispanic","Other",6,24,3,0,0,1,1,14,"College",14,0,15,0,"No",5,5,6,1,9,10,90
"Female","No","big_city","Black","Christian",8,25,4,5,0,1,2,14,"College",10,0,30,0,"Yes",0,2,7,5,9,0,10
"Female","No","big_city","Asian","Buddhist",4,27,3.6,1,0,2,5,15,"High_School",4,0,3,9,"No",5,5,7,7,8,15,90
"Male","No","Small_Town","White","Christian",6,23,3.7,0,0,1,1,13,"High_School",10,1,50,9,"No",5,0,6,10,10,0,100
"Female","No","suburbs","Black","Christian",10,21,3.9,0,0,0,1,11,"1st_5th_grade",5,0,50,10,"No",10,5,5,4,8,0,30
"Male","No","Small_Town","Asian","Buddhist",3,32,3.7,0,0,0,0,0,"College",1,0,3,0,"No",8,3,2,8,1,0,90
"Female","No","suburbs","White","Jewish",2,30,3,7,2,1,3,18,"College",1,4,4,0,"Yes",0,0,1,2,8,5,90
"Male","Yes","suburbs","White","Agnostic",1,28,3.8,20,5,6,1,13,"College",7,0,20,0,"No",0,7,5,5,10,10,0
"Female","No","suburbs","White","Other",5,27,3.7,11,0,0,1,14,"1st_5th_grade",7,10,50,3,"No",5,5,6,5,9,0,10
"Female","No","big_city","Asian","Agnostic",1,30,3.2,0,0,4,4,14,"College",2,3,15,0,"No",1,3,5,7,9,0,100
"Female","Yes","suburbs","White","Jewish",4,26,3.3,10,7,3,2,15,"College",7,0,50,2,"No",0,5,2,6,7,0,100
"Female","No","big_city","Asian","Atheist",8,29,4,6,0,0,2,16,"High_School",14,5,1,2,"No",2,2,8,5,9,0,100
"Female","No","big_city","White","Agnostic",2,25,3.8,2,1,0,1,18,"College",1,0,15,0,"No",1,2,5,4,10,20,20
"Female","No","suburbs","White","Christian",6,24,3,4,4,0,0,16,"middle_school",4,0,25,0,"No",7,5,5,5,8,0,70
"Female","Yes","suburbs","Asian","Christian",2,26,4,10,10,1,1,16,"High_School",3,2,50,0,"No",5,2,6,5,10,0,30
"Male","No","suburbs","White","Muslim",8,32,3.7,0,0,0,1,15,"High_School",1,0,30,2,"No",1,2,3,0,9,0,100
"Male","No","suburbs","Asian","Christian",6,30,2.7,3,1,1,0,19,"1st_5th_grade",5,0,0,8,"No",7,3,7,6,8,0,100
"Female","No","Medium_City","White","Christian",10,30,3.5,0,0,0,0,0,"College",1,2,15,5,"No",8,6,4,3,9,10,90
"Female","No","Medium_City","White","Christian",6,30,3.5,20,30,15,2,16,"College",3,0,50,0,"No",7,5,7,2,8,0,70
"Male","No","suburbs","White","Buddhist",5,29,3.9,2,8,1,1,16,"College",3,0,40,0,"Yes",2,5,5,6,10,0,100
"Female","No","Medium_City","Asian","Christian",7,27,2.8,1,4,0,2,15,"0_Kindergarten",7,0,10,5,"No",5,5,8,2,5,0,100
"Male","No","suburbs","Asian","Hindu",6,30,3.1,6,15,0,1,17,"High_School",5,0,30,2,"No",3,4,1,3,6,10,70
"Male","No","big_city","Asian","Buddhist",4,28,2,10,1,3,2,17,"High_School",10,5,25,5,"No",5,5,5,8,8,0,30
"Male","Yes","suburbs","Asian","Muslim",4,30,3,13,20,4,1,12,"High_School",2,4,20,2,"No",0,7,3,9,8,15,100
"Female","Yes","suburbs","White","Jewish",3,27,3.7,10,7,1,2,13,"High_School",4,0,50,0,"No",3,3,5,4,10,5,100
