"gender","genderID","height","weight","shoeSize","schoolYear","studyHr","GPA","ACT","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity"
"Female","Female",68,190,10,"Sophomore",1.5,3.4,24,0,3,85,104,8,13,52,50,4,"one",100
"Female","Female",65,130,8,"Sophomore",2,3.5,24,2,1,80,400,6,30,51,52,5,"few",50
"Female","Female",68,180,10,"Sophomore",5,3.8,27,4,1,75,0,8,24,53,52,9,"one",50
"Female","Female",69,120,10,"Freshman",2.5,3.7,27,5,1,115,47,6.5,15,56,53,2,"few",15
"Female","Female",65,134,7,"Freshman",1.5,3.8,28,0,2,84,0,5.5,5,44,47,4,"few",70
"Female","Female",65,110,7,"Junior",1.5,2.9,27,4,2,115,10,7,22,49,49,8,"hundreds",100
"Male","Male",71,200,11,"Freshman",2,3.7,31,3,1,110,15,6,4,55,58,6,"thousands",75
"Female","Female",68,122,7.5,"Sophomore",3,3.4,26,9,2,100,0,7,10,53,55,4,"few",100
"Male","Male",71,225,10.5,"Sophomore",5,2.5,22,0,1,0,1000,6,9,38,38,2,"one",10
"Male","Male",74,168,12.5,"Junior",2,2.6,31,2,2,105,30,7,8,49,48,4,"dozens",50
"Female","Female",66,124,7.5,"Junior",6,3.7,34,12,3,140,0,8,25,54,60,4,"few",100
"Male","Male",72,165,11,"Sophomore",3,3.5,35,1,2,100,40,7,8,48,49,10,"few",75
"Male","Male",75,155,9.5,"Freshman",3,4,32,0,1,0,1000,7,15,49,51,7,"few",90
"Female","Female",68,135,8.5,"Sophomore",2.5,3.8,35,0,4,108,0,7,40,50,50,3,"hundreds",25
"Female","Female",65,143,7.5,"Sophomore",3.5,3.6,30,1,2,107,0,7,10,50,51,6,"thousands",10
"Female","Female",67,144,9,"Sophomore",10,3.9,32,3,2,100,150,6,20,53,54,8,"few",75
"Female","Female",68,180,9,"Sophomore",3,2.9,25,1,2,0,120,7,30,48,54,8,"one",100
"Female","Female",64,114,7.5,"Sophomore",5.5,3.9,32,4,0,0,200,6.5,10,47,53,4,"few",20
"Male","Male",69,130,9.5,"Sophomore",3,3.7,34,0,2,85,20,6.5,5,49,54,4,"dozens",85
"Female","Female",64,159,7,"Sophomore",1.5,2.9,21,0,1,100,32,7.5,30,43,41,7,"dozens",100
"Female","Female",66,175,9.5,"Sophomore",1.5,3.1,26,4,2,110,5,7,10,53,64,7,"few",10
"Male","Male",67,198,11,"Junior",4,2.8,25,0,3,100,2,7.5,4,38,41,7,"dozens",5
"Female","Female",63,110,6,"Junior",2,2.6,32,7,1,100,36,8,25,48,50,9,"dozens",10
"Female","Female",60,150,7,"Junior",3,3,26,10,2,85,3,9,12,50,54,4,"one",100
"Female","Female",68,130,8,"Junior",4,3.3,28,0,4,0,23,6,10,55,61,4,"few",50
"Female","Female",66,160,9.5,"Sophomore",4.5,3.6,30,13,1,85,110,7,15,45,50,3,"one",60
"Male","Male",70,140,14,"Junior",1.5,3.3,32,8,1,110,100,7,25,54,60,7,"thousands",90
"Female","Female",64,126,7,"Sophomore",4,3.9,21,0,1,85,0,7,40,52,50,9,"one",50
"Female","Female",63,135,7,"Sophomore",1.5,3.1,24,2,3,90,0,6,15,55,58,7,"one",25
"Female","Female",65,125,7.5,"Sophomore",3,2.8,29,0,1,80,110,7.5,42,45,49,7,"one",90
"Male","Male",75,300,13,"Freshman",1,3.9,27,7,3,130,3,6,2,47,63,7,"thousands",95
"Female","Female",67,123,7.5,"Sophomore",5,3.6,30,1,1,0,200,6.5,7,53,57,8,"dozens",50
"Male","Male",68,190,12,"Junior",2.5,3.9,30,30,2,115,20,6,30,47,48,7,"one",50
"Male","Male",68,143,9.5,"Freshman",4,4,29,2,1,196,3,6.5,17,45,46,4,"hundreds",17
"Female","Female",66,110,6.5,"Freshman",6,3.5,30,0,1,0,50,7.5,10,47,49,6,"few",50
"Male","Male",68,215,10,"Sophomore",2,3.7,29,2,1,110,29,6,8,51,53,10,"one",10
"Male","Male",72,185,10.5,"Sophomore",2,2,29,3,3,90,2,5,3,58,55,7,"few",100
"Male","Male",64,85,5.5,"Other",1,3,16,1,2,40,6,6,3,56,56,7,"few",75
"Male","Male",70,230,11.5,"Senior",3,2.5,32,0,1,126,25,7,11,53,60,7,"millions",20
"Male","Male",75,180,12,"Senior",3,3.3,14,0,1,120,300,6,6,49,53,3,"thousands",90
"Female","Female",68,240,11,"Sophomore",4,3.5,26,8,3,85,10,8.5,15,55,57,4,"one",100
"Male","Male",70,150,10.5,"Freshman",1,3.5,31,1,1,110,0,7,4,51,51,7,"few",15
"Female","Female",65,95,7.5,"Sophomore",3,2.8,31,0,0,0,1000,10,7,49,54,5,"one",10
"Female","Female",63,100,7.5,"Freshman",2,3.7,31,0,0,0,10,8,7,43,44,8,"few",5
"Male","Male",71,190,11,"Senior",4,2.6,22,3,4,100,18,6,9,53,52,8,"dozens",30
"Female","Female",64,136,9,"Junior",1.5,2.6,19,21,1,101,150,8,14,57,58,4,"few",80
"Female","Female",66,120,9,"Sophomore",2,3.3,29,0,2,70,0,6,10,42,50,8,"few",95
"Female","Female",66,150,8.5,"Sophomore",1,3.5,24,15,2,95,10,8,24,51,53,5,"few",30
"Male","Male",76,240,13,"Sophomore",2.5,3,25,2,2,90,10,6.5,4,50,50,1,"few",80
"Female","Female",61,140,7,"Freshman",3.5,3.3,23,30,2,105,40,6,30,47,48,3,"millions",40
"Female","Female",65,110,7,"Senior",2.5,2.8,28,10,2,100,5,8,10,50,52,3,"few",100
"Female","Female",62,132,8,"Sophomore",3,2.9,27,0,2,90,62,6.5,13,58,62,6,"few",80
"Female","Female",67,150,9.5,"Junior",3,3.6,29,2,1,110,20,5,10,50,49,4,"few",10
"Female","Female",61,122,6,"Junior",2,3.5,27,4,0,100,30,7,55,56,52,4,"few",50
"Male","Male",69,155,9.5,"Sophomore",2,2,29,0,2,104,0,6.5,3,45,52,7,"few",100
"Male","Male",69,149,10.5,"Other",2,3.9,23,7,3,110,0,7,6,65,65,6,"thousands",50
"Male","Male",74,200,12,"Junior",5,3.2,26,0,2,140,63,8,6,45,45,7,"dozens",0
"Male","Male",71,210,12,"Freshman",2,3.6,24,0,1,55,86,7,6,48,51,9,"few",80
"Female","Female",59,91,5,"Freshman",4,3.9,33,0,1,0,20,7,4,51,51,4,"few",50
"Female","Female",65,132,6.5,"Sophomore",4,3.6,33,4,1,0,0,5.5,7,51,47,10,"one",20
"Female","Female",67,190,9,"Sophomore",2,3.5,34,2,1,85,80,10,25,56,57,4,"few",90
"Male","Male",72,175,10,"Senior",2,2.5,33,1,1,109,50,8,9,47,49,9,"dozens",0
"Male","Male",73,215,12,"Sophomore",5,3.5,30,3,1,85,150,8,5,48,58,5,"few",20
"Female","Female",66,123,6.5,"Freshman",6,3.7,28,6,0,84,11,7,10,48,48,2,"few",15
"Male","Male",71,169,12.5,"Sophomore",4,2.8,25,0,2,80,120,6,10,45,50,7,"one",50
"Female","Female",65,135,7.5,"Freshman",2,4,31,3,1,95,20,8,15,48,56,3,"thousands",30
"Male","Male",70,175,11.5,"Sophomore",2,3.3,27,14,1,118,13,7,9,46,48,3,"few",75
"Female","Female",65,140,8,"Sophomore",4,4,32,0,0,0,10,7,10,45,45,7,"few",30
"Female","Female",64,123,6.5,"Sophomore",3,3.5,28,0,3,85,200,8,6,54,55,5,"few",25
"Male","Male",77,165,10,"Junior",1.5,3.3,34,0,1,0,90,6,7,47,51,9,"dozens",40
"Male","Male",68,185,8.5,"Freshman",4,3.5,31,0,2,0,0,8,7,47,47,7,"dozens",20
"Male","Male",70,145,11,"Senior",4,3.2,31,2,2,90,0,7,3,52,51,6,"dozens",60
"Male","Male",74,175,12,"Sophomore",4,3.3,25,2,3,110,60,7,6,53,53,8,"one",40
"Female","Female",67,180,8.5,"Junior",4,3.7,27,16,3,115,5,7,18,40,42,2,"dozens",90
"Female","Female",64,115,5.5,"Freshman",4,4,26,0,1,95,25,8,6,50,48,10,"one",100
"Female","Female",64,110,7.5,"Sophomore",3,3.6,33,1,1,0,20,6.5,6,47,49,6,"few",10
"Female","Female",64,120,8,"Sophomore",2.5,3,25,3,3,110,60,7,20,53,62,2,"few",20
"Male","Male",75,181,13,"Junior",2,2.8,32,2,2,100,67,8,10,51,51,8,"one",95
"Female","Female",64,120,6,"Sophomore",3,2.8,35,2,0,90,50,6,12,55,51,7,"dozens",70
"Female","Female",63,125,7,"Sophomore",2,3.5,33,0,2,90,30,8,25,54,55,2,"few",100
"Male","Male",67,138,9,"Sophomore",3,3.1,23,4,4,100,4,8.5,9,56,52,7,"few",75
"Male","Male",75,155,13,"Junior",2,2.6,28,4,2,80,2,6.5,2,58,58,2,"dozens",30
"Female","Female",66,155,8.5,"Junior",2.5,2.7,35,12,1,60,0,9.5,16,55,55,3,"thousands",70
"Female","Female",67,210,9.5,"Senior",1,3,32,0,4,100,0,8,10,52,63,4,"few",0
"Female","Female",67,135,8.5,"Junior",0,3.1,22,4,1,0,20,6,26,38,46,2,"one",30
"Female","Female",59,115,6.5,"Junior",1.5,2.7,27,0,5,65,150,8,11,44,44,7,"few",100
"Female","Female",64,130,8,"Senior",3.5,3.2,28,0,2,40,20,6,20,51,61,10,"few",50
"Male","Male",64,121,8,"Junior",3,2.9,33,3,1,85,6,6.5,5,54,55,8,"dozens",20
"Female","Female",66,150,9,"Sophomore",4.5,3.8,26,2,4,80,300,7,12,49,52,3,"one",75
"Female","Female",70,130,8.5,"Sophomore",6,3.7,35,3,1,55,0,5.5,5,45,49,8,"millions",10
"Female","Female",67,120,8.5,"Freshman",3,3.8,31,3,2,85,20,7,10,49,52,7,"few",80
"Female","Female",64,130,8,"Sophomore",3,2.9,31,1,5,110,40,7,10,57,59,8,"few",90
"Female","Female",64,116,7.5,"Sophomore",2.5,3.8,24,9,3,100,40,7.5,16,58,65,9,"few",100
"Female","Female",63,124,7,"Sophomore",3,3.4,22,0,3,40,7,8,6,51,50,8,"few",50
"Male","Male",68,158,9,"Sophomore",4,3.8,31,8,1,95,50,7,2,49,53,8,"few",75
"Male","Male",73,175,11.5,"Sophomore",5,3.6,28,0,2,110,1000,7.5,8,53,54,7,"one",20
"Female","Female",62,105,7,"Senior",4,3,30,2,1,77,10,6.5,15,61,57,7,"few",50
"Male","Male",74,185,14,"Sophomore",2,3.7,34,0,1,155,75,8,8,47,55,8,"dozens",75
"Male","Male",70,220,12,"Sophomore",2,2,32,5,2,110,200,7,9,41,48,4,"millions",100
"Male","Male",65,115,7.5,"Senior",3.5,3.2,24,1,2,115,0,9,18,62,65,4,"thousands",45
"Female","Female",66,135,8.5,"Sophomore",4,3.9,30,1,3,105,95,8,45,49,61,6,"few",75
"Female","Female",66,135,8,"Sophomore",3,3.9,32,12,6,101,15,7.5,20,48,51,7,"few",40
"Female","Female",68,165,10,"Freshman",3,3.2,30,1,2,90,0,6,8,39,44,7,"hundreds",80
"Female","Female",65,140,8,"Sophomore",2,3.6,34,2,3,99,150,6,25,50,57,9,"dozens",100
"Female","Female",62,140,7.5,"Junior",0.5,3.3,27,0,0,75,90,7,10,49,48,6,"few",20
"Male","Male",71,179,10.5,"Freshman",6,4,30,0,1,80,80,7,7,45,50,6,"few",50
"Female","Female",69,170,8.5,"Sophomore",4.5,3.5,28,2,2,95,200,8.5,11,54,53,10,"few",75
"Female","Female",62,130,8,"Sophomore",4,3.4,26,1,2,110,300,7,18,47,50,7,"few",85
"Male","Male",68,164,9.5,"Sophomore",2,3.4,29,4,4,90,1,8,2,51,62,9,"few",50
"Female","Male",59,84,8,"Junior",5.5,2.4,27,13,4,26,9,7.5,14,56,59,9,"one",7
"Male","Male",69,178,10.5,"Sophomore",1,3.2,25,3,1,85,10,7,15,60,55,9,"few",100
"Male","Male",74,195,12.5,"Sophomore",2,1.5,26,8,2,85,10,7,6,49,50,10,"one",40
"Female","Female",65,107,7,"Freshman",2,4,28,0,4,95,20,7.5,10,50,51,3,"few",75
"Female","Female",67,135,8,"Junior",2,3.9,31,6,2,96,64,6.5,25,55,57,8,"few",96
"Male","Male",74,220,11.5,"Senior",2,2,28,0,3,120,1000,9,4,49,51,6,"millions",0
"Female","Female",60,140,6.5,"Sophomore",6.5,2.4,26,0,3,40,13,6,23,46,46,8,"few",65
"Female","Female",63,140,7.5,"Sophomore",2.5,2.1,21,3,1,85,300,8,30,51,52,6,"one",30
"Female","Female",63,126,6.5,"Sophomore",2.5,2.4,23,2,3,106,10,8,7,45,47,3,"few",100
"Female","Female",65,162,9.5,"Sophomore",3,2.7,27,4,1,38,20,5,4,45,37,2,"few",60
"Female","Female",68,140,8,"Sophomore",3,3.5,33,1,1,90,0,6.5,9,55,56,1,"few",100
"Female","Female",61,100,4,"Sophomore",10,3.8,28,1,1,80,55,7.5,20,47,48,8,"one",99
"Male","Male",65,160,9.5,"Senior",3,3.1,29,2,2,90,45,6,5,55,60,6,"few",20
"Male","Male",70,185,11.5,"Sophomore",2,2.5,30,2,1,110,30,8,10,49,59,9,"few",90
"Female","Female",66,113,7.5,"Freshman",2.5,3.8,32,0,1,0,400,5,10,49,49,3,"hundreds",9
"Male","Male",70,167,11,"Sophomore",4,3.1,32,0,2,90,1,7,3,64,58,9,"few",50
"Male","Male",73,140,11,"Sophomore",4,3.6,32,0,2,90,100,7.5,3,40,43,1,"thousands",50
"Female","Female",67,115,8.5,"Junior",5,2.9,24,1,2,90,55,7.5,25,49,49,7,"one",45
"Female","Female",66,160,8.5,"Junior",2.5,3.4,21,12,2,96,25,6.5,25,49,51,4,"thousands",100
"Male","Male",74,157,11.5,"Sophomore",2,3.2,24,3,1,101,15,8,8,47,50,5,"dozens",15
"Female","Female",66,230,10,"Sophomore",1.5,2.5,21,0,4,52,30,9,9,53,53,7,"few",75
"Male","Male",68,180,10,"Senior",3,3.5,22,1,2,120,3,6,7,46,46,7,"few",95
"Female","Female",64,135,8.5,"Junior",1,3.7,29,4,1,140,7,6,13,65,59,4,"few",50
"Male","Male",72,185,11,"Senior",5.5,3.1,35,0,3,102,0,5.5,24,60,65,2,"hundreds",75
"Female","Male",70,189,10,"Senior",10,3.1,26,4,3,120,1000,14,100,46,50,10,"one",2
"Female","Female",63,145,6.5,"Sophomore",1,4,35,4,2,65,12,7.5,11,50,55,8,"thousands",88
"Female","Female",66,135,8.5,"Sophomore",8,3.3,29,0,3,110,1,5.5,13,55,65,5,"few",50
"Male","Male",70,150,9,"Sophomore",3.5,3.6,33,3,1,50,120,6,10,52,54,6,"thousands",30
"Female","Female",71,197,9.5,"Junior",1.5,3.2,26,2,2,105,200,8,27,52,52,5,"few",30
"Male","Male",70,168,11.5,"Junior",3.5,2.8,23,0,2,70,1,6,6,42,44,7,"dozens",30
"Female","Female",65,190,9,"Junior",4,3.5,30,2,0,95,60,7,12,56,54,6,"few",70
"Male","Male",69,150,9.5,"Sophomore",3,4,29,0,2,60,0,7,4,47,47,2,"millions",95
"Male","Male",68,148,11,"Sophomore",2,3.5,31,0,2,70,600,8,3,52,54,7,"few",70
"Male","Male",70,190,10,"Sophomore",3,3.8,31,1,0,100,0,6,5,45,46,3,"thousands",100
"Female","Female",64,145,9,"Sophomore",5,3.9,32,2,2,95,105,6,12,51,48,2,"thousands",90
"Male","Male",73,165,13,"Junior",3,3.3,29,0,2,100,27,7,6,51,55,3,"few",75
"Male","Male",65,230,9.5,"Freshman",0.5,3.5,32,2,2,0,300,7,15,48,50,5,"one",50
"Female","Female",66,138,10,"Sophomore",3,3.4,21,0,1,83,12,5,20,51,55,5,"one",75
"Male","Male",71,145,9.5,"Sophomore",2.5,3.3,28,3,3,90,20,7.5,5,47,47,3,"few",50
"Male","Male",66,140,10,"Senior",3,3.2,31,1,1,102,17,8,2,51,50,4,"millions",50
"Female","Female",66,91,7.5,"Junior",6.5,3.6,30,0,0,22,13,8,6,45,47,3,"one",1
"Female","Female",61,104,5,"Sophomore",1,3.1,28,1,1,85,0,6.5,14,48,65,4,"few",100
"Female","Female",68,185,10,"Sophomore",4.5,3,31,7,3,115,120,6.5,30,47,47,7,"dozens",100
"Male","Male",66,145,8.5,"Freshman",2,3.4,29,0,0,140,50,7,6,49,52,7,"millions",100
"Male","Male",76,180,13,"Freshman",2.5,3.1,28,0,5,120,80,6,8,59,61,3,"few",85
"Male","Male",68,137,10,"Sophomore",2,3.4,34,0,1,140,300,6.5,8,50,53,4,"few",60
"Female","Female",64,120,8,"Sophomore",4,3.7,32,2,1,100,0,6.5,10,50,51,2,"few",25
"Male","Male",74,220,14,"Sophomore",0.5,3.4,29,30,0,106,150,8,8,46,45,4,"few",85
"Male","Male",68,176,11,"Freshman",6,3.9,34,2,1,40,80,8,3,42,47,7,"few",50
"Male","Male",69,145,9.5,"Sophomore",2,2.6,29,0,0,90,500,7,4,50,50,6,"few",90
"Female","Female",63,130,7,"Sophomore",1,3.8,27,4,2,90,50,6,25,50,50,6,"one",100
"Female","Female",62,130,7,"Sophomore",4,2.1,31,1,1,85,8,7.5,25,48,46,3,"dozens",70
"Male","Male",69,155,10.5,"Senior",0,2.5,31,6,1,100,0,9,5,55,57,8,"millions",10
"Female","Female",65,163,8.5,"Freshman",2,3.6,23,17,7,100,0,8,12,40,43,5,"one",50
"Female","Female",62,100,6.5,"Sophomore",4,3.1,28,1,1,0,54,7,4,53,64,8,"few",30
"Male","Male",72,170,12,"Sophomore",3,2.5,27,8,5,100,0,8,8,57,58,5,"thousands",50
"Female","Female",60,122,6,"Freshman",2,3.7,23,25,4,50,0,5,16,40,37,7,"few",5
"Female","Female",64,120,7,"Junior",2,3.3,34,3,2,85,0,8,31,53,54,6,"few",70
"Female","Female",62,85,6,"Sophomore",2,4,26,8,1,85,40,7,15,50,53,7,"few",100
"Female","Female",63,119,5.5,"Freshman",2,3.6,26,2,0,75,200,6.5,7,51,49,7,"few",60
"Female","Female",64,135,6,"Sophomore",3,2.3,26,1,2,120,0,7.5,7,50,50,7,"few",50
"Female","Female",65,135,8,"Freshman",3,3.9,33,0,1,93,20,9,20,48,49,5,"thousands",40
"Male","Male",68,140,9,"Sophomore",2,3,32,0,2,92,20,7,14,52,57,7,"one",40
"Female","Female",68,176,9.5,"Sophomore",3.5,2.7,23,10,4,100,10,7,15,60,62,9,"few",70
"Male","Male",66,115,10.5,"Junior",2,3.7,34,0,1,80,0,8,6,53,57,4,"hundreds",100
"Male","Male",68,120,9,"Junior",4,3,28,2,2,60,30,7.5,20,55,55,9,"few",100
"Female","Female",64,105,6.5,"Sophomore",2,3.6,28,3,3,90,25,8,16,48,49,6,"dozens",85
"Female","Female",64,132,7,"Sophomore",2,3.8,30,0,0,60,79,8,14,40,46,5,"few",40
"Male","Male",70,180,10,"Sophomore",6,3.6,35,0,1,105,0,6,6,51,55,4,"millions",50
"Male","Male",71,180,10.5,"Sophomore",2.5,3.2,33,1,1,101,0,7,6,60,62,7,"few",85
"Male","Male",76,185,13,"Sophomore",2,3.2,32,0,2,110,600,6.5,21,44,48,6,"one",10
"Female","Female",67,174,9,"Sophomore",3,1.7,22,10,5,80,2,9,7,38,47,8,"one",100
"Male","Male",68,157,10,"Sophomore",2,4,31,0,3,120,200,7,7,45,51,3,"few",50
"Male","Male",70,210,11,"Senior",9.5,2.7,22,3,2,110,10,8.5,14,46,46,5,"one",50
"Male","Male",69,175,8.5,"Sophomore",4.5,3.6,33,1,0,105,10,7,6,46,48,6,"few",3
"Female","Female",64,110,7,"Senior",2,3.8,31,0,2,100,10,6,12,50,51,6,"millions",3
"Male","Male",69,140,9.5,"Sophomore",4,3.8,27,1,2,100,1000,6,7,39,46,6,"few",50
"Male","Male",71,240,10.5,"Senior",1,3,33,3,1,110,4,9,5,43,47,7,"few",75
"Male","Male",67,160,10.5,"Senior",5,3.4,23,2,2,100,80,7.5,4,47,51,3,"one",50
"Female","Female",63,110,5.5,"Freshman",4,4,29,0,1,0,700,5.5,6,51,54,3,"few",80
"Male","Male",66,103,9,"Sophomore",1,3,28,0,1,0,400,7,4,50,52,2,"millions",60
"Female","Female",62,195,7.5,"Sophomore",2,2.7,29,4,4,100,0,7,20,50,42,4,"few",85
"Female","Female",63,115,6,"Sophomore",2,3.8,22,8,3,100,0,7,21,53,55,10,"few",85
"Female","Female",60,85,5.5,"Freshman",2,3.5,32,1,2,0,300,6.5,3,54,54,2,"none",50
"Female","Female",64,132,8,"Sophomore",6,3.9,30,1,11,60,10,6.5,37,57,65,7,"few",90
"Female","Female",62,98,7.5,"Sophomore",3,2.5,21,0,3,80,140,8,18,40,40,3,"dozens",32
"Female","Female",60,128,5,"Sophomore",6,3.9,30,0,1,95,80,7,30,50,52,7,"one",75
"Female","Female",65,108,8,"Sophomore",6,3.7,33,0,0,0,0,6,6,46,49,7,"few",8
"Male","Male",75,185,11,"Sophomore",2,2.8,24,4,2,110,0,7.5,10,44,45,6,"few",90
"Male","Male",69,160,8.5,"Senior",7,3,28,1,1,120,0,7.5,8,47,49,6,"few",40
"Male","Male",72,185,12.5,"Junior",2,3.8,31,3,1,100,31,8,12,54,60,1,"dozens",100
"Male","Male",68,140,9,"Sophomore",2,3.6,31,0,1,125,30,8,4,45,45,5,"few",10
"Male","Male",68,190,9.5,"Sophomore",4,2.5,30,0,2,140,0,7,5,48,49,3,"few",30
"Female","Female",61,149,6,"Sophomore",3.5,2.9,24,3,1,100,20,6,23,42,45,3,"one",40
"Female","Female",62,150,6,"Senior",5,2.4,34,2,2,100,120,8,20,52,53,7,"few",50
"Female","Female",63,117,5.5,"Senior",4,3.1,29,4,2,0,5,6,5,46,57,7,"few",30
"Female","Female",65,180,7.5,"Sophomore",2,3.3,27,1,1,68,0,8.5,15,49,53,7,"few",90
"Female","Female",61,132,5.5,"Sophomore",4,3.7,34,1,0,0,45,8,12,46,47,3,"few",85
"Male","Male",69,145,10,"Junior",2,3.3,34,3,2,95,4,7.5,10,50,53,2,"dozens",0
"Female","Female",67,114,7.5,"Freshman",1.5,3,32,1,0,0,200,8,5,46,48,7,"one",50
"Male","Male",70,130,8.5,"Sophomore",3,3.2,29,0,1,95,120,7,4,53,56,3,"few",30
"Female","Female",62,142,8,"Sophomore",6,3.8,32,5,1,90,12,8,18,49,48,4,"few",50
"Female","Female",66,185,8,"Junior",2,3.4,29,3,1,100,1,8.5,30,48,49,5,"few",50
"Female","Female",61,115,6.5,"Senior",1.5,2.2,29,1,2,105,0,7,40,64,65,8,"few",70
"Female","Female",66,150,8,"Freshman",3,4,35,0,1,100,150,7,15,48,51,7,"few",70
"Female","Female",65,157,9.5,"Sophomore",2.5,2.3,29,4,1,60,20,8,7,39,38,8,"few",10
"Female","Female",64,125,8,"Junior",3,3.9,31,4,3,93,10,8,10,51,55,4,"few",80
"Female","Female",64,150,8,"Junior",3,3.3,26,0,1,100,20,7,21,40,40,7,"one",50
"Male","Male",73,215,11,"Freshman",5,3.7,35,0,1,40,500,7,2,46,51,8,"few",40
"Female","Female",60,130,7,"Freshman",3,3.2,22,0,4,0,8,7.5,13,37,41,6,"one",20
"Female","Female",66,135,9,"Junior",2,2.9,25,0,1,95,200,6.5,9,47,51,6,"few",50
"Female","Female",62,120,6.5,"Sophomore",4,2.2,22,0,1,70,500,4,4,49,58,5,"few",40
"Female","Female",62,109,7.5,"Sophomore",3.5,2.9,26,0,1,120,0,6,9,58,57,7,"few",40
"Female","Female",64,145,8,"Sophomore",1,3.8,26,6,1,90,300,7,14,49,49,3,"hundreds",30
"Male","Male",75,220,14,"Junior",3,2.1,35,3,1,100,200,8,4,50,51,7,"few",10
"Female","Female",63,100,6,"Sophomore",3.5,3,22,1,3,0,4,7.5,20,39,41,5,"one",100
"Male","Male",67,130,9.5,"Senior",7,3,29,1,5,110,110,9,9,47,47,7,"none",10
"Female","Female",64,117,7.5,"Sophomore",1,3.8,30,0,1,60,40,8,10,51,52,8,"few",50
"Male","Male",69,138,9,"Sophomore",4,3.8,33,0,1,100,58,6.5,10,53,55,3,"few",90
"Male","Male",68,133,9.5,"Sophomore",3,2.9,29,1,1,0,100,7,2,50,54,1,"hundreds",30
"Male","Male",67,108,9,"Sophomore",9,3.5,29,2,1,27,200,6.5,7,54,57,7,"thousands",65
"Female","Female",66,114,7.5,"Junior",7,3.4,30,0,0,0,0,7.5,10,49,49,2,"few",60
"Female","Female",70,170,9.5,"Sophomore",3,3.6,24,3,1,90,25,8,16,51,52,4,"few",60
"Female","Female",66,180,9.5,"Sophomore",3,3.5,30,2,2,90,100,7.5,20,54,51,6,"few",10
"Male","Male",70,184,10,"Sophomore",1.5,3.1,25,4,3,100,100,9,7,50,53,7,"few",100
"Female","Female",62,145,8,"Sophomore",3,3,28,10,2,45,55,6,25,42,42,5,"one",50
"Female","Female",68,145,8.5,"Junior",3,2.4,31,3,1,81,36,6,6,53,56,7,"few",20
"Female","Female",68,130,8.5,"Junior",2.5,3.3,24,1,1,95,0,6.5,20,44,45,2,"dozens",50
"Female","Female",62,98,6,"Freshman",2.5,4,31,0,1,0,100,7,5,44,47,2,"few",30
"Female","Female",62,110,6.5,"Sophomore",2,3.8,32,0,1,55,21,8,6,50,55,3,"few",7
"Male","Male",69,143,8.5,"Sophomore",2.5,3.8,34,0,4,120,100,7.5,8,52,51,7,"thousands",0
"Female","Female",69,192,10,"Freshman",1.5,3.4,29,2,0,90,11,6.5,15,49,58,9,"few",50
"Male","Male",72,185,11,"Sophomore",3,3.2,24,4,1,110,200,7,8,45,48,3,"hundreds",60
"Female","Female",63,111,7.5,"Freshman",1,4,23,2,1,90,0,6,25,41,47,3,"few",90
"Male","Male",68,155,10,"Senior",3,2.9,27,2,1,110,400,6,7,46,48,3,"one",50
"Female","Female",67,135,9,"Freshman",3,3.8,30,1,1,85,400,7,15,44,46,3,"one",70
"Female","Female",60,120,6,"Sophomore",4,2.8,25,11,2,110,300,7,22,52,51,3,"few",40
"Male","Male",69,145,11,"Senior",1,2.5,29,3,2,103,10,5,5,54,57,2,"thousands",100
"Female","Female",68,135,9,"Sophomore",3,4,32,1,1,80,21,8,12,54,54,7,"one",10
"Female","Female",68,173,11,"Freshman",4,3.8,30,4,5,105,2,7.5,4,44,43,10,"millions",100
"Male","Male",75,240,13,"Junior",6,2.9,29,3,1,115,500,7.5,6,50,52,6,"few",100
"Female","Female",67,154,8,"Senior",6,3.8,30,0,0,0,60,8,25,47,50,5,"one",20
"Male","Male",75,198,12,"Senior",4,2.8,28,1,1,125,4,5.5,10,52,59,7,"millions",10
"Male","Male",73,175,11.5,"Sophomore",1.5,3.6,29,14,1,90,25,7,10,48,52,3,"few",10
"Female","Female",63,116,6,"Junior",3,3.7,26,0,2,0,20,7.5,10,50,50,3,"few",10
"Female","Female",67,250,8.5,"Senior",2.5,3.2,32,20,1,0,4,6.5,30,44,57,6,"few",90
"Female","Female",64,230,9,"Sophomore",4,2.7,27,0,2,72,15,5,10,48,52,8,"millions",1
"Female","Female",60,105,5,"Sophomore",4,3.5,30,2,1,90,25,7,20,55,65,3,"one",80
"Female","Female",61,120,6.5,"Junior",3,2.8,30,0,2,110,84,6.5,12,46,49,2,"few",15
"Female","Female",61,118,6.5,"Sophomore",1.5,3.2,23,1,2,85,20,8,11,52,52,8,"dozens",100
"Female","Female",67,250,7.5,"Junior",2,3.3,24,1,3,60,21,6,40,35,35,7,"few",25
"Male","Male",74,175,11.5,"Sophomore",4.5,2.7,23,4,1,40,10,8.5,3,48,53,5,"few",100
"Female","Female",64,165,8,"Senior",6,3.3,24,3,1,70,10,7,12,45,52,6,"one",95
"Male","Male",74,185,12,"Sophomore",2,3.3,35,4,1,110,0,7,4,53,55,6,"few",80
"Male","Male",70,170,11,"Junior",4,3.3,31,1,1,90,5,7,6,52,52,9,"few",90
"Female","Female",65,140,7.5,"Senior",4,3.2,20,0,3,85,0,8,15,43,50,7,"few",30
